DEPT,OG,1,2,3,4
5000.0636,89.0871,0.04285352305818447,-0.1534235597093066,-0.37906325006939,-0.4080370372101931
5000.216,91.6038,0.026489739836528876,-0.20798815102805526,-0.435627676719441,-0.39316711012471084
5000.3684,93.4904,0.03130514436029627,-0.2160605789210694,-0.4562600776460267,-0.38333314229010484
5000.5208,94.1179,0.03259127241932087,-0.23056169073637522,-0.48296268049722707,-0.39801392766615096
5000.6732,93.0409,0.04089425581248182,-0.22301947732114988,-0.47723782722091684,-0.3967954381371792
5000.8256,92.513,0.04450817135165223,-0.228040765853322,-0.4858806512678941,-0.41799317983782247
5000.978,91.1697,0.0493112459632605,-0.22950399702610777,-0.4935038006283182,-0.4658203827716038
5001.1304,87.3598,0.06520231280607565,-0.1972082317306639,-0.4448063389000177,-0.47403861840709366
5001.2828,86.9973,0.0792496331853257,-0.15855945729972698,-0.3639032599946566,-0.4177347338984138
5001.4352,88.3209,0.08295367623726642,-0.14647540605813053,-0.300974044256219,-0.32764885955181944
5001.5876,87.2871,0.07840517151919968,-0.15912670529535755,-0.27029744745558876,-0.23337738724009338
5001.74,86.2857,0.08375507522469258,-0.15239762659238001,-0.21979872050827254,-0.11511768571765255
5001.8924,87.0623,0.07950265837588107,-0.16799320843760107,-0.19338575881728973,0.003361248497315143
5002.0448,90.105,0.06917345450830872,-0.2111042802932093,-0.22076984081583456,0.05227887744268811
5002.1972,88.5086,0.08292225742195604,-0.19332804328673536,-0.1825449945983786,0.10973650698248362
5002.3496,85.3087,0.09512873778685024,-0.16132870509691716,-0.09786662259400154,0.24171475189939592
5002.502,86.3232,0.07735039449087308,-0.2250253211465681,-0.15593128971709452,0.2311443365890927
5002.6544,88.0949,0.10422110023037366,-0.16341293671140342,-0.0513389331659732,0.341465091726835
5002.8068,89.5606,0.10925194526219682,-0.14792463920079033,0.02056814774862212,0.4875182716796939
5002.9592,88.8471,0.08595114932641032,-0.22286410696915204,-0.04835170746247132,0.5069145151254001
5003.1116,87.3189,0.09441371620631894,-0.22316334347122108,-0.04870860601979422,0.5266863588947321
5003.264,86.1226,0.10747306953004654,-0.19917186071187085,-0.006087783716274957,0.5823514464737615
5003.4164,84.3665,0.09950671293985873,-0.2327547429422366,-0.04377115844409078,0.5557244692033958
5003.5688,82.326,0.11315485824348527,-0.2089424084845136,-0.013569110236269534,0.5700783915140315
5003.7212,81.8492,0.11278085499168848,-0.21859727914131546,-0.0224740252883813,0.5559741747916243
5003.8736,84.3723,0.10944719104292486,-0.24555011576259783,-0.07828558796044488,0.4528436749183443
5004.026,86.9299,0.12232053171967427,-0.22635979481884796,-0.08022433342273622,0.35856451954366236
5004.1784,89.1625,0.14519289371423466,-0.16563816589429042,-0.000736495045794024,0.38013841025195555
5004.3308,91.6882,0.13823194707053257,-0.18551590848265853,-0.018144596478180078,0.36983808406152185
5004.4832,90.8587,0.13436124497291263,-0.20711067296235539,-0.058643996972967266,0.33079245511099986
5004.6356,88.235,0.14568011071077902,-0.1874238357624119,-0.04632891291179008,0.347561067079991
5004.788,88.6909,0.12467588201602862,-0.2640044188537102,-0.1784910733919637,0.21332603969407554
5004.9404,86.8754,0.13187914031398176,-0.2727759319254796,-0.2529825834000334,0.03014797919068886
5005.0928,85.2769,0.170677709609895,-0.19274266585775532,-0.21441370090566128,-0.1513863771625286
5005.2452,88.6767,0.20303718819901745,-0.09238362900831544,-0.08610207382555424,-0.21478083854897823
5005.3976,91.0331,0.22463706675947442,-0.02225062172875465,0.02760986564175925,-0.25542233360912553
5005.55,89.9176,0.21449792615757315,-0.015749010230482037,0.10782692396242659,-0.2130159717655608
5005.7024,89.2034,0.2142288791319351,-0.0157711232769498,0.1503244527671828,-0.20029802135181493
5005.8548,87.8742,0.20000543543267527,-0.051298530148834856,0.14097171589263377,-0.24654622313809677
5006.0072,87.4732,0.21763436762154706,-0.003169744497946905,0.24231444744158906,-0.19835663248241348
5006.1596,88.1992,0.20092231650720366,-0.04504935612530179,0.23481671614658714,-0.21725365515956682
5006.312,87.5049,0.21164332468813438,-0.026813565277850823,0.2841187472510545,-0.21565607022636651
5006.4644,84.1773,0.21592153363484312,-0.014320370915995799,0.34376252255554607,-0.17021486254266632
5006.6168,83.5613,0.203932012910319,-0.05987237955327335,0.3095820811649808,-0.21309603623385026
5006.7692,86.0369,0.21202363365801433,-0.05324278636826236,0.33000289159427854,-0.23795772151283573
5006.9216,87.4623,0.22322361172821215,-0.031437851542089716,0.3826133455755081,-0.2076188795817411
5007.074,90.7922,0.2255211918220118,-0.030036025998771733,0.41793082876091714,-0.14580035200123795
5007.2264,91.8202,0.21867883693448492,-0.05935462546602375,0.40122265817534697,-0.10918498239089901
5007.3788,84.9822,0.22682193206847492,-0.04912820820676713,0.42819034136519346,-0.014414912662969096
