TVD "Dry density"
4674.5372 2.147243
4674.6896 2.148136
4674.842 2.163252
4674.9944 2.1675169999999997
4675.1468 2.168455
4675.2992 2.192379
4675.4516 2.243655
4675.604 2.264324
4675.7564 2.228038
4675.9088 2.1945550000000003
4676.0612 2.189199
4676.2136 2.199991
4676.366 2.1853350000000002
4676.5184 2.184273
4676.6708 2.1749219999999996
4676.8232 2.180344
4676.9756 2.185091
4677.128 2.2018999999999997
4677.2804 2.228618
4677.4328 2.240869
4677.5852 2.2007380000000003
4677.7376 2.1875750000000003
4677.89 2.184069
4678.0424 2.1667650000000003
4678.1948 2.160796
4678.3472 2.182865
4678.4996 2.190617
4678.652 2.182534
4678.8044 2.181789
4678.9568 2.1758789999999997
4679.1092 2.185978
4679.2616 2.165615
4679.414 2.1647760000000003
4679.5664 2.1489589999999996
4679.7188 2.151833
4679.8712 2.141013
4680.0236 2.1500179999999998
4680.176 2.153766
4680.3284 2.1558960000000003
4680.4808 2.157047
4680.6332 2.158567
4680.7856 2.1612460000000002
4680.938 2.172296
4681.0904 2.185997
4681.2428 2.185777
4681.3952 2.1964040000000002
4681.5476 2.196018
4681.7 2.210863
4681.8524 2.215491
4682.0048 2.203974
4682.1572 2.171424
4682.3096 2.151711
4682.462 2.141789
4682.6144 2.137006
4682.7668 2.146305
4682.9192 2.151052
4683.0716 2.141474
4683.224 2.156155
4683.3764 2.212568
4683.5288 2.2121269999999997
4683.6812 2.158846
4683.8336 2.1307490000000002
4683.986 2.144304
4684.1384 2.1575070000000003
4684.2908 2.181879
4684.4432 2.178307
4684.5956 2.1506559999999997
4684.748 2.135591
4684.9004 2.14814
4685.0528 2.1523489999999996
4685.2052 2.1373059999999997
4685.3576 2.161184
4685.51 2.177357
4685.6624 2.194099
4685.8148 2.181731
4685.9672 2.163437
4686.1196 2.173926
4686.272 2.1857349999999998
4686.4244 2.202983
4686.5768 2.2289980000000003
4686.7292 2.2360189999999998
4686.8816 2.227806
4687.034 2.194068
4687.1864 2.177587
4687.3388 2.159349
4687.4912 2.165003
4687.6436 2.1623140000000003
4687.796 2.162245
4687.9484 2.1563610000000004
4688.1008 2.1448679999999998
4688.2532 2.155257
4688.4056 2.1742019999999997
4688.558 2.158786
4688.7104 2.1627419999999997
4688.8628 2.168418
4689.0152 2.207128
4689.1676 2.215829
4689.32 2.2378400000000003
4689.4724 2.254555
4689.6248 2.242083
4689.7772 2.237898
4689.9296 2.213335
4690.082 2.192177
4690.2344 2.181144
4690.3868 2.179249
4690.5392 2.1519589999999997
4690.6916 2.139738
4690.844 2.134038
4690.9964 2.135107
4691.1488 2.131345
4691.3012 2.14037
4691.4536 2.144696
4691.606 2.143421
4691.7584 2.152202
4691.9108 2.1611
4692.0632 2.1851309999999997
4692.2156 2.2127689999999998
4692.368 2.219738
4692.5204 2.21529
4692.6728 2.1852300000000002
4692.8252 2.134723
4692.9776 2.13636
4693.13 2.133922
4693.2824 2.142203
4693.4348 2.132711
4693.5872 2.138544
4693.7396 2.157221
4693.892 2.15774
4694.0444 2.195198
4694.1968 2.231247
4694.3492 2.2506890000000004
4694.5016 2.232736
4694.654 2.209597
4694.8064 2.180723
4694.9588 2.166793
4695.1112 2.1660470000000003
4695.2636 2.157701
4695.416 2.167484
4695.5684 2.168443
4695.7208 2.1709579999999997
4695.8732 2.1737480000000002
4696.0256 2.159239
4696.178 2.139333
4696.3304 2.15993
4696.4828 2.17731
4696.6352 2.220453
4696.7876 2.228905
4696.94 2.21997
4697.0924 2.200184
4697.2448 2.180283
4697.3972 2.15842
4697.5496 2.142183
4697.702 2.130766
4697.8544 2.14352
4698.0068 2.1572810000000002
4698.1592 2.153749
4698.3116 2.173809
4698.464 2.1791220000000004
4698.6164 2.174373
4698.7688 2.195808
4698.9212 2.2442629999999997
4699.0736 2.256841
4699.226 2.255829
4699.3784 2.229837
4699.5308 2.19412
4699.6832 2.187676
4699.8356 2.171027
4699.988 2.163665
4700.1404 2.164694
4700.2928 2.1661129999999997
4700.4452 2.154077
4700.5976 2.146991
4700.75 2.174952
4700.9024 2.172072
4701.0548 2.165
4701.2072 2.1558029999999997
4701.3596 2.154638
4701.512 2.157076
4701.6644 2.168422
4701.8168 2.1698939999999998
4701.9692 2.155416
4702.1216 2.1552890000000002
4702.274 2.1633120000000003
4702.4264 2.159228
4702.5788 2.16232
4702.7312 2.190053
4702.8836 2.199121
4703.036 2.186417
4703.1884 2.177819
4703.3408 2.182936
4703.4932 2.165605
4703.6456 2.1617810000000004
4703.798 2.1711229999999997
4703.9504 2.190627
4704.1028 2.1884799999999998
4704.2552 2.192428
4704.4076 2.172284
4704.56 2.152541
4704.7124 2.147277
4704.8648 2.169865
4705.0172 2.184666
4705.1696 2.1962450000000002
4705.322 2.208546
4705.4744 2.2270420000000004
4705.6268 2.233424
4705.7792 2.2039400000000002
4705.9316 2.193678
4706.084 2.1842539999999997
4706.2364 2.172771
4706.3888 2.165578
4706.5412 2.165119
4706.6936 2.1517749999999998
4706.846 2.138841
4706.9984 2.129349
4707.1508 2.1414340000000003
4707.3032 2.1575580000000003
4707.4556 2.1759720000000002
4707.608 2.1812829999999996
4707.7604 2.204713
4707.9128 2.222076
4708.0652 2.226637
4708.2176 2.212424
4708.37 2.174407
4708.5224 2.16427
4708.6748 2.152904
4708.8272 2.135438
4708.9796 2.143913
4709.132 2.151959
4709.2844 2.149222
4709.4368 2.162874
4709.5892 2.156683
4709.7416 2.1607890000000003
4709.894 2.163307
4710.0464 2.1725410000000003
4710.1988 2.187653
4710.3512 2.203148
4710.5036 2.186244
4710.656 2.17007
4710.8084 2.1656950000000004
4710.9608 2.1497610000000003
4711.1132 2.151969
4711.2656 2.16389
4711.418 2.162146
4711.5704 2.165755
4711.7228 2.159012
4711.8752 2.186618
4712.0276 2.1947469999999996
4712.18 2.190928
4712.3324 2.1818589999999998
4712.4848 2.17335
4712.6372 2.1674580000000003
4712.7896 2.1712619999999996
4712.942 2.164687
4713.0944 2.162114
4713.2468 2.151056
4713.3992 2.149479
4713.5516 2.1561019999999997
4713.704 2.15273
4713.8564 2.161881
4714.0088 2.154769
4714.1612 2.164659
4714.3136 2.188095
4714.466 2.19691
4714.6184 2.1968319999999997
4714.7708 2.207064
4714.9232 2.203829
4715.0756 2.184139
4715.228 2.177032
4715.3804 2.162386
4715.5328 2.152991
4715.6852 2.141941
4715.8376 2.14397
4715.99 2.155067
4716.1424 2.143956
4716.2948 2.1361689999999998
4716.4472 2.137528
4716.5996 2.143243
4716.752 2.1541159999999997
4716.9044 2.160246
4717.0568 2.169367
4717.2092 2.162962
4717.3616 2.1739490000000004
4717.514 2.1838789999999997
4717.6664 2.185326
4717.8188 2.181561
4717.9712 2.18336
4718.1236 2.187685
4718.276 2.190493
4718.4284 2.18353
4718.5808 2.1913
4718.7332 2.201061
4718.8856 2.2223539999999997
4719.038 2.21985
4719.1904 2.207211
4719.3428 2.216099
4719.4952 2.221863
4719.6476 2.2095
4719.8 2.1732620000000002
4719.9524 2.154135
4720.1048 2.153544
4720.2572 2.1619230000000003
4720.4096 2.15871
4720.562 2.170194
4720.7144 2.1743040000000002
4720.8668 2.170566
4721.0192 2.142837
4721.1716 2.154162
4721.324 2.170531
4721.4764 2.1846460000000003
4721.6288 2.188854
4721.7812 2.171839
4721.9336 2.168688
4722.086 2.175894
4722.2384 2.178261
4722.3908 2.1900380000000004
4722.5432 2.1752920000000002
4722.6956 2.1559749999999998
4722.848 2.165623
4723.0004 2.1623910000000004
4723.1528 2.162205
4723.3052 2.161378
4723.4576 2.160472
4723.61 2.165285
4723.7624 2.178012
4723.9148 2.186064
4724.0672 2.2071319999999996
4724.2196 2.219042
4724.372 2.224605
4724.5244 2.1869009999999998
4724.6768 2.1923109999999997
4724.8292 2.2028480000000004
4724.9816 2.198479
4725.134 2.1909650000000003
4725.2864 2.18847
4725.4388 2.203546
4725.5912 2.221454
4725.7436 2.227928
4725.896 2.223719
4726.0484 2.212532
4726.2008 2.191224
4726.3532 2.185094
4726.5056 2.201218
4726.658 2.205364
4726.8104 2.22985
4726.9628 2.230236
4727.1152 2.2246070000000002
4727.2676 2.185056
4727.42 2.145515
4727.5724 2.15457
4727.7248 2.1718569999999997
4727.8772 2.173484
4728.0296 2.175975
4728.182 2.168689
4728.3344 2.172157
4728.4868 2.1606520000000002
4728.6392 2.1623959999999998
4728.7916 2.18046
4728.944 2.200237
4729.0964 2.216272
4729.2488 2.220984
4729.4012 2.218496
4729.5536 2.204479
4729.706 2.178585
4729.8584 2.17007
4730.0108 2.1591150000000003
4730.1632 2.154597
4730.3156 2.1454020000000003
4730.468 2.173518
4730.6204 2.180438
4730.7728 2.178169
4730.9252 2.192398
4731.0776 2.197378
4731.23 2.222158
4731.3824 2.230967
4731.5348 2.2251190000000003
4731.6872 2.2277150000000003
4731.8396 2.220894
4731.992 2.205435
4732.1444 2.173072
4732.2968 2.166759
4732.4492 2.1715839999999997
4732.6016 2.176829
4732.754 2.17211
4732.9064 2.167312
4733.0588 2.1643830000000004
4733.2112 2.176678
4733.3636 2.193257
4733.516 2.199869
4733.6684 2.218286
4733.8208 2.2312079999999996
4733.9732 2.2409339999999998
4734.1256 2.233804
4734.278 2.20337
4734.4304 2.186129
4734.5828 2.178565
4734.7352 2.177872
4734.8876 2.180607
4735.04 2.186299
4735.1924 2.1847610000000004
4735.3448 2.203663
4735.4972 2.212225
4735.6496 2.201792
4735.802 2.209046
4735.9544 2.210797
4736.1068 2.213727
4736.2592 2.234985
4736.4116 2.229287
4736.564 2.222862
4736.7164 2.2039850000000003
4736.8688 2.184993
4737.0212 2.183985
4737.1736 2.194548
4737.326 2.199518
4737.4784 2.207467
4737.6308 2.213105
4737.7832 2.204018
4737.9356 2.204428
4738.088 2.198937
4738.2404 2.1995069999999997
4738.3928 2.2215360000000004
4738.5452 2.225054
4738.6976 2.192773
4738.85 2.196724
4739.0024 2.1928349999999996
4739.1548 2.196819
4739.3072 2.197434
4739.4596 2.1856389999999997
4739.612 2.1842449999999998
4739.7644 2.197437
4739.9168 2.186938
4740.0692 2.171851
4740.2216 2.178741
4740.374 2.176182
4740.5264 2.175204
4740.6788 2.16373
4740.8312 2.154808
4740.9836 2.178336
4741.136 2.1804609999999998
4741.2884 2.17844
4741.4408 2.180224
4741.5932 2.1698829999999996
4741.7456 2.15369
4741.898 2.181479
4742.0504 2.2200990000000003
4742.2028 2.244291
4742.3552 2.283458
4742.5076 2.254821
4742.66 2.1821450000000002
4742.8124 2.174017
4742.9648 2.190798
4743.1172 2.211488
4743.2696 2.2218720000000003
4743.422 2.2218139999999997
4743.5744 2.223223
4743.7268 2.218216
4743.8792 2.201549
4744.0316 2.212566
4744.184 2.216764
4744.3364 2.212589
4744.4888 2.188888
4744.6412 2.194948
4744.7936 2.206989
4744.946 2.221349
4745.0984 2.234846
4745.2508 2.2131
4745.4032 2.1757619999999998
4745.5556 2.158372
4745.708 2.1513649999999997
4745.8604 2.153946
4746.0128 2.146064
4746.1652 2.154512
4746.3176 2.161691
4746.47 2.1695780000000005
4746.6224 2.16427
4746.7748 2.180472
4746.9272 2.210272
4747.0796 2.209136
4747.232 2.2137729999999998
4747.3844 2.198941
4747.5368 2.193601
4747.6892 2.19698
4747.8416 2.200256
4747.994 2.2271039999999998
4748.1464 2.2427720000000004
4748.2988 2.2140459999999997
4748.4512 2.212497
4748.6036 2.191396
4748.756 2.19929
4748.9084 2.18579
4749.0608 2.175764
4749.2132 2.206542
4749.3656 2.2082800000000002
4749.518 2.215503
4749.6704 2.2100969999999998
4749.8228 2.21245
4749.9752 2.203864
4750.1276 2.1949009999999998
4750.28 2.19058
4750.4324 2.190569
4750.5848 2.191506
4750.7372 2.178659
4750.8896 2.1751489999999998
4751.042 2.18519
4751.1944 2.195804
4751.3468 2.2233709999999998
4751.4992 2.214099
4751.6516 2.215805
4751.804 2.2256929999999997
4751.9564 2.216921
4752.1088 2.1882919999999997
4752.2612 2.189231
4752.4136 2.182535
4752.566 2.1799920000000004
4752.7184 2.172554
4752.8708 2.1785550000000002
4753.0232 2.1944
4753.1756 2.202019
4753.328 2.216049
4753.4804 2.22275
4753.6328 2.234516
4753.7852 2.245895
4753.9376 2.248612
4754.09 2.2517500000000004
4754.2424 2.224366
4754.3948 2.186734
4754.5472 2.174909
4754.6996 2.15003
4754.852 2.169481
4755.0044 2.17211
4755.1568 2.150966
4755.3092 2.1523519999999996
4755.4616 2.175781
4755.614 2.192347
4755.7664 2.196457
4755.9188 2.2137640000000003
4756.0712 2.20027
4756.2236 2.1928170000000002
4756.376 2.1923429999999997
4756.5284 2.1911650000000003
4756.6808 2.201791
4756.8332 2.203799
4756.9856 2.183069
4757.138 2.195003
4757.2904 2.204597
4757.4428 2.191949
4757.5952 2.191225
4757.7476 2.1954190000000002
4757.9 2.196628
4758.0524 2.209809
4758.2048 2.2153169999999998
4758.3572 2.211455
4758.5096 2.2053659999999997
4758.662 2.200222
4758.8144 2.231934
4758.9668 2.248269
4759.1192 2.232862
4759.2716 2.213271
4759.424 2.164399
4759.5764 2.15945
4759.7288 2.151595
4759.8812 2.1456679999999997
4760.0336 2.145994
4760.186 2.138968
4760.3384 2.137155
4760.4908 2.137822
4760.6432 2.1463219999999996
4760.7956 2.154958
4760.948 2.1626390000000004
4761.1004 2.166129
4761.2528 2.165775
4761.4052 2.151979
4761.5576 2.177841
4761.71 2.193169
4761.8624 2.167862
4762.0148 2.1633449999999996
4762.1672 2.196938
4762.3196 2.212521
4762.472 2.202672
4762.6244 2.1954130000000003
4762.7768 2.204493
4762.9292 2.222587
4763.0816 2.237576
4763.234 2.271733
4763.3864 2.256451
4763.5388 2.1998349999999998
4763.6912 2.190039
4763.8436 2.1861219999999997
4763.996 2.192643
4764.1484 2.203392
4764.3008 2.2125459999999997
4764.4532 2.22389
4764.6056 2.212758
4764.758 2.216822
4764.9104 2.227387
4765.0628 2.227081
4765.2152 2.227518
4765.3676 2.221917
4765.52 2.2246829999999997
4765.6724 2.202966
4765.8248 2.2006699999999997
4765.9772 2.204753
4766.1296 2.2057330000000004
4766.282 2.2168659999999996
4766.4344 2.224015
4766.5868 2.219922
4766.7392 2.205232
4766.8916 2.205809
4767.044 2.202179
4767.1964 2.2089719999999997
4767.3488 2.235939
4767.5012 2.244257
4767.6536 2.2399579999999997
4767.806 2.229619
4767.9584 2.2167410000000003
4768.1108 2.2092750000000003
4768.2632 2.188806
4768.4156 2.1790220000000002
4768.568 2.1721909999999998
4768.7204 2.189845
4768.8728 2.205311
4769.0252 2.210276
4769.1776 2.2019520000000004
4769.33 2.202892
4769.4824 2.200931
4769.6348 2.192187
4769.7872 2.182115
4769.9396 2.185511
4770.092 2.192516
4770.2444 2.189312
4770.3968 2.1911560000000003
4770.5492 2.184291
4770.7016 2.1820280000000003
4770.854 2.186038
4771.0064 2.194165
4771.1588 2.1674320000000002
4771.3112 2.162513
4771.4636 2.188825
4771.616 2.191638
4771.7684 2.224311
4771.9208 2.2189330000000003
4772.0732 2.182369
4772.2256 2.1757440000000003
4772.378 2.1882989999999998
4772.5304 2.193887
4772.6828 2.205905
4772.8352 2.231137
4772.9876 2.214024
4773.14 2.207329
4773.2924 2.2187829999999997
4773.4448 2.205573
4773.5972 2.193822
4773.7496 2.189832
4773.902 2.188422
4774.0544 2.179029
4774.2068 2.171736
4774.3592 2.167829
4774.5116 2.1822310000000003
4774.664 2.208482
4774.8164 2.204256
4774.9688 2.232835
4775.1212 2.212722
4775.2736 2.211608
4775.426 2.214023
4775.5784 2.212609
4775.7308 2.196177
4775.8832 2.18826
4776.0356 2.185388
4776.188 2.204714
4776.3404 2.2077530000000003
4776.4928 2.2183900000000003
4776.6452 2.203811
4776.7976 2.195839
4776.95 2.205935
4777.1024 2.2015900000000004
4777.2548 2.2072819999999997
4777.4072 2.190283
4777.5596 2.190123
4777.712 2.211286
4777.8644 2.20942
4778.0168 2.1973459999999996
4778.1692 2.221446
4778.3216 2.229474
4778.474 2.215959
4778.6264 2.193293
4778.7788 2.1839869999999997
4778.9312 2.20079
