Profundidade COT IH IO OF_class
5710.9816 2.115996 522.899295 30.901182 1
5711.4816 2.181269 514.239428 34.38459 1
5711.9816 2.413878 488.14311 44.88176 1
5712.4816 2.176051 509.513102 36.285741 1
5712.9816 1.97874 538.541686 24.609075 0
5713.4816 3.231781 417.128481 73.447195 2
5713.9816 2.483254 476.816596 49.437819 1
5714.4816 2.503634 482.934104 46.977068 2
5714.9816 3.022357 433.480351 66.869702 2
5715.4816 2.583089 471.486536 51.58182 2
5715.9816 2.139183 515.703657 33.795608 1
5716.4816 2.053458 528.450392 28.668269 0
5716.9816 2.683021 461.605894 55.556281 2
5717.4816 2.058591 529.243551 28.349223 0
5717.9816 2.213072 505.677414 37.828636 2
5718.4816 2.381855 485.39268 45.988113 1
5718.9816 2.464236 483.321702 46.821158 2
5719.4816 3.094547 431.200626 67.786714 2
5719.9816 2.293693 502.801194 38.985587 2
5720.4816 1.967258 535.993963 25.633889 0
5720.9816 2.438123 478.529985 48.748613 1
5721.4816 2.425945 478.163619 48.895982 1
5721.9816 2.279821 497.612452 41.072744 1
5722.4816 2.18631 518.797779 32.551006 1
5722.9816 2.354505 490.886895 43.77808 2
5723.4816 3.185087 423.834291 70.749802 2
5723.9816 3.186259 413.001089 75.107427 2
5724.4816 3.052119 413.756174 74.803696 2
5724.9816 2.926541 422.730512 71.193794 2
5725.4816 3.170979 413.972937 74.716504 2
5725.9816 3.158062 415.047388 74.284309 2
5726.4816 2.778181 441.166902 63.777808 2
5726.9816 3.089139 418.516774 72.888758 2
5727.4816 3.07885 416.298542 73.781036 2
5727.9816 3.153861 413.198113 75.028175 2
5728.4816 3.284896 402.712728 79.245891 2
5728.9816 3.307898 410.499309 76.113761 2
5729.4816 3.309128 417.033027 73.485591 2
5729.9816 3.168173 439.00717 64.646554 2
5730.4816 2.08997 534.209756 26.351581 0
5730.9816 2.245922 499.046932 40.495729 1
5731.4816 2.082341 525.234613 29.961807 0
5731.9816 2.18219 509.987146 36.095058 1
5732.4816 2.796447 450.104473 60.182695 2
5732.9816 2.980796 429.55792 68.447489 2
5733.4816 2.675044 458.343687 56.868495 2
5733.9816 2.408695 490.064684 44.108812 2
5734.4816 2.901005 438.720663 64.761801 2
5734.9816 2.162028 524.027246 30.447467 2
5735.4816 2.214094 523.0947 30.822581 1
5735.9816 3.160582 428.699039 68.792971 2
5736.4816 3.443567 405.710571 78.951339 2
5736.9816 3.54689 399.793703 80.769991 2
5737.4816 2.624059 461.828879 55.466586 2
5737.9816 3.542182 405.326447 78.19453 4
5738.4816 3.182644 428.246308 68.975081 2
5738.9816 3.099723 431.443767 67.688912 2
5739.4816 3.570784 404.779525 78.414528 2
5739.9816 2.809484 450.953701 59.841095 2
5740.4816 2.308584 498.206928 40.833618 2
5740.9816 2.318536 494.372344 42.376068 1
5741.4816 2.913158 441.17708 63.773714 2
5741.9816 2.114567 519.679086 32.196502 2
5742.4816 2.184152 513.545047 34.663903 1
5742.9816 2.769034 454.92441 58.243889 2
5743.4816 2.276464 501.579318 39.477083 1
5743.9816 2.173132 511.625453 35.436054 1
5744.4816 2.240859 501.432357 39.536198 1
5744.9816 2.364997 489.786048 44.220893 1
5745.4816 2.359046 489.375154 44.386174 1
5745.9816 2.85758 435.85331 65.915185 2
5746.4816 2.029533 533.079939 26.806047 0
5746.9816 2.239192 506.163087 37.633275 1
5747.4816 2.025127 537.4468 25.04949 0
5747.9816 3.195216 418.076433 73.065884 2
5748.4816 3.478718 405.605879 78.08213 2
5748.9816 2.327409 490.157578 44.071446 2
5749.4816 2.347894 496.964837 41.333245 1
5749.9816 2.691391 456.469409 57.622418 2
5750.4816 2.559296 472.288626 51.259182 2
5750.9816 1.999965 547.128922 21.154883 0
5751.4816 2.546676 474.805156 50.246915 2
5751.9816 2.28517 494.016048 42.519388 1
5752.4816 2.045985 531.99967 27.240582 0
5752.9816 2.08729 524.172506 30.389037 1
5753.4816 2.663025 450.176553 60.153701 2
5753.9816 2.486824 476.17949 49.694093 1
5754.4816 2.472737 480.990167 47.759012 1
5754.9816 2.40937 483.443193 46.772289 2
5755.4816 2.111624 529.491044 28.24967 0
5755.9816 2.190556 520.078207 32.035957 1
5756.4816 2.151456 515.285826 33.963679 1
5756.9816 3.43321 405.669569 78.991416 2
5757.4816 3.618988 399.152699 80.828835 2
5757.9816 2.076303 524.697393 30.177903 2
5758.4816 2.024306 537.340439 25.092273 0
5758.9816 2.421376 477.718347 49.075092 2
5759.4816 2.084046 526.343503 29.51576 0
5759.9816 3.208612 421.946059 71.509338 2
5760.4816 2.055227 532.139397 27.184378 0
5760.9816 2.380968 488.61811 44.690693 1
5761.4816 2.549552 466.405998 53.625453 2
5761.9816 1.982843 535.418091 25.865532 0
5762.4816 2.552316 476.312827 49.640458 2
5762.9816 2.507816 475.21091 50.083701 2
5763.4816 2.107116 528.617548 28.601031 0
5763.9816 2.729905 457.869902 57.059073 2
5764.4816 2.378513 490.627284 43.882508 1
5764.9816 2.068179 526.372703 29.504014 0
5765.4816 2.419235 481.029692 47.743112 1
5765.9816 2.449641 486.370454 45.594806 1
5766.4816 2.378192 490.826004 43.802574 2
5766.9816 2.370266 485.950495 45.763733 2
5767.4816 2.543941 465.066877 54.16411 2
5767.9816 2.723065 452.624563 59.168996 2
5768.4816 2.839684 445.307975 62.112073 2
5768.9816 2.748034 445.318395 62.107882 2
5769.4816 2.240109 497.808403 40.993923 1
5769.9816 2.560395 464.856914 54.248567 2
5770.4816 2.157787 516.017076 33.669536 1
5770.9816 2.17172 513.427924 34.711015 1
5771.4816 2.17054 517.71626 32.986044 1
5771.9816 2.546269 470.170988 52.110996 2
5772.4816 2.474823 474.447761 50.390676 1
5772.9816 2.033784 532.97893 26.846678 0
5773.4816 1.939568 548.022448 20.795465 0
5773.9816 2.171776 517.613752 33.027277 2
5774.4816 2.329911 499.340948 40.377461 2
5774.9816 3.586005 398.617413 80.89322 2
5775.4816 2.349738 487.493248 45.143165 2
5775.9816 2.216427 513.807584 34.558298 2
5776.4816 2.825023 448.265883 60.922263 2
5776.9816 2.108272 523.169852 30.792352 1
5777.4816 2.058393 531.145848 27.58403 0
5777.9816 2.158569 517.447663 33.094086 2
5778.4816 2.584116 465.480815 53.997605 2
5778.9816 2.708546 450.281054 60.111666 2
5779.4816 2.605648 459.222706 56.514912 2
5779.9816 2.230621 509.786586 36.175733 2
5780.4816 2.241517 504.699698 38.221919 1
5780.9816 2.167632 514.681353 34.206827 1
5781.4816 2.119682 513.846415 34.542678 2
5781.9816 2.228663 503.374563 38.754951 1
5782.4816 1.954511 548.528787 20.591791 0
5782.9816 3.297145 414.859341 74.35995 2
5783.4816 3.483449 395.005671 82.593865 2
5783.9816 2.028541 523.648408 30.599854 1
5784.4816 1.928932 545.971553 21.620432 0
5784.9816 3.620913 398.390528 81.090817 2
5785.4816 3.339527 410.734403 76.019195 2
5785.9816 2.07281 527.838411 28.914437 0
5786.4816 2.048586 535.64124 25.775771 0
5786.9816 2.42155 486.065549 45.717453 1
5787.4816 2.971704 435.269899 66.149861 2
5787.9816 2.591304 460.532785 55.987936 2
5788.4816 2.529991 469.486208 52.386447 2
5788.9816 1.983482 543.48405 22.621023 0
5789.4816 1.976105 538.217399 24.739518 0
5789.9816 2.282276 498.193768 40.838911 1
5790.4816 2.253528 500.222466 40.022873 1
5790.9816 2.747656 443.648024 62.779784 2
5791.4816 2.119024 520.557404 31.843201 1
5791.9816 3.302265 415.221787 74.214158 2
5792.4816 2.764556 453.155389 58.955473 2
5792.9816 2.164274 513.720791 34.59321 1
5793.4816 2.013212 540.88868 23.665003 0
5793.9816 2.426002 486.607482 45.499462 1
5794.4816 3.19435 420.401383 72.13068 2
5794.9816 2.270741 506.127919 37.647421 2
5795.4816 2.456185 477.224849 49.2736 1
5795.9816 2.071416 532.196636 27.161353 0
5796.4816 2.11474 525.164785 29.989896 0
5796.9816 2.235882 506.710404 37.413118 2
5797.4816 2.229005 505.746279 37.800935 1
5797.9816 2.276988 495.586924 41.887507 1
5798.4816 2.702571 453.491946 58.820094 2
5798.9816 2.838171 439.831076 64.31514 2
5799.4816 2.374055 486.962621 45.356609 1
5799.9816 2.198624 515.269431 33.970274 2
5800.4816 2.500159 480.487395 47.96125 2
5800.9816 2.358791 495.21824 42.035809 2
5801.4816 2.126855 523.093148 30.823206 1
5801.9816 2.246966 495.049027 42.103875 1
5802.4816 2.032791 537.254376 25.126891 0
5802.9816 2.382208 493.940546 42.549758 2
5803.4816 2.804764 452.844283 59.080614 2
5803.9816 2.640532 458.345933 56.867591 2
5804.4816 2.251049 503.615502 38.658034 1
5804.9816 2.837944 447.927085 61.058544 2
5805.4816 2.193491 514.867583 34.131916 2
5805.9816 3.225894 423.518552 70.876807 2
5806.4816 2.708254 465.168104 54.123392 2
5806.9816 2.635375 466.962432 53.401629 2
5807.4816 2.449251 484.219456 46.460039 2
5807.9816 2.544814 474.92289 50.199557 2
5808.4816 2.108815 524.321353 30.329164 1
5808.9816 2.370192 489.990126 44.138803 1
5809.4816 2.623565 472.062925 51.34997 2
5809.9816 2.852296 448.823409 60.698 2
5810.4816 2.196545 510.096569 36.051043 2
5810.9816 2.143486 523.793175 30.541622 1
5811.4816 2.529979 479.971144 48.168911 2
5811.9816 2.064485 527.524792 29.040589 0
5812.4816 2.335447 501.689591 39.432726 1
5812.9816 2.27284 507.104959 37.25441 2
5813.4816 2.466241 483.181709 46.87747 2
5813.9816 3.452825 410.701209 76.032547 2
5814.4816 2.459793 484.954158 46.164507 1
5814.9816 2.861992 438.547559 64.831431 2
5815.4816 2.447354 480.999806 47.755134 1
5815.9816 2.272974 506.561746 37.472916 1
5816.4816 2.197074 519.049941 32.449574 1
5816.9816 2.019467 544.340969 22.276329 0
5817.4816 2.394966 492.366939 43.182737 2
5817.9816 2.45807 476.766757 49.457866 2
5818.4816 2.512056 467.143293 53.328878 2
5818.9816 2.412727 485.100105 46.1058 1
5819.4816 3.59359 402.107816 79.853736 2
5819.9816 2.915725 440.780045 63.93342 2
5820.4816 2.446983 475.418069 50.000372 1
5820.9816 2.138656 518.161826 32.806816 1
5821.4816 3.252535 416.102283 73.859981 2
5821.9816 3.327318 407.963774 78.462336 2
5822.4816 2.382866 486.878898 45.390286 1
5822.9816 2.410991 479.47755 48.367457 1
5823.4816 2.035689 532.559262 27.015488 0
5823.9816 1.986671 544.395365 22.254449 0
5824.4816 3.54347 401.746247 80.095775 2
5824.9816 3.264147 409.750954 78.008888 2
5825.4816 2.305849 493.283306 42.814131 1
5825.9816 2.317185 493.158185 42.86446 1
5826.4816 2.036372 535.457412 25.849715 0
5826.9816 2.13929 524.454029 30.275795 1
5827.4816 3.493139 401.323018 80.363187 2
5827.9816 3.379169 410.423189 76.14438 2
5828.4816 3.179404 424.968792 70.293452 2
5828.9816 1.99675 540.096394 23.983698 0
5829.4816 2.194011 508.291455 36.777145 2
5829.9816 3.451357 408.405482 77.990474 2
5830.4816 3.451051 407.072184 78.45708 2
5830.9816 2.298373 500.425157 39.941341 1
5831.4816 2.350706 487.95775 44.956321 1
5831.9816 2.047234 530.159122 27.980938 0
5832.4816 2.274941 506.624313 37.447748 1
5832.9816 3.175867 423.403317 70.92316 2
5833.4816 2.113356 533.285399 26.723401 0
5833.9816 1.9551 545.494938 21.812148 0
5834.4816 2.015625 533.4189 26.669701 0
5834.9816 2.270618 501.422379 39.540212 2
5835.4816 2.747177 456.009292 57.807498 2
5835.9816 3.321785 404.741761 79.602817 2
5836.4816 1.986265 531.059234 27.61887 0
5836.9816 3.562293 396.78107 81.786759 2
5837.4816 2.583163 468.235387 52.889586 2
5837.9816 2.045843 536.200624 25.55076 0
5838.4816 2.273147 508.345031 36.755594 2
5838.9816 3.463215 403.01652 79.844199 2
5839.4816 2.315935 494.970699 42.135382 1
5839.9816 2.055516 530.685693 27.769126 0
5840.4816 2.037373 534.509031 26.231199 0
5840.9816 2.008725 545.452698 21.82914 0
5841.4816 3.092833 429.943769 68.292282 2
5841.9816 3.515627 405.649557 78.797672 4
5842.4816 2.123448 523.043725 30.843086 2
5842.9816 2.24403 504.226371 38.412314 1
5843.4816 2.001724 543.691244 22.537679 0
5843.9816 2.864188 448.213457 60.943351 2
5844.4816 2.142448 515.268271 33.97074 2
5844.9816 2.052502 520.886514 31.710818 1
5845.4816 2.578538 449.220809 60.538146 2
5845.9816 2.35193 484.255323 46.445612 1
5846.4816 1.998949 541.359308 23.475694 0
5846.9816 3.574583 400.89378 79.977558 4
5847.4816 2.90744 439.614255 64.402356 2
5847.9816 2.378479 485.065713 46.119634 1
5848.4816 2.298782 491.446644 43.552923 1
5848.9816 2.008153 539.19159 24.347653 0
5849.4816 2.638652 463.215968 54.908633 2
5849.9816 3.611165 396.056919 81.928091 2
5850.4816 3.0881 427.238996 69.380269 2
5850.9816 2.173526 514.935888 34.10444 1
5851.4816 2.773809 451.037463 59.807403 2
5851.9816 3.273701 413.958777 76.512402 2
5852.4816 2.456069 478.880941 48.607442 1
5852.9816 3.092799 422.979967 71.093451 2
5853.4816 2.563233 467.695837 53.106619 2
5853.9816 3.213038 427.545699 69.256898 2
5854.4816 2.919709 447.833814 61.096061 2
5854.9816 2.178231 506.1235 37.649199 1
5855.4816 2.482102 474.000023 50.570777 1
5855.9816 3.390707 416.82974 73.567363 2
5856.4816 3.259209 419.084393 72.660435 2
5856.9816 3.211326 419.154295 72.632317 2
5857.4816 3.16761 420.93434 71.916299 2
5857.9816 2.161971 513.064474 34.857212 2
5858.4816 2.037154 532.86854 26.891082 0
5858.9816 2.405688 490.97996 43.740645 1
5859.4816 3.433105 405.868821 78.922061 2
5859.9816 2.660301 460.81905 55.872786 2
5860.4816 2.062932 528.690132 28.571835 0
5860.9816 2.253174 506.093313 37.661341 2
5861.4816 3.643656 397.819361 81.239705 2
5861.9816 3.399008 406.752572 77.620875 2
5862.4816 1.989105 534.007683 26.432865 0
5862.9816 2.465171 480.081577 48.124489 1
5863.4816 3.637627 398.292869 81.087635 2
5863.9816 2.292235 486.035352 45.7296 1
5864.4816 3.267647 401.668479 79.665938 2
5864.9816 2.762081 443.282638 62.926759 2
5865.4816 2.058729 532.307377 27.116808 0
5865.9816 3.527651 400.622479 80.525621 2
5866.4816 2.623082 463.396674 54.835945 2
5866.9816 2.741564 444.4102 62.4732 2
5867.4816 2.275539 497.931244 40.944511 1
5867.9816 2.367278 485.981987 45.751066 2
5868.4816 2.394336 485.466901 45.958258 1
5868.9816 2.025026 537.587871 24.992744 0
5869.4816 2.705972 457.853439 57.065695 2
5869.9816 3.316858 413.253471 76.641993 2
5870.4816 3.134739 426.223348 69.788811 2
5870.9816 2.511573 469.218405 52.49417 2
5871.4816 2.138666 514.997748 34.079558 1
5871.9816 1.952847 547.303281 21.084748 0
5872.4816 2.042989 533.763302 26.531166 0
5872.9816 2.123833 524.307076 30.334906 1
5873.4816 3.599801 401.729697 79.971735 2
5873.9816 3.166921 417.705295 75.506154 2
5874.4816 2.398673 489.841182 44.198716 1
5874.9816 2.055248 536.201627 25.550357 0
5875.4816 1.980978 544.576663 22.181522 0
5875.9816 2.108128 528.522035 28.639451 0
5876.4816 2.411278 472.82137 51.044887 1
5876.9816 2.372742 486.340235 45.606962 1
5877.4816 3.506059 405.518924 78.866136 2
5877.9816 2.412708 485.384111 45.99156 1
5878.4816 2.019891 536.979845 25.237321 0
5878.9816 2.570293 475.034408 50.154699 2
5879.4816 2.844591 447.904003 61.067828 2
5879.9816 2.671254 462.792439 55.078996 2
5880.4816 2.213855 516.047331 33.657366 1
5880.9816 2.126499 522.799643 30.941267 2
5881.4816 1.927918 549.171156 20.3334 0
5881.9816 2.042185 532.891093 26.88201 0
5882.4816 2.160063 519.458713 32.285147 2
5882.9816 2.042774 538.164695 24.760718 0
5883.4816 3.54249 401.047396 79.915767 2
5883.9816 2.640333 466.249788 53.688288 2
5884.4816 2.036024 535.61706 25.785497 0
5884.9816 2.10408 525.806022 29.73196 0
5885.4816 2.480216 478.751066 48.659684 1
5885.9816 2.510924 477.661807 49.097835 2
5886.4816 3.606302 397.002228 81.60878 2
5886.9816 3.525808 402.826389 79.759935 2
5887.4816 2.341239 496.269177 41.613073 1
5887.9816 2.158546 522.396783 31.103317 2
5888.4816 2.183587 510.334236 35.955442 2
5888.9816 2.238038 511.609714 35.442385 2
5889.4816 2.491876 478.427897 48.789677 1
5889.9816 2.290534 509.247343 36.392642 2
5890.4816 3.502487 404.086883 79.375039 2
5890.9816 2.203607 511.010052 35.683597 1
5891.4816 2.137634 518.631677 32.61782 1
5891.9816 3.288471 421.762842 71.583037 2
5892.4816 3.400395 410.332403 76.180899 2
5892.9816 2.531302 472.29407 51.256992 2
5893.4816 2.400033 485.748934 45.844811 1
5893.9816 2.658715 463.471645 54.805788 2
5894.4816 3.399197 411.82893 75.578925 2
5894.9816 2.178553 513.423092 34.712958 1
5895.4816 2.562199 473.197041 50.893774 2
5895.9816 2.857579 450.666092 59.956786 2
5896.4816 2.226796 516.764486 33.368892 1
5896.9816 2.504727 471.684498 51.502191 2
5897.4816 2.192043 515.852332 33.735804 1
5897.9816 2.354924 497.195972 41.240272 2
5898.4816 3.573496 402.60327 79.726625 2
5898.9816 3.564062 403.689682 78.852914 2
5899.4816 3.539422 403.484087 79.498066 2
5899.9816 2.276255 501.404465 39.547417 1
5900.4816 3.521467 403.819837 78.80056 2
5900.9816 3.376893 408.829984 78.029977 2
5901.4816 2.195906 513.215618 34.796414 1
5901.9816 2.326895 497.339743 41.18244 2
5902.4816 2.816117 450.07181 60.195834 2
5902.9816 2.230143 506.885751 37.342586 1
5903.4816 2.058592 536.662385 25.365018 0
5903.9816 2.284956 505.962997 37.713761 1
5904.4816 3.251352 417.348085 73.35886 2
5904.9816 3.526225 407.441722 78.146362 2
5905.4816 2.314876 500.654216 39.849203 2
5905.9816 2.18721 512.712338 34.998857 1
5906.4816 2.09965 538.60971 24.581712 0
5906.9816 3.688482 401.686264 79.790568 4
5907.4816 3.40879 409.646017 77.663397 2
5907.9816 2.407958 490.465874 43.947435 2
5908.4816 2.051008 535.903364 25.670332 0
5908.9816 3.556875 403.71047 79.378215 2
5909.4816 3.514265 406.705113 78.432106 4
5909.9816 3.643012 400.955196 80.145479 2
5910.4816 3.125319 429.561291 68.446133 2
5910.9816 3.465538 408.125889 78.053308 2
5911.4816 2.185726 515.986471 33.681846 1
5911.9816 2.012256 543.127546 22.764425 0
5912.4816 2.246893 507.73663 37.000322 2
5912.9816 3.612395 398.385999 81.111545 4
5913.4816 2.978179 439.144238 64.591419 2
5913.9816 2.372785 489.652378 44.274661 1
5914.4816 2.468216 479.426072 48.388164 1
5914.9816 2.940596 443.235247 62.945822 2
5915.4816 3.273771 414.825262 74.373659 2
5915.9816 3.618148 397.176993 81.52103 2
5916.4816 3.299507 410.909099 75.948924 2
5916.9816 3.456247 405.792748 78.891305 2
5917.4816 2.443407 485.120133 46.097744 1
5917.9816 2.283555 502.576601 39.075929 1
5918.4816 3.265371 419.832583 72.359478 2
5918.9816 3.374894 410.279265 77.528758 2
5919.4816 3.402038 408.410854 76.953836 2
5919.9816 2.056438 534.837974 26.098882 0
5920.4816 2.78159 455.277232 58.101967 2
5920.9816 3.41279 408.158748 78.172938 2
5921.4816 3.483755 405.865553 77.977676 2
5921.9816 2.993992 437.245182 65.355309 2
5922.4816 2.742269 454.642345 58.357349 2
5922.9816 3.326497 412.469509 75.321254 2
5923.4816 3.595032 399.9049 80.620147 2
5923.9816 2.487383 480.955252 47.773056 1
5924.4816 2.006465 539.373163 24.274615 0
5924.9816 2.196775 515.410168 33.913663 1
5925.4816 2.644515 466.077826 53.757459 2
5925.9816 3.58751 399.049468 80.936179 2
5926.4816 3.255743 417.337697 75.381344 2
5926.9816 2.939262 437.901042 65.091491 2
5927.4816 2.581071 469.576018 52.350321 2
5927.9816 2.01981 539.404683 24.261937 0
5928.4816 2.412947 485.701788 45.863775 1
5928.9816 2.857806 446.184173 61.759625 2
5929.4816 3.351766 409.770609 76.406879 2
5929.9816 3.172146 421.115733 74.299266 2
5930.4816 3.562575 398.583842 81.156221 2
5930.9816 2.137578 518.034599 32.857993 1
5931.4816 2.610227 469.04062 52.565683 2
5931.9816 3.496865 409.476214 77.505514 2
5932.4816 3.432801 398.925578 81.348771 2
5932.9816 2.17948 511.870722 35.337395 2
5933.4816 2.84151 445.685357 61.960272 2
5933.9816 3.649865 400.827615 80.174905 2
5934.4816 2.294267 499.812703 40.187699 2
5934.9816 2.761936 454.58034 58.38229 2
5935.4816 3.665806 399.09955 80.74366 2
5935.9816 3.02644 439.684138 64.374246 2
5936.4816 2.657059 464.283484 54.479228 2
5936.9816 2.813194 449.891203 60.268482 2
5937.4816 3.420716 408.023294 78.200307 2
5937.9816 2.038111 521.533332 31.450637 1
5938.4816 2.020039 533.387591 26.682295 0
5938.9816 1.996583 544.284804 22.298922 0
5939.4816 1.974888 544.741288 22.115302 0
5939.9816 2.776482 453.458146 58.83369 2
5940.4816 3.475416 407.962363 78.086334 2
5940.9816 3.600444 397.942329 81.293574 2
5941.4816 3.058832 428.859798 68.728306 2
5941.9816 3.300885 415.532799 74.089054 2
5942.4816 2.163006 525.870688 29.705948 0
5942.9816 2.539336 469.48269 52.387862 2
5943.4816 3.10569 426.943591 69.499095 2
5943.9816 3.274808 417.578989 73.26598 2
5944.4816 3.500497 402.783113 79.835344 4
5944.9816 2.397825 489.358417 44.392906 1
5945.4816 2.295637 503.260482 38.80084 1
5945.9816 3.582565 399.452737 80.806588 2
5946.4816 2.73252 454.731718 58.321399 2
5946.9816 2.178427 515.471216 33.889106 1
5947.4816 2.140465 522.488477 31.066433 1
5947.9816 2.269579 504.628006 38.250757 2
5948.4816 3.382803 410.623262 76.063901 2
5948.9816 3.400909 407.379123 78.47543 2
5949.4816 2.927933 438.116967 65.004636 2
5949.9816 2.106066 520.548502 31.846782 1
5950.4816 3.082572 427.439846 69.299478 2
5950.9816 3.285305 413.122995 76.772702 2
5951.4816 2.523419 465.605106 53.947609 2
5951.9816 2.696383 445.370486 62.086928 2
5952.4816 2.605114 465.406224 54.027609 2
5952.9816 2.381138 489.113749 44.491323 2
5953.4816 2.376772 489.593757 44.298241 2
5953.9816 3.603809 400.605024 80.093709 4
5954.4816 3.543062 402.158375 79.952733 2
5954.9816 3.051433 428.269931 68.965578 2
5955.4816 3.245393 416.077757 73.869846 2
5955.9816 2.208545 501.326669 39.578711 1
5956.4816 2.493614 478.868994 48.612247 2
5956.9816 3.615178 398.772898 80.970099 2
5957.4816 3.578794 396.390066 81.885326 2
5957.9816 2.362556 486.882074 45.389008 1
5958.4816 1.97417 543.006608 22.813072 0
5958.9816 2.631939 463.066194 54.968879 2
5959.4816 3.169659 422.260523 71.382846 2
5959.9816 3.542048 402.597491 79.292245 4
5960.4816 3.466681 403.397772 79.702505 2
5960.9816 2.220721 507.763939 36.989337 1
5961.4816 2.11481 522.954839 30.87884 1
5961.9816 2.500912 475.34258 50.030737 2
5962.4816 2.472894 480.621105 47.907466 1
5962.9816 2.983651 438.332443 64.917961 2
5963.4816 3.536767 400.780173 80.023256 2
5963.9816 3.494383 401.804543 80.191948 2
5964.4816 2.242066 499.71947 40.225202 1
5964.9816 2.438038 483.285074 46.835892 2
5965.4816 2.761879 450.955682 59.840299 2
5965.9816 3.597395 396.676135 81.7429 2
5966.4816 3.335621 413.74133 76.421679 2
5966.9816 3.594795 398.140458 81.237178 4
5967.4816 2.199693 514.848953 34.13941 2
5967.9816 3.074117 429.871933 68.321178 2
5968.4816 3.189675 422.420506 71.318493 2
5968.9816 3.298101 415.804497 73.979764 2
5969.4816 3.043254 434.28722 66.545141 2
5969.9816 2.712276 460.150151 56.141849 2
5970.4816 3.146732 429.053005 68.650589 2
5970.9816 3.53946 398.103613 81.099895 2
5971.4816 3.554892 395.772829 82.156217 4
5971.9816 2.462041 477.515758 49.156583 1
5972.4816 2.170041 511.493075 35.489303 1
5972.9816 2.415945 489.953289 44.153621 2
5973.4816 3.640061 399.78405 80.423944 2
5973.9816 3.466836 403.331991 79.72511 2
5974.4816 3.608115 397.849743 81.308564 2
5974.9816 2.036549 538.22022 24.738383 0
5975.4816 2.662652 465.021657 54.1823 2
5975.9816 3.427211 409.094193 76.678965 2
5976.4816 3.350189 408.819935 78.102879 2
5976.9816 3.599888 406.187793 77.848056 2
5977.4816 2.633745 468.979522 52.59026 2
5977.9816 2.128465 523.225982 30.769774 1
5978.4816 2.670215 462.384155 55.243228 2
5978.9816 3.368575 412.221236 75.421121 2
5979.4816 3.645817 398.981462 80.828889 2
5979.9816 3.184266 425.836238 69.944524 2
5980.4816 3.632838 400.076003 80.475266 2
5980.9816 3.524351 408.231874 77.02583 2
5981.4816 3.594874 399.442967 80.561144 2
5981.9816 3.62674 397.845237 81.203826 2
5982.4816 3.438924 408.483506 76.924612 2
5982.9816 2.707697 461.984761 55.403883 2
5983.4816 2.521442 483.637299 46.69421 2
5983.9816 3.468996 408.349208 76.978633 2
5984.4816 3.296026 421.370701 71.740774 2
5984.9816 3.211023 427.778046 69.163437 2
5985.4816 3.254373 422.360595 71.342592 2
5985.9816 3.343611 415.578487 74.070676 2
5986.4816 3.10318 429.476843 68.480101 2
5986.9816 3.22321 421.765441 71.581991 2
5987.4816 3.01458 433.867927 66.7138 2
5987.9816 3.194416 424.969978 70.292975 2
5988.4816 2.662431 467.425496 53.215362 2
5988.9816 2.796724 450.09432 60.186779 2
5989.4816 3.575043 401.947713 79.553616 2
5989.9816 2.702938 459.460881 56.419106 2
5990.4816 2.968277 436.728479 65.563151 2
5990.9816 2.580418 471.900558 51.415281 2
5991.4816 2.580275 467.246646 53.287304 2
5991.9816 3.022368 437.314604 65.327384 2
5992.4816 2.663945 462.726116 55.105675 2
5992.9816 3.035231 430.29708 68.150164 2
5993.4816 3.067243 427.196539 69.397347 2
5993.9816 2.144698 515.264721 33.972168 1
5994.4816 2.945273 436.537364 65.640027 2
5994.9816 2.618634 468.7117 52.69799 2
5995.4816 2.575249 464.968022 54.203874 2
5995.9816 2.50284 470.16896 52.111811 2
5996.4816 2.777537 450.931192 59.85015 2
5996.9816 2.34463 490.586892 43.898756 1
5997.4816 2.236633 500.620071 39.862938 1
5997.9816 2.127136 517.664914 33.006697 2
5998.4816 2.024733 540.229961 23.929971 0
5998.9816 2.08642 528.269337 28.741098 0
5999.4816 2.104084 522.753607 30.959785 2
5999.9816 2.293647 495.775514 41.811647 1
6000.4816 2.108 521.584547 31.430036 2
6000.9816 2.32923 498.041121 40.900313 1
6001.4816 2.289357 502.051123 39.287301 1
6001.9816 3.57908 394.705051 82.466957 2
6002.4816 2.557338 466.931016 53.414265 2
6002.9816 2.31888 490.775546 43.82287 2
6003.4816 2.131244 515.881808 33.723947 1
6003.9816 1.962906 545.356745 21.867736 0
6004.4816 2.187948 515.051472 34.057947 2
6004.9816 2.613982 467.016667 53.379812 2
6005.4816 2.27201 497.405395 41.156032 2
6005.9816 2.124824 524.904649 30.094534 1
6006.4816 2.207179 512.151112 35.224609 2
6006.9816 2.500383 479.261039 48.454548 2
6007.4816 3.276934 419.37532 72.543411 2
6007.9816 3.523693 400.39158 80.615657 2
6008.4816 3.552678 399.668281 80.800309 2
6008.9816 2.150686 518.740849 32.573906 1
6009.4816 2.516062 474.441332 50.393262 2
6009.9816 2.122835 519.998477 32.068028 1
6010.4816 2.556361 463.785105 54.679699 2
6010.9816 2.154306 519.102339 32.428497 2
6011.4816 2.427686 484.513471 46.341773 1
6011.9816 2.524332 466.548334 53.568198 2
6012.4816 2.281095 503.564809 38.678425 2
6012.9816 2.005159 538.738083 24.530075 0
6013.4816 2.186015 511.595021 35.448295 1
6013.9816 2.921324 443.321227 62.911237 2
6014.4816 2.13977 523.123677 30.810926 2
