Profundidade COT IH IO OF_class
5406.9816 5.773894 534.37147 26.286532 4
5407.4816 5.905986 529.359826 28.302452 4
5407.9816 6.019253 525.558467 29.831538 4
5408.4816 6.276824 514.673954 34.209803 2
5408.9816 6.23096 519.108679 32.425947 4
5409.4816 5.757789 547.054493 21.184822 4
5409.9816 7.315422 476.648643 49.505377 4
5410.4816 5.996135 538.085492 24.792577 4
5410.9816 5.91082 545.147174 21.952036 4
5411.4816 6.587119 512.558214 35.060853 2
5411.9816 6.500733 518.694353 32.592608 2
5412.4816 6.329014 529.273879 28.337024 4
5412.9816 6.485439 523.607278 30.616398 4
5413.4816 7.273015 491.261125 43.627547 2
5413.9816 6.786214 513.59976 34.641894 2
5414.4816 6.755201 517.010454 33.269952 2
5414.9816 6.50067 531.206566 27.559606 4
5415.4816 6.721745 522.582609 31.028568 4
5415.9816 6.610607 529.926784 28.074395 4
5416.4816 6.587425 533.118188 26.790662 4
5416.9816 7.519637 491.020154 44.516859 2
5417.4816 7.26013 504.831816 38.168775 4
5417.9816 7.369369 500.427214 39.940514 4
5418.4816 7.655676 487.661859 45.075342 4
5418.9816 7.762868 481.301794 47.789937 2
5419.4816 6.931375 512.90232 34.922438 2
5419.9816 7.164362 501.034494 39.696237 2
5420.4816 7.230519 496.425972 41.550002 2
5420.9816 7.114956 499.159861 40.450303 2
5421.4816 7.530068 481.244058 47.656885 2
5421.9816 7.494234 479.751985 48.467182 2
5422.4816 7.33647 484.669156 46.279149 2
5422.9816 7.461097 477.65388 49.217676 2
5423.4816 6.819356 501.591234 39.47229 2
5423.9816 6.034335 537.519185 25.020373 4
5424.4816 6.589782 507.606682 37.052593 2
5424.9816 6.113738 528.683357 28.57456 4
5425.4816 7.111885 479.779362 48.668508 2
5425.9816 6.728159 495.233679 42.029599 2
5426.4816 6.27709 513.679417 34.609853 4
5426.9816 7.14176 474.19127 50.603682 2
5427.4816 6.918364 481.294241 47.636699 4
5427.9816 6.715666 483.585794 47.582429 4
5428.4816 6.827375 480.864156 47.809699 2
5428.9816 6.987819 472.600632 51.133679 2
5429.4816 6.926334 472.319432 51.385725 2
5429.9816 6.629788 479.523484 49.058492 2
5430.4816 6.743737 474.371735 50.783577 2
5430.9816 6.740704 472.793651 51.336917 2
5431.4816 6.702077 472.265092 51.54673 2
5431.9816 6.6542 472.006181 51.668752 4
5432.4816 6.554784 473.303612 51.28244 4
5432.9816 6.658877 468.488593 52.894686 4
5433.4816 6.066819 492.17288 43.260796 2
5433.9816 6.592109 467.052945 53.441013 2
5434.4816 6.403218 471.011096 52.189598 2
5434.9816 6.511808 465.987483 53.868276 4
5435.4816 6.373373 468.407386 53.120827 2
5435.9816 6.275261 469.665033 52.753524 2
5436.4816 6.382471 464.604953 54.442812 4
5436.9816 6.195878 468.550007 53.203133 2
5437.4816 6.264187 464.625775 54.522511 2
5437.9816 5.867681 480.483722 47.962728 2
5438.4816 6.095524 468.004215 52.982574 2
5438.9816 5.659917 485.580126 45.912714 4
5439.4816 6.127848 462.089386 55.361797 2
5439.9816 6.080506 461.155927 55.876632 2
5440.4816 5.951091 464.968752 54.203581 2
5440.9816 5.560491 480.538717 47.940606 4
5441.4816 5.625601 470.346104 53.056559 4
5441.9816 5.067131 501.611942 39.46396 2
5442.4816 5.87145 458.265709 57.058611 4
5442.9816 5.881201 456.046746 57.82561 4
5443.4816 5.483451 467.249016 54.274142 4
5443.9816 5.676401 458.676151 57.087246 2
5444.4816 5.729367 454.999687 58.323917 2
5444.9816 5.615612 456.676854 57.841858 2
5445.4816 4.627376 508.493654 36.695811 4
5445.9816 4.322624 526.481402 29.46029 4
5446.4816 4.09385 540.896967 23.66167 4
5446.9816 5.496463 452.466343 59.42648 4
5447.4816 4.960415 469.557031 54.033017 4
5447.9816 5.13878 460.557531 56.971717 2
5448.4816 4.256461 515.090441 34.042272 2
5448.9816 3.893613 540.163087 23.956871 4
5449.4816 3.855729 539.820705 24.094593 4
5449.9816 4.173896 511.169368 35.619512 2
5450.4816 3.815081 536.064455 25.605534 4
5450.9816 3.70348 542.202252 23.136622 4
5451.4816 4.235254 496.915906 41.352928 2
5451.9816 3.959454 513.547556 34.662893 2
5452.4816 3.667433 534.107127 26.392864 4
5452.9816 4.474388 472.128246 51.323694 2
5453.4816 4.61206 461.217494 55.712514 2
5453.9816 4.105833 489.08663 44.502232 2
5454.4816 4.743242 448.338356 60.893111 2
5454.9816 4.709758 444.179788 63.215174 4
5455.4816 4.853604 436.799163 65.608957 2
5455.9816 3.801923 496.939626 41.343387 2
5456.4816 3.552886 513.297591 34.763441 4
5456.9816 3.156238 547.294405 21.088318 4
5457.4816 3.217189 536.53517 25.41619 4
5457.9816 3.135567 540.657388 23.758039 4
5458.4816 3.055797 544.795482 22.093503 4
5458.9816 3.267111 518.732672 32.577195 2
5459.4816 4.191077 446.840337 61.495685 2
5459.9816 4.135601 440.703249 65.296442 2
5460.4816 4.259098 433.209479 67.708631 4
5460.9816 4.382595 426.138043 69.984875 4
5461.4816 3.198201 503.679328 38.63236 2
5461.9816 3.374607 484.083192 46.514851 2
5462.4816 3.007242 513.219786 34.794738 2
5462.9816 2.893038 520.4706 31.878118 2
5463.4816 2.6692 541.486808 23.424407 4
5463.9816 2.629667 541.213181 23.534473 4
5464.4816 2.643431 534.212326 26.350547 4
5464.9816 2.585263 536.176383 25.560511 4
5465.4816 2.67431 520.035351 32.053196 2
5465.9816 2.860979 494.792195 42.207185 2
5466.4816 3.307694 451.811438 59.496073 2
5466.9816 2.701833 501.402519 39.5482 2
5467.4816 2.943108 472.596119 51.135494 2
5467.9816 2.97081 465.44185 54.013278 2
5468.4816 3.579229 413.300796 75.975759 2
5468.9816 3.541872 411.601601 76.656081 4
5469.4816 2.183556 539.251792 24.323436 0
5469.9816 2.975294 446.34542 61.694764 2
5470.4816 2.289014 511.817807 35.35868 1
5470.9816 2.381253 494.19359 42.447972 2
5471.4816 3.355025 402.540551 80.284234 2
5471.9816 3.271308 402.409017 80.554427 2
5472.4816 2.021196 524.576917 30.226364 1
5472.9816 2.328454 476.785092 49.450491 2
5473.4816 2.344127 469.049628 52.56206 1
5473.9816 2.508199 446.405132 61.670744 2
5474.4816 2.312173 460.62489 55.950887 2
5474.9816 2.192862 468.040888 52.967823 1
5475.4816 1.96938 490.518923 43.926096 1
5475.9816 2.82952 399.625015 80.487915 2
5476.4816 1.616978 534.946044 26.055412 0
5476.9816 1.527629 544.977382 22.020334 0
5477.4816 2.913663 379.754454 88.480793 2
5477.9816 1.973987 454.611704 58.369674 2
5478.4816 2.181856 424.70941 70.397788 1
5478.9816 2.106593 425.857243 69.936075 1
5479.4816 1.565115 492.444072 43.15171 1
5479.9816 1.686864 463.642886 54.736906 2
5480.4816 2.832509 354.902991 98.545063 2
5480.9816 1.359606 504.780556 38.189394 1
5481.4816 2.682406 351.081737 100.460974 2
5481.9816 2.532486 351.243228 101.053331 2
5482.4816 2.45382 349.157446 102.154243 1
5482.9816 2.379556 346.797314 103.352761 1
5483.4816 1.694642 404.987988 78.330674 1
5483.9816 1.144894 487.56967 45.112425 1
5484.4816 1.97493 362.895075 95.262431 1
5484.9816 2.360948 331.625216 107.840643 1
5485.4816 1.926169 340.733203 108.379522 1
5485.9816 1.67992 267.085317 136.349112 1
5486.4816 0.698739 366.180769 93.940769 2
5486.9816 0.767507 348.132814 101.200508 1
5487.4816 0.793397 342.804484 103.343814 1
5487.9816 0.576215 396.969566 81.556062 1
5488.4816 0.591391 389.222991 84.6721 1
5488.9816 0.719762 359.67479 96.557781 2
5489.4816 0.75203 351.800362 99.725248 1
5489.9816 0.720725 359.264378 96.722868 1
5490.4816 1.939818 264.687054 134.842474 1
5490.9816 0.398909 472.50817 51.170871 0
5491.4816 0.689559 362.6148 95.37517 1
5491.9816 0.449306 450.418778 60.056267 0
5492.4816 0.51291 416.614566 73.653916 1
5492.9816 0.613069 386.285254 85.853797 1
5493.4816 0.477822 427.305632 69.353465 0
5493.9816 0.486432 428.788183 68.757113 0
5494.4816 0.406526 459.923824 56.232889 0
5494.9816 0.606984 382.773486 87.266396 1
5495.4816 0.533095 408.031856 77.106287 1
5495.9816 0.391228 477.512829 49.157761 0
5496.4816 0.547224 401.538421 79.718253 2
5496.9816 0.401958 467.220832 53.297688 0
5497.4816 0.577344 390.218238 84.271765 1
5497.9816 0.461601 439.081174 64.616786 0
5498.4816 0.507376 414.652122 74.443304 1
5498.9816 0.586823 387.312062 85.440766 1
5499.4816 0.77196 342.00988 103.663442 2
5499.9816 0.350936 506.029003 37.68721 0
5500.4816 0.579812 391.824506 83.625648 1
5500.9816 0.727046 355.979051 98.044382 1
5501.4816 0.502567 427.75841 69.171336 1
5501.9816 1.54485 282.911014 127.435794 1
5502.4816 1.645203 267.445637 136.59248 1
5502.9816 0.68124 361.885999 95.668328 2
5503.4816 0.488279 422.42577 71.316375 0
5503.9816 0.315816 546.699665 21.32755 0
5504.4816 0.738265 352.331783 99.511485 2
5504.9816 0.351562 513.404457 34.720454 0
5505.4816 0.66245 367.658221 93.346469 1
5505.9816 1.878739 263.941303 135.595732 1
5506.4816 1.228322 293.653332 123.114727 1
5506.9816 1.56226 261.611247 139.579684 1
5507.4816 1.884619 266.147333 134.178938 1
5507.9816 1.67937 262.631217 137.911095 1
5508.4816 1.330897 259.353979 143.639567 1
5508.9816 1.91174 260.96118 136.366871 1
5509.4816 0.733408 352.299186 99.524597 1
5509.9816 1.265795 293.788596 123.060318 1
5510.4816 1.163829 259.324209 146.820787 1
5510.9816 1.557026 264.760595 138.542566 1
5511.4816 1.740861 263.928735 136.839419 1
5511.9816 1.058763 304.708476 118.667826 1
5512.4816 1.168712 316.957242 113.740795 1
5512.9816 0.882018 351.45779 99.863046 1
5513.4816 1.680406 261.975172 138.12952 1
5513.9816 1.669264 261.520266 138.405232 1
5514.4816 1.560137 265.019674 138.414399 1
5514.9816 1.899535 267.066109 134.33262 1
5515.4816 1.357679 263.283687 141.830815 1
5515.9816 1.987877 271.219405 132.193706 1
5516.4816 1.348092 301.413696 119.993143 1
5516.9816 0.704038 381.171262 87.910886 1
5517.4816 0.968836 315.638492 114.271258 1
5517.9816 0.365528 484.964825 46.160217 0
5518.4816 0.885261 325.162357 110.44031 1
5518.9816 1.849688 262.609808 136.306714 1
5519.4816 1.54156 260.044909 140.379639 1
5519.9816 1.546937 274.39851 130.859925 1
5520.4816 1.611131 272.985277 131.428394 1
5520.9816 1.544154 260.580715 140.160387 1
5521.4816 1.488204 263.416598 139.885283 1
5521.9816 1.819548 266.972231 135.045756 1
5522.4816 1.770193 274.897496 130.65921 1
5522.9816 1.099021 312.639548 115.477575 1
5523.4816 1.661121 277.28968 129.69696 1
5523.9816 1.375812 289.950317 124.604255 1
5524.4816 1.149913 297.846983 121.427843 1
5524.9816 1.138058 295.397238 122.413246 1
5525.4816 1.068869 307.140626 117.689501 1
5525.9816 1.85837 263.891225 135.784738 1
5526.4816 1.274547 262.28357 143.592555 1
5526.9816 1.220803 260.289456 145.30471 1
5527.4816 1.006233 258.389431 151.103522 1
5527.9816 1.182915 309.185655 116.866894 1
5528.4816 0.415075 462.466364 55.210159 0
5528.9816 0.384864 506.098842 37.659118 0
5529.4816 0.55123 418.790801 72.778532 1
5529.9816 1.675287 263.833739 137.533594 1
5530.4816 1.775189 264.685005 136.248632 1
5530.9816 1.403649 261.958744 141.584616 1
5531.4816 0.996112 313.619426 115.083422 1
5531.9816 0.385287 476.482209 49.572325 0
5532.4816 0.348141 521.175289 31.594659 0
5532.9816 0.569844 389.778025 84.44884 1
5533.4816 0.396365 476.086164 49.731633 0
5533.9816 0.568865 398.55708 80.917489 1
5534.4816 1.013809 320.323103 112.386886 1
5534.9816 0.798729 348.139702 101.197738 2
5535.4816 0.753682 345.183004 102.387061 1
5535.9816 0.484793 426.00492 69.876673 0
5536.4816 0.53258 413.378082 74.955783 1
5536.9816 1.944187 265.282587 134.600345 1
5537.4816 1.661189 273.276329 131.31132 1
5537.9816 1.336343 289.957613 124.60132 1
5538.4816 1.905459 264.171501 135.295875 1
5538.9816 1.464937 284.198881 126.917754 1
5539.4816 0.83771 338.032937 105.263156 1
5539.9816 0.741573 352.540415 99.427563 1
5540.4816 0.580073 391.450034 83.776278 1
5540.9816 0.67025 365.862221 94.068904 1
5541.4816 0.537677 405.144266 78.267812 1
5541.9816 0.713615 358.466656 97.04375 2
5542.4816 0.539238 397.754744 81.240227 2
5542.9816 0.607037 385.241538 86.273629 1
5543.4816 1.089071 307.928674 117.372511 1
5543.9816 1.902476 264.410832 135.236444 1
5544.4816 0.779308 345.868871 102.111173 2
5544.9816 1.038825 315.242129 114.430694 1
5545.4816 1.806472 268.801059 133.111484 1
5545.9816 1.723775 272.867075 131.475941 1
5546.4816 0.878458 330.779156 108.180969 1
5546.9816 1.160595 301.266857 120.052208 1
5547.4816 1.617195 277.079638 129.781449 1
5547.9816 1.858186 267.249424 133.735625 1
5548.4816 1.767036 264.378455 136.43215 1
5548.9816 1.284919 291.169077 124.114012 1
5549.4816 1.800753 267.51557 133.628568 1
5549.9816 1.844966 262.97022 136.221459 1
5550.4816 1.892812 263.160123 135.752331 1
5550.9816 1.868764 262.708912 136.109845 1
5551.4816 1.811241 267.073885 133.806235 1
5551.9816 0.834042 335.003672 106.481669 2
5552.4816 1.858575 261.850295 136.496087 1
5552.9816 0.887176 324.000888 110.907508 1
5553.4816 1.132281 308.622242 117.093525 1
5553.9816 0.533804 409.385657 76.561725 2
5554.4816 0.414533 453.30689 58.894532 0
5554.9816 0.505419 404.579423 78.495018 1
5555.4816 1.12648 303.095188 119.316767 1
5555.9816 0.670329 362.881333 95.267958 1
5556.4816 1.305105 292.040853 123.763342 1
5556.9816 0.938268 322.195748 111.633621 1
5557.4816 1.349096 288.075474 125.358405 1
5557.9816 1.002802 311.785277 115.821203 1
5558.4816 1.680746 263.086562 137.737659 1
5558.9816 0.856331 330.161238 108.429524 1
5559.4816 0.824944 330.32005 108.365643 2
5559.9816 1.891545 264.456069 135.30994 1
5560.4816 1.340087 287.040894 125.774562 1
5560.9816 0.497513 415.420835 74.134091 0
5561.4816 0.357331 505.610391 37.855596 0
5561.9816 0.614536 376.004656 89.989138 1
5562.4816 0.655968 368.674 92.937874 1
5562.9816 0.635118 378.232144 89.093138 1
5563.4816 0.693372 354.368345 98.692284 1
5563.9816 1.605809 275.229285 130.525748 1
5564.4816 0.600078 375.039046 90.377552 2
5564.9816 0.353631 500.738141 39.815445 0
5565.4816 0.666306 369.909753 92.440796 1
5565.9816 0.870606 329.200705 108.815896 1
5566.4816 0.357053 507.535677 37.081154 0
5566.9816 0.379207 487.44642 45.162002 0
5567.4816 0.462323 434.24972 66.560225 0
5567.9816 0.612733 374.140829 90.738857 1
5568.4816 0.46662 433.925163 66.690777 0
5568.9816 0.338338 507.362199 37.150936 0
5569.4816 1.872028 265.410071 134.4755 1
5569.9816 1.874196 263.265765 135.338041 1
5570.4816 0.810104 340.003508 104.470499 1
5570.9816 1.308144 295.434535 122.398243 1
5571.4816 1.008443 318.601596 113.079358 1
5571.9816 0.476826 417.255708 73.396018 0
5572.4816 0.995809 311.745109 115.837361 1
5572.9816 1.868208 262.418024 136.216164 1
5573.4816 0.919455 321.798469 111.793425 1
5573.9816 1.368424 286.744751 125.893684 1
5574.4816 1.433048 258.357954 142.413059 1
5574.9816 1.158317 257.104899 147.716409 1
5575.4816 1.500997 262.085353 140.182066 1
5575.9816 1.282808 258.410649 144.797214 1
5576.4816 1.234722 257.694334 145.93998 1
5576.9816 1.508677 259.538629 140.972178 1
5577.4816 0.861683 252.150033 158.184543 1
5577.9816 1.78034 260.926217 137.514032 1
5578.4816 1.933738 265.076537 134.754037 1
5578.9816 1.322817 295.633838 122.318074 1
5579.4816 1.590474 266.601467 137.502307 1
5579.9816 1.746055 265.614233 136.200279 1
5580.4816 1.778944 265.602306 135.893173 1
5580.9816 1.852836 266.42193 134.947761 1
5581.4816 1.728164 272.72631 131.532563 1
5581.9816 0.744815 341.548559 103.849007 1
5582.4816 1.691589 271.909331 131.86119 1
5582.9816 1.924722 265.879089 134.544845 1
5583.4816 1.51379 262.076085 140.01978 1
5583.9816 1.655637 275.01033 130.613822 1
5584.4816 1.625088 277.278272 129.701549 1
5584.9816 1.825356 266.969911 134.995158 1
5585.4816 1.686647 265.017724 137.00172 1
5585.9816 1.576092 261.849892 139.331154 1
5586.4816 1.181863 299.41496 120.797128 1
5586.9816 0.492283 422.226264 71.396626 0
5587.4816 0.501963 412.334203 75.37568 1
5587.9816 0.694208 358.192378 97.154077 1
5588.4816 0.551356 401.523437 79.72428 1
5588.9816 0.638541 373.885239 90.841668 1
5589.4816 0.577048 381.05732 87.956719 1
5589.9816 1.10664 300.824856 120.230002 1
5590.4816 0.372268 501.285506 39.595268 0
5590.9816 0.915957 328.525867 109.087348 1
5591.4816 1.876311 264.153296 135.541914 1
5591.9816 1.466132 285.624591 126.344266 1
5592.4816 0.709327 354.711636 98.554196 1
5592.9816 0.610058 380.742847 88.083215 1
5593.4816 0.325146 527.120681 29.203142 0
5593.9816 0.762764 339.810723 104.548046 2
5594.4816 0.678727 358.043929 97.21379 1
5594.9816 0.327025 518.204453 32.78967 0
5595.4816 1.581698 273.379957 131.269635 1
5595.9816 1.554278 262.410632 139.39702 1
5596.4816 1.658359 261.66426 138.470728 1
5596.9816 1.720188 262.447751 137.55982 1
5597.4816 1.718275 261.699278 137.840359 1
5597.9816 1.802946 261.428796 137.131394 1
5598.4816 0.602517 374.900856 90.433139 1
5598.9816 1.153252 296.500431 121.96949 1
5599.4816 0.825567 331.191107 108.015263 2
5599.9816 0.968677 312.981721 115.339937 1
5600.4816 1.072236 302.6211 119.507468 1
5600.9816 1.287451 287.451727 125.609305 1
5601.4816 0.991056 309.929558 116.567661 1
5601.9816 1.251063 287.623736 125.540115 1
5602.4816 0.474779 419.217523 72.606884 0
5602.9816 1.504036 274.734671 130.724705 1
5603.4816 1.698571 267.100967 133.795342 1
5603.9816 1.536949 273.081227 131.389799 1
5604.4816 1.621163 270.437336 132.453296 1
5604.9816 1.608744 270.874489 132.277453 1
5605.4816 0.792447 337.63316 105.423965 1
5605.9816 1.469553 277.274188 129.703192 1
5606.4816 1.56924 272.983729 131.429017 1
5606.9816 1.644541 269.769192 132.722055 1
5607.4816 0.483839 422.196534 71.408585 0
5607.9816 0.692953 361.4759 95.83329 2
5608.4816 0.974726 315.700178 114.246445 1
5608.9816 0.779216 340.542903 104.253529 2
5609.4816 1.012719 308.264352 117.237485 1
5609.9816 1.129388 297.843698 121.429164 1
5610.4816 0.7438 345.738325 102.163685 1
5610.9816 0.849465 332.371274 107.540544 1
5611.4816 1.432092 282.172834 127.732725 1
5611.9816 0.986679 315.363887 114.381717 1
5612.4816 1.148951 300.846887 120.22114 1
5612.9816 1.406901 283.513635 127.193392 1
5613.4816 0.40062 468.550941 52.762655 0
5613.9816 1.153852 260.087334 146.772564 1
5614.4816 1.379718 259.930201 142.656647 1
5614.9816 0.430788 450.785549 59.908734 0
5615.4816 0.836598 338.187636 105.200929 2
5615.9816 0.836861 342.813262 103.340283 1
5616.4816 0.883947 337.405204 105.515659 1
5616.9816 0.968659 323.594345 111.071039 1
5617.4816 1.275811 289.90825 124.621176 1
5617.9816 1.352278 283.673072 127.129259 1
5618.4816 1.175842 297.324669 121.637942 1
5618.9816 1.600822 273.8023 131.099749 1
5619.4816 1.852348 265.577893 134.407994 1
5619.9816 1.526549 275.379369 130.465377 1
5620.4816 0.523674 415.800807 73.981248 1
5620.9816 0.40323 467.661233 53.120538 0
5621.4816 0.664164 367.598279 93.37058 1
5621.9816 1.195932 296.830617 121.836673 1
5622.4816 0.963228 321.366671 111.967114 1
5622.9816 0.872399 333.430101 107.114634 1
5623.4816 0.794177 345.844816 102.120849 1
5623.9816 1.886009 261.908374 136.245717 1
5624.4816 1.223439 294.714277 122.687965 1
5624.9816 1.709575 262.19284 137.75498 1
5625.4816 1.570591 278.318626 129.283069 1
5625.9816 1.387456 262.973315 141.474556 1
5626.4816 1.837178 261.334953 136.860365 1
5626.9816 1.133955 296.517979 121.962431 1
5627.4816 1.10935 303.518618 119.146444 1
5627.9816 1.179117 307.079981 117.713895 1
5628.4816 0.597557 395.297833 82.228512 1
5628.9816 0.820306 348.031912 101.241096 2
5629.4816 1.100689 310.778151 116.226317 1
5629.9816 0.955413 323.187049 111.234873 1
5630.4816 1.08569 310.104268 116.497384 1
5630.9816 1.116346 311.652505 115.87461 1
5631.4816 1.175672 306.77454 117.836758 1
5631.9816 1.591494 281.482246 128.010512 1
5632.4816 1.309111 296.226611 122.079633 1
5632.9816 1.235604 296.486314 121.975168 1
5633.4816 1.397132 294.474882 122.784261 1
5633.9816 1.721479 280.442876 128.428596 1
5634.4816 1.132006 312.735645 115.43892 1
5634.9816 1.439978 290.798579 124.263044 1
5635.4816 1.340253 297.73481 121.472964 1
5635.9816 1.430125 290.249232 124.484017 1
5636.4816 1.306184 298.945696 120.985888 1
5636.9816 1.961452 269.669018 132.76235 1
5637.4816 1.540363 284.147313 126.938497 1
5637.9816 1.789438 271.209021 132.142888 1
5638.4816 1.717819 277.100402 129.773097 1
5638.9816 1.736031 272.7796 131.511127 1
5639.4816 1.686924 282.87357 127.450856 1
5639.9816 1.886277 280.042693 128.589568 1
5640.4816 1.846581 270.438317 132.452902 1
5640.9816 1.638005 277.463861 129.626896 1
5641.4816 1.488509 287.049033 125.771288 1
5641.9816 1.387068 295.317266 122.445414 1
5642.4816 1.506272 285.076538 126.564718 1
5642.9816 1.643521 280.41167 128.441148 1
5643.4816 1.432366 288.031695 125.376015 1
5643.9816 1.385348 291.037963 124.166752 1
5644.4816 1.779005 271.715044 131.939342 1
5644.9816 1.519365 282.602754 127.559791 1
5645.4816 1.416677 286.838877 125.855822 1
5645.9816 1.531695 278.83619 129.074881 1
5646.4816 1.562288 278.46249 129.225201 1
5646.9816 1.493503 282.41501 127.63531 1
5647.4816 1.558017 277.391216 129.656117 1
5647.9816 1.458298 282.974199 127.410378 1
5648.4816 1.373838 287.321934 125.661514 1
5648.9816 1.504758 280.366312 128.459394 1
5649.4816 1.380335 285.717409 126.30693 1
5649.9816 1.375373 283.995577 126.999532 1
5650.4816 1.123749 305.462096 118.364685 1
5650.9816 1.882283 262.329806 136.129323 1
5651.4816 1.674033 273.029315 131.41068 1
5651.9816 1.429961 283.214873 127.313568 1
5652.4816 0.986436 318.125732 113.270773 1
5652.9816 0.850041 334.549767 106.664251 1
5653.4816 1.171793 300.323808 120.431547 1
5653.9816 0.518456 426.398122 69.718508 1
5654.4816 0.544837 416.496165 73.701543 1
5654.9816 0.365849 508.40705 36.730647 0
5655.4816 0.390922 492.952727 42.947105 0
5655.9816 0.502027 434.403063 66.498543 1
5656.4816 0.6281 384.766673 86.464642 1
5656.9816 0.457765 449.199678 60.546646 0
5657.4816 0.394626 485.979509 45.752063 0
5657.9816 0.321546 546.813532 21.281748 0
5658.4816 0.427766 462.961437 55.011017 0
5658.9816 1.475795 258.76205 141.677673 1
5659.4816 1.926369 261.543887 136.046497 1
5659.9816 1.290036 288.468214 125.200426 1
5660.4816 0.752253 342.66006 103.401908 1
5660.9816 0.951062 315.81434 114.200524 1
5661.4816 0.820008 331.681602 107.817962 1
5661.9816 0.494879 410.325909 76.183511 0
5662.4816 1.275756 289.195489 124.907882 1
5662.9816 0.987977 313.694589 115.053188 1
5663.4816 1.122009 301.304383 120.037113 1
5663.9816 0.752018 340.741906 104.17348 1
5664.4816 0.695132 349.110833 100.807103 1
5664.9816 0.379843 472.563744 51.148516 0
5665.4816 0.376541 476.282353 49.652716 0
5665.9816 0.730776 342.957969 103.282075 1
5666.4816 0.73353 343.644632 103.005867 1
5666.9816 0.651846 362.384664 95.467742 1
5667.4816 0.500278 412.595818 75.270446 1
5667.9816 0.410941 448.076567 60.998414 0
5668.4816 1.209254 294.341807 122.83779 1
5668.9816 1.809677 262.724666 136.617972 1
5669.4816 0.54768 393.3136 83.026664 1
5669.9816 1.409993 282.106965 127.759221 1
5670.4816 1.639819 260.822328 138.965316 1
5670.9816 1.552269 276.543069 129.997282 1
5671.4816 1.433017 280.528562 128.394129 1
5671.9816 1.695021 261.942663 137.990032 1
5672.4816 0.472003 423.967417 70.696253 0
5672.9816 0.559069 388.180772 85.09133 2
5673.4816 0.614522 370.470879 92.215085 1
5673.9816 1.452209 278.277484 129.299619 1
5674.4816 0.871202 325.667546 110.237099 1
5674.9816 1.406752 281.963801 127.816808 1
5675.4816 0.359491 495.998496 41.721953 0
5675.9816 1.295918 289.191472 124.909498 1
5676.4816 1.886496 262.041289 136.195252 1
5676.9816 0.393487 468.179787 52.911951 0
5677.4816 1.881191 263.325457 135.790513 1
5677.9816 1.312227 287.624679 125.539736 1
5678.4816 0.509564 406.327995 77.79166 2
5678.9816 1.864655 261.536325 136.554208 1
5679.4816 1.820265 262.228695 136.696774 1
5679.9816 0.553359 404.052887 78.706816 1
5680.4816 1.447311 287.619408 125.541856 1
5680.9816 0.832329 329.848231 108.555431 1
5681.4816 0.945127 312.552532 115.512577 1
5681.9816 1.344735 285.870313 126.245425 1
5682.4816 1.015562 309.715581 116.653733 1
5682.9816 0.557843 393.837662 82.815862 1
5683.4816 0.601489 374.01411 90.78983 1
5683.9816 0.430866 446.093333 61.796165 0
5684.4816 0.477044 425.670843 70.011054 0
5684.9816 0.81382 329.079699 108.864571 1
5685.4816 0.645644 365.669445 94.146448 2
5685.9816 1.481581 278.662706 129.144664 1
5686.4816 1.524291 275.170702 130.549313 1
5686.9816 1.028649 309.22524 116.850971 1
5687.4816 1.16165 296.794846 121.851062 1
5687.9816 0.332814 514.401212 34.319513 0
5688.4816 3.208056 420.364971 72.145326 2
5688.9816 2.096113 527.443922 29.073119 0
5689.4816 2.26294 506.97554 37.306468 1
5689.9816 2.342257 490.492199 43.936846 2
5690.4816 2.292933 500.150108 40.051979 1
5690.9816 2.366505 495.929758 41.749603 1
5691.4816 2.139344 525.000624 30.055929 0
5691.9816 2.691766 454.34998 58.474952 2
5692.4816 2.106355 516.934109 33.300662 1
5692.9816 3.616758 398.211375 81.056548 4
5693.4816 2.365814 490.91944 43.764989 1
5693.9816 2.503585 474.706015 50.286794 2
5694.4816 2.430444 482.356308 47.209485 1
5694.9816 2.239137 515.866261 33.730201 1
5695.4816 2.720387 456.886285 57.45473 2
5695.9816 1.995086 541.037138 23.605286 0
5696.4816 2.870558 448.263922 60.923051 2
5696.9816 2.286927 496.651052 41.459465 2
5697.4816 2.059057 531.157465 27.579357 0
5697.9816 2.218863 510.710424 35.804122 1
5698.4816 2.110726 518.156541 32.808942 1
5698.9816 2.837859 444.480503 62.444921 2
5699.4816 2.940462 440.846627 63.906638 2
5699.9816 2.082766 532.13838 27.184786 0
5700.4816 1.992941 542.475897 23.026549 0
5700.9816 2.197458 505.262555 37.995511 1
5701.4816 2.387955 489.760954 44.230987 1
5701.9816 2.063502 527.014788 29.245737 0
5702.4816 2.264992 500.749926 39.810704 1
5702.9816 2.674109 463.737956 54.698665 2
5703.4816 2.838772 448.959673 60.643188 2
5703.9816 3.27822 413.97906 74.714041 2
5704.4816 2.125769 517.516438 33.066422 1
5704.9816 2.080744 524.822548 30.12756 1
5705.4816 3.474495 409.991341 76.31809 2
5705.9816 2.685134 459.001271 56.603983 2
5706.4816 3.688335 399.629288 80.509588 4
5706.9816 3.645087 398.563975 80.976373 2
5707.4816 3.37493 412.077571 75.47891 2
5707.9816 3.372459 409.577078 76.484726 2
5708.4816 2.444491 485.409917 45.98118 1
5708.9816 2.407035 489.378493 44.384831 2
5709.4816 2.816255 450.273246 60.114807 2
5709.9816 2.269486 508.917159 36.525457 1
5710.4816 3.486645 407.623163 77.270683 2
