Profundidade[m]	Produtividade_Primaria[gC/m²/yr]
5221.8056	229.7135316
5221.958	229.7072908
5222.1104	229.7072908
5222.2628	229.7072908
5222.4152	229.7135316
5222.5676	229.7072908
5222.72	229.7072908
5222.8724	229.7072908
5223.0248	229.7135316
5223.1772	229.7072908
5223.3296	229.7072908
5223.482	229.7135316
5223.6344	229.7072908
5223.7868	229.7072908
5223.9392	229.7072908
5224.0916	229.7135316
5224.244	229.7072908
5224.3964	229.7072908
5224.5488	229.7072908
5224.7012	229.7135316
5224.8536	229.7072908
5225.006	229.7072908
5225.1584	229.7135316
5225.3108	229.7072908
5225.4632	229.7072908
5225.6156	229.7072908
5225.768	229.7135316
5225.9204	229.7072908
5226.0728	229.7072908
5226.2252	229.7072908
5226.3776	229.7135316
5226.53	229.7072908
5226.6824	229.7072908
5226.8348	229.7135316
5226.9872	229.7072908
5227.1396	229.7072908
5227.292	229.7072908
5227.4444	229.7135316
5227.5968	229.7072908
5227.7492	229.7072908
5227.9016	229.7072908
5228.054	229.7135316
5228.2064	229.7072908
5228.3588	229.7072908
5228.5112	229.7135316
5228.6636	229.7072908
5228.816	229.7072908
5228.9684	229.7072908
5229.1208	229.7135316
5229.2732	229.7072908
5229.4256	229.7072908
5229.578	229.7135316
5229.7304	229.7072908
5229.8828	229.7072908
5230.0352	229.7072908
5230.1876	229.7135316
5230.34	229.7072908
5230.4924	229.7072908
5230.6448	229.7072908
5230.7972	229.7135316
5230.9496	229.7072908
5231.102	229.7072908
5231.2544	229.7135316
5231.4068	229.7072908
5231.5592	229.7072908
5231.7116	229.7072908
5231.864	229.7135316
5232.0164	229.7072908
5232.1688	229.7072908
5232.3212	229.7072908
5232.4736	229.7135316
5232.626	229.7072908
5232.7784	229.7072908
5232.9308	229.7135316
5233.0832	229.7072908
5233.2356	229.7072908
5233.388	229.7072908
5233.5404	229.7135316
5233.6928	229.7072908
5233.8452	229.7072908
5233.9976	229.7072908
5234.15	229.7135316
5234.3024	229.7072908
5234.4548	229.7072908
5234.6072	229.7135316
5234.7596	229.7072908
5234.912	229.7072908
5235.0644	229.7072908
5235.2168	229.7135316
5235.3692	229.7072908
5235.5216	229.7072908
5235.674	229.7072908
5235.8264	229.7135316
5235.9788	229.7072908
5236.1312	229.7072908
5236.2836	229.7135316
5236.436	229.7072908
5236.5884	229.7072908
5236.7408	229.7072908
5236.8932	229.7135316
5237.0456	229.7072908
5237.198	229.7072908
5237.3504	229.7072908
5237.5028	229.7135316
5237.6552	229.7072908
5237.8076	229.7072908
5237.96	229.7135316
5238.1124	229.7072908
5238.2648	229.7072908
5238.4172	229.7072908
5238.5696	229.7135316
5238.722	229.7072908
5238.8744	229.7072908
5239.0268	229.7072908
5239.1792	229.7135316
5239.3316	229.7072908
5239.484	229.7072908
5239.6364	229.7135316
5239.7888	229.7072908
5239.9412	229.7072908
5240.0936	229.7072908
5240.246	229.7135316
5240.3984	229.7072908
5240.5508	229.7072908
5240.7032	229.7135316
5240.8556	229.7072908
5241.008	229.7072908
5241.1604	229.7072908
5241.3128	229.7135316
5241.4652	229.7072908
5241.6176	229.7072908
5241.77	229.7072908
5241.9224	229.7135316
5242.0748	229.7072908
5242.2272	229.7072908
5242.3796	229.7135316
5242.532	229.7072908
5242.6844	229.7072908
5242.8368	229.7072908
5242.9892	229.7135316
5243.1416	229.7072908
5243.294	229.7072908
5243.4464	229.7072908
5243.5988	229.7135316
5243.7512	229.7072908
5243.9036	229.7072908
5244.056	229.7135316
5244.2084	229.7072908
5244.3608	229.7072908
5244.5132	229.7072908
5244.6656	229.7135316
5244.818	229.7072908
5244.9704	229.7072908
5245.1228	229.7072908
5245.2752	229.7135316
5245.4276	229.7072908
5245.58	229.7072908
5245.7324	229.7135316
5245.8848	229.7072908
5246.0372	229.7072908
5246.1896	229.7072908
5246.342	229.7135316
5246.4944	229.7072908
5246.6468	229.7072908
5246.7992	229.7072908
5246.9516	229.7135316
5247.104	229.7072908
5247.2564	229.7072908
5247.4088	229.7135316
5247.5612	229.7072908
5247.7136	229.7072908
5247.866	229.7072908
5248.0184	229.7135316
5248.1708	229.7072908
5248.3232	229.7072908
5248.4756	229.7072908
5248.628	229.7135316
5248.7804	229.7072908
5248.9328	229.7072908
5249.0852	229.7135316
5249.2376	229.7072908
5249.39	229.7072908
5249.5424	229.7072908
5249.6948	229.7135316
5249.8472	229.7072908
5249.9996	229.7072908
5250.152	229.7072908
5250.3044	229.7135316
5250.4568	229.7072908
5250.6092	229.7072908
5250.7616	229.7135316
5250.914	229.7072908
5251.0664	229.7072908
5251.2188	229.7072908
5251.3712	229.7135316
5251.5236	229.7072908
5251.676	229.7072908
5251.8284	229.7072908
5251.9808	229.7135316
5252.1332	229.7072908
5252.2856	229.7072908
5252.438	229.7135316
5252.5904	229.7072908
5252.7428	229.7072908
5252.8952	229.7072908
5253.0476	229.7135316
5253.2	229.7072908
5253.3524	229.7072908
5253.5048	229.7135316
5253.6572	229.7072908
5253.8096	229.7072908
5253.962	229.7072908
5254.1144	229.7135316
5254.2668	229.7072908
5254.4192	229.7072908
5254.5716	229.7072908
5254.724	229.7135316
5254.8764	229.7072908
5255.0288	229.7072908
5255.1812	229.7135316
5255.3336	229.7072908
5255.486	229.7072908
5255.6384	229.7072908
5255.7908	229.7135316
5255.9432	229.7072908
5256.0956	229.7072908
5256.248	229.7072908
5256.4004	229.7135316
5256.5528	229.7072908
5256.7052	229.7072908
5256.8576	229.7135316
5257.01	229.7072908
5257.1624	229.7072908
5257.3148	229.7072908
5257.4672	229.7135316
5257.6196	229.7072908
5257.772	229.7072908
5257.9244	229.7072908
5258.0768	229.7135316
5258.2292	229.7072908
5258.3816	229.7072908
5258.534	229.7135316
5258.6864	229.7072908
5258.8388	229.7072908
5258.9912	229.7072908
5259.1436	229.7135316
5259.296	229.7072908
5259.4484	229.7072908
5259.6008	229.7072908
5259.7532	229.7135316
5259.9056	229.7072908
5260.058	229.7072908
5260.2104	229.7135316
5260.3628	229.7072908
5260.5152	229.7072908
5260.6676	229.7072908
5260.82	229.7135316
5260.9724	229.7072908
5261.1248	229.7072908
5261.2772	229.7072908
5261.4296	229.7135316
5261.582	229.7072908
5261.7344	229.7072908
5261.8868	229.7135316
5262.0392	229.7072908
5262.1916	229.7072908
5262.344	229.7072908
5262.4964	229.7135316
5262.6488	229.7072908
5262.8012	229.7072908
5262.9536	229.7072908
5263.106	229.7135316
5263.2584	229.7072908
5263.4108	229.7072908
5263.5632	229.7135316
5263.7156	229.7072908
5263.868	229.7072908
5264.0204	229.7072908
5264.1728	229.7135316
5264.3252	229.7072908
5264.4776	229.7072908
5264.63	229.7135316
5264.7824	229.7072908
5264.9348	229.7072908
5265.0872	229.7072908
5265.2396	229.7135316
5265.392	229.7072908
5265.5444	229.7072908
5265.6968	229.7072908
5265.8492	229.7135316
5266.0016	229.7072908
5266.154	229.7072908
5266.3064	229.7135316
5266.4588	229.7072908
5266.6112	229.7072908
5266.7636	229.7072908
5266.916	229.7135316
5267.0684	229.7072908
5267.2208	229.7072908
5267.3732	229.7072908
5267.5256	229.7135316
5267.678	229.7072908
5267.8304	229.7072908
5267.9828	229.7135316
5268.1352	229.7072908
5268.2876	229.7072908
5268.44	229.7072908
5268.5924	229.7135316
5268.7448	229.7072908
5268.8972	229.7072908
5269.0496	229.7072908
5269.202	229.7135316
5269.3544	229.7072908
5269.5068	229.7072908
5269.6592	229.7135316
5269.8116	229.7072908
5269.964	229.7072908
5270.1164	229.7072908
5270.2688	229.7135316
5270.4212	229.7072908
5270.5736	229.7072908
5270.726	229.7072908
5270.8784	229.7135316
5271.0308	229.7072908
5271.1832	229.7072908
5271.3356	229.7135316
5271.488	229.7072908
5271.6404	229.7072908
5271.7928	229.7072908
5271.9452	229.7135316
5272.0976	229.7072908
5272.25	229.7072908
5272.4024	229.7072908
5272.5548	229.7135316
5272.7072	229.7072908
5272.8596	229.7072908
5273.012	229.7135316
5273.1644	229.7072908
5273.3168	229.7072908
5273.4692	229.7072908
5273.6216	229.7135316
5273.774	229.7072908
5273.9264	229.7072908
5274.0788	229.7072908
5274.2312	229.7135316
5274.3836	229.7072908
5274.536	229.7072908
5274.6884	229.7135316
5274.8408	229.7072908
5274.9932	229.7072908
5275.1456	229.7072908
5275.298	229.7135316
5275.4504	229.7072908
5275.6028	229.7072908
5275.7552	229.7072908
5275.9076	229.7135316
5276.06	229.7072908
5276.2124	229.7072908
5276.3648	229.7135316
5276.5172	229.7072908
5276.6696	229.7072908
5276.822	229.7072908
5276.9744	229.7135316
5277.1268	229.7072908
5277.2792	229.7072908
5277.4316	229.7135316
5277.584	229.7072908
5277.7364	229.7072908
5277.8888	229.7072908
5278.0412	229.7135316
5278.1936	229.7072908
5278.346	229.7072908
5278.4984	229.7072908
5278.6508	229.7135316
5278.8032	229.7072908
5278.9556	229.7072908
5279.108	229.7135316
5279.2604	229.7072908
5279.4128	229.7072908
5279.5652	229.7072908
5279.7176	229.7135316
5279.87	229.7072908
5280.0224	229.7072908
5280.1748	229.7072908
5280.3272	229.7135316
5280.4796	229.7072908
5280.632	229.7072908
5280.7844	229.7135316
5280.9368	229.7072908
5281.0892	229.7072908
5281.2416	229.7072908
5281.394	229.7135316
5281.5464	229.7072908
5281.6988	229.7072908
5281.8512	229.7072908
5282.0036	229.7135316
5282.156	229.7072908
5282.3084	229.7072908
5282.4608	229.7135316
5282.6132	229.7072908
5282.7656	229.7072908
5282.918	229.7072908
5283.0704	229.7135316
5283.2228	229.7072908
5283.3752	229.7072908
5283.5276	229.7072908
5283.68	229.7135316
5283.8324	229.7072908
5283.9848	229.7072908
5284.1372	229.7135316
5284.2896	229.7072908
5284.442	229.7072908
5284.5944	229.7072908
5284.7468	229.7135316
5284.8992	229.7072908
5285.0516	229.7072908
5285.204	229.7072908
5285.3564	229.7135316
5285.5088	229.7072908
5285.6612	229.7072908
5285.8136	229.7135316
