Profundidade[m]	Produtividade_Primaria[gC/m²/yr]
5446.5956	229.7135316
5446.748	229.7072908
5446.9004	229.7072908
5447.0528	229.7072908
5447.2052	229.7135316
5447.3576	229.7072908
5447.51	229.7072908
5447.6624	229.7072908
5447.8148	229.7135316
5447.9672	229.7072908
5448.1196	229.7072908
5448.272	229.7135316
5448.4244	229.7072908
5448.5768	229.7072908
5448.7292	229.7072908
5448.8816	229.7135316
5449.034	229.7072908
5449.1864	229.7072908
5449.3388	229.7072908
5449.4912	229.7135316
5449.6436	229.7072908
5449.796	229.7072908
5449.9484	229.7135316
5450.1008	229.7072908
5450.2532	229.7072908
5450.4056	229.7072908
5450.558	229.7135316
5450.7104	229.7072908
5450.8628	229.7072908
5451.0152	229.7072908
5451.1676	229.7135316
5451.32	229.7072908
5451.4724	229.7072908
5451.6248	229.7135316
5451.7772	229.7072908
5451.9296	229.7072908
5452.082	229.7072908
5452.2344	229.7135316
5452.3868	229.7072908
5452.5392	229.7072908
5452.6916	229.7072908
5452.844	229.7135316
5452.9964	229.7072908
5453.1488	229.7072908
5453.3012	229.7135316
5453.4536	229.7072908
5453.606	229.7072908
5453.7584	229.7072908
5453.9108	229.7135316
5454.0632	229.7072908
5454.2156	229.7072908
5454.368	229.7072908
5454.5204	229.7135316
5454.6728	229.7072908
5454.8252	229.7072908
5454.9776	229.7135316
5455.13	229.7072908
5455.2824	229.7072908
5455.4348	229.7072908
5455.5872	229.7135316
5455.7396	229.7072908
5455.892	229.7072908
5456.0444	229.7135316
5456.1968	229.7072908
5456.3492	229.7072908
5456.5016	229.7072908
5456.654	229.7135316
5456.8064	229.7072908
5456.9588	229.7072908
5457.1112	229.7072908
5457.2636	229.7135316
5457.416	229.7072908
5457.5684	229.7072908
5457.7208	229.7135316
5457.8732	229.7072908
5458.0256	229.7072908
5458.178	229.7072908
5458.3304	229.7135316
5458.4828	229.7072908
5458.6352	229.7072908
5458.7876	229.7072908
5458.94	229.7135316
5459.0924	229.7072908
5459.2448	229.7072908
5459.3972	229.7135316
5459.5496	229.7072908
5459.702	229.7072908
5459.8544	229.7072908
5460.0068	229.7135316
5460.1592	229.7072908
5460.3116	229.7072908
5460.464	229.7072908
5460.6164	229.7135316
5460.7688	229.7072908
5460.9212	229.7072908
5461.0736	229.7135316
5461.226	229.7072908
5461.3784	229.7072908
5461.5308	229.7072908
5461.6832	229.7135316
5461.8356	229.7072908
5461.988	229.7072908
5462.1404	229.7072908
5462.2928	229.7135316
5462.4452	229.7072908
5462.5976	229.7072908
5462.75	229.7135316
5462.9024	229.7072908
5463.0548	229.7072908
5463.2072	229.7072908
5463.3596	229.7135316
5463.512	229.7072908
5463.6644	229.7072908
5463.8168	229.7072908
5463.9692	229.7135316
5464.1216	229.7072908
5464.274	229.7072908
5464.4264	229.7135316
5464.5788	229.7072908
5464.7312	229.7072908
5464.8836	229.7072908
5465.036	229.7135316
5465.1884	229.7072908
5465.3408	229.7072908
5465.4932	229.7072908
5465.6456	229.7135316
5465.798	229.7072908
5465.9504	229.7072908
5466.1028	229.7135316
5466.2552	229.7072908
5466.4076	229.7072908
5466.56	229.7072908
5466.7124	229.7135316
5466.8648	229.7072908
5467.0172	229.7072908
5467.1696	229.7072908
5467.322	229.7135316
5467.4744	229.7072908
5467.6268	229.7072908
5467.7792	229.7135316
5467.9316	229.7072908
5468.084	229.7072908
5468.2364	229.7072908
5468.3888	229.7135316
5468.5412	229.7072908
5468.6936	229.7072908
5468.846	229.7135316
5468.9984	229.7072908
5469.1508	229.7072908
5469.3032	229.7072908
5469.4556	229.7135316
5469.608	229.7072908
5469.7604	229.7072908
5469.9128	229.7072908
5470.0652	229.7135316
5470.2176	229.7072908
5470.37	229.7072908
5470.5224	229.7135316
5470.6748	229.7072908
5470.8272	229.7072908
5470.9796	229.7072908
5471.132	229.7135316
5471.2844	229.7072908
5471.4368	229.7072908
5471.5892	229.7072908
5471.7416	229.7135316
5471.894	229.7072908
5472.0464	229.7072908
5472.1988	229.7135316
5472.3512	229.7072908
5472.5036	229.7072908
5472.656	229.7072908
5472.8084	229.7135316
5472.9608	229.7072908
5473.1132	229.7072908
5473.2656	229.7072908
5473.418	229.7135316
5473.5704	229.7072908
5473.7228	229.7072908
5473.8752	229.7135316
5474.0276	229.7072908
5474.18	229.7072908
5474.3324	229.7072908
5474.4848	229.7135316
5474.6372	229.7072908
5474.7896	229.7072908
5474.942	229.7072908
5475.0944	229.7135316
5475.2468	229.7072908
5475.3992	229.7072908
5475.5516	229.7135316
5475.704	229.7072908
5475.8564	229.7072908
5476.0088	229.7072908
5476.1612	229.7135316
5476.3136	229.7072908
5476.466	229.7072908
5476.6184	229.7072908
5476.7708	229.7135316
5476.9232	229.7072908
5477.0756	229.7072908
5477.228	229.7135316
5477.3804	229.7072908
5477.5328	229.7072908
5477.6852	229.7072908
5477.8376	229.7135316
5477.99	229.7072908
5478.1424	229.7072908
5478.2948	229.7072908
5478.4472	229.7135316
5478.5996	229.7072908
5478.752	229.7072908
5478.9044	229.7135316
5479.0568	229.7072908
5479.2092	229.7072908
5479.3616	229.7072908
5479.514	229.7135316
5479.6664	229.7072908
5479.8188	229.7072908
5479.9712	229.7135316
5480.1236	229.7072908
5480.276	229.7072908
5480.4284	229.7072908
5480.5808	229.7135316
5480.7332	229.7072908
5480.8856	229.7072908
5481.038	229.7072908
5481.1904	229.7135316
5481.3428	229.7072908
5481.4952	229.7072908
5481.6476	229.7135316
5481.8	229.7072908
5481.9524	229.7072908
5482.1048	229.7072908
5482.2572	229.7135316
5482.4096	229.7072908
5482.562	229.7072908
5482.7144	229.7072908
5482.8668	229.7135316
5483.0192	229.7072908
5483.1716	229.7072908
5483.324	229.7135316
5483.4764	229.7072908
5483.6288	229.7072908
5483.7812	229.7072908
5483.9336	229.7135316
5484.086	229.7072908
5484.2384	229.7072908
5484.3908	229.7072908
5484.5432	229.7135316
5484.6956	229.7072908
5484.848	229.7072908
5485.0004	229.551372
5485.1528	180.8338557
5485.3052	180.8338557
5485.4576	180.8378821
5485.61	180.8338557
5485.7624	180.8338557
5485.9148	180.8338557
5486.0672	180.8378821
5486.2196	180.8338557
5486.372	180.8338557
5486.5244	180.8338557
5486.6768	180.8338557
5486.8292	180.8378821
5486.9816	180.8338557
5487.134	180.8338557
5487.2864	180.8338557
5487.4388	180.8378821
5487.5912	180.8338557
5487.7436	180.8338557
5487.896	180.8338557
5488.0484	180.8378821
5488.2008	180.8338557
5488.3532	180.8338557
5488.5056	180.8338557
5488.658	180.8378821
5488.8104	180.8338557
5488.9628	180.8338557
5489.1152	180.8338557
5489.2676	180.8338557
5489.42	180.8378821
5489.5724	180.8338557
5489.7248	180.8338557
5489.8772	180.8338557
5490.0296	180.8378821
5490.182	180.8338557
5490.3344	180.8338557
5490.4868	180.8338557
5490.6392	180.8378821
5490.7916	180.8338557
5490.944	180.8338557
5491.0964	180.8338557
5491.2488	180.8338557
5491.4012	180.8378821
5491.5536	180.8338557
5491.706	180.8338557
5491.8584	180.8338557
5492.0108	180.8378821
5492.1632	180.8338557
5492.3156	180.8338557
5492.468	180.8338557
5492.6204	180.8378821
5492.7728	180.8338557
5492.9252	180.8338557
5493.0776	180.8338557
5493.23	180.8338557
5493.3824	180.8378821
5493.5348	180.8338557
5493.6872	180.8338557
5493.8396	180.8338557
5493.992	180.8378821
5494.1444	180.8338557
5494.2968	180.8338557
5494.4492	180.8338557
5494.6016	180.8378821
5494.754	180.8338557
5494.9064	180.8338557
5495.0588	180.8338557
5495.2112	180.8338557
5495.3636	180.8378821
5495.516	180.8338557
5495.6684	180.8338557
5495.8208	180.8338557
5495.9732	180.8378821
5496.1256	180.8338557
5496.278	180.8338557
5496.4304	180.8338557
5496.5828	180.8378821
5496.7352	180.8338557
5496.8876	180.8338557
5497.04	180.8338557
5497.1924	180.8338557
5497.3448	180.8378821
5497.4972	180.8338557
5497.6496	180.8338557
5497.802	180.8338557
5497.9544	180.8378821
5498.1068	180.8338557
5498.2592	180.8338557
5498.4116	180.8338557
5498.564	180.8378821
5498.7164	180.8338557
5498.8688	180.8338557
5499.0212	180.8338557
5499.1736	180.8338557
5499.326	180.8378821
5499.4784	180.8338557
5499.6308	180.8338557
5499.7832	180.8338557
5499.9356	180.8378821
5500.088	180.8338557
5500.2404	180.8338557
5500.3928	180.8338557
5500.5452	180.8378821
5500.6976	180.8338557
5500.85	180.8338557
5501.0024	180.8338557
5501.1548	180.8338557
5501.3072	180.8378821
5501.4596	180.8338557
5501.612	180.8338557
5501.7644	180.8338557
5501.9168	180.8378821
5502.0692	180.8338557
5502.2216	180.8338557
5502.374	180.8338557
5502.5264	180.8378821
5502.6788	180.8338557
5502.8312	180.8338557
5502.9836	180.8338557
5503.136	180.8378821
5503.2884	180.8338557
5503.4408	180.8338557
5503.5932	180.8338557
5503.7456	180.8338557
5503.898	180.8378821
5504.0504	180.8338557
5504.2028	180.8338557
5504.3552	180.8338557
5504.5076	180.8378821
5504.66	180.8338557
5504.8124	180.8338557
5504.9648	180.8338557
5505.1172	180.8378821
5505.2696	180.8338557
5505.422	180.8338557
5505.5744	180.8338557
5505.7268	180.8338557
5505.8792	180.8378821
5506.0316	180.8338557
5506.184	180.8338557
5506.3364	180.8338557
5506.4888	180.8378821
5506.6412	180.8338557
5506.7936	180.8338557
5506.946	180.8338557
5507.0984	180.8378821
5507.2508	180.8338557
5507.4032	180.8338557
5507.5556	180.8338557
5507.708	180.8338557
5507.8604	180.8378821
5508.0128	180.8338557
5508.1652	180.8338557
5508.3176	180.8338557
5508.47	180.8378821
5508.6224	180.8338557
5508.7748	180.8338557
5508.9272	180.8338557
5509.0796	180.8378821
5509.232	180.8338557
5509.3844	180.8338557
5509.5368	180.8338557
5509.6892	180.8338557
5509.8416	180.8378821
5509.994	180.8338557
5510.1464	180.8338557
5510.2988	180.8338557
5510.4512	180.8378821
5510.6036	180.8338557
5510.756	180.8338557
5510.9084	180.8338557
5511.0608	180.8378821
5511.2132	180.8338557
5511.3656	180.8338557
5511.518	180.8338557
5511.6704	180.8338557
5511.8228	180.8378821
5511.9752	180.8338557
5512.1276	180.8338557
5512.28	180.8338557
5512.4324	180.8378821
5512.5848	180.8338557
5512.7372	180.8338557
5512.8896	180.8338557
5513.042	180.8378821
5513.1944	180.8338557
5513.3468	180.8338557
5513.4992	180.8338557
5513.6516	180.8338557
5513.804	180.8378821
5513.9564	180.8338557
5514.1088	180.8338557
5514.2612	180.8338557
5514.4136	180.8378821
5514.566	180.8338557
5514.7184	180.8338557
5514.8708	180.8338557
5515.0232	180.8378821
5515.1756	180.8338557
5515.328	180.8338557
5515.4804	180.8338557
5515.6328	180.8338557
5515.7852	180.8378821
5515.9376	180.8338557
5516.09	180.8338557
5516.2424	180.8338557
5516.3948	180.8378821
5516.5472	180.8338557
5516.6996	180.8338557
5516.852	180.8338557
5517.0044	180.8378821
5517.1568	180.8338557
5517.3092	180.8338557
5517.4616	180.8338557
5517.614	180.8338557
5517.7664	180.8378821
5517.9188	180.8338557
5518.0712	180.8338557
5518.2236	180.8338557
5518.376	180.8378821
5518.5284	180.8338557
5518.6808	180.8338557
5518.8332	180.8338557
5518.9856	180.8378821
5519.138	180.8338557
5519.2904	180.8338557
5519.4428	180.8338557
5519.5952	180.8378821
5519.7476	180.8338557
5519.9	180.8338557
5520.0524	180.8338557
5520.2048	180.8338557
5520.3572	180.8378821
5520.5096	180.8338557
5520.662	180.8338557
5520.8144	180.8338557
5520.9668	180.8378821
5521.1192	180.8338557
5521.2716	180.8338557
5521.424	180.8338557
5521.5764	180.8378821
5521.7288	180.8338557
5521.8812	180.8338557
5522.0336	180.8338557
5522.186	180.8338557
5522.3384	180.8378821
5522.4908	180.8338557
5522.6432	180.8338557
5522.7956	180.8338557
5522.948	180.8378821
5523.1004	180.8338557
5523.2528	180.8338557
5523.4052	180.8338557
5523.5576	180.8378821
5523.71	180.8338557
5523.8624	180.8338557
5524.0148	180.8338557
5524.1672	180.8338557
5524.3196	180.8378821
5524.472	180.8338557
5524.6244	180.8338557
5524.7768	180.8338557
5524.9292	180.8378821
5525.0816	180.8338557
5525.234	180.8338557
5525.3864	180.8338557
5525.5388	180.8378821
5525.6912	180.8338557
5525.8436	180.8338557
5525.996	180.8338557
5526.1484	180.8338557
5526.3008	180.8378821
5526.4532	180.8338557
5526.6056	180.8338557
5526.758	180.8338557
5526.9104	180.8378821
5527.0628	180.8338557
5527.2152	180.8338557
5527.3676	180.8338557
5527.52	180.8378821
5527.6724	180.8338557
5527.8248	180.8338557
5527.9772	180.8338557
5528.1296	180.8338557
5528.282	180.8378821
5528.4344	180.8338557
5528.5868	180.8338557
5528.7392	180.8338557
5528.8916	180.8378821
5529.044	180.8338557
5529.1964	180.8338557
5529.3488	180.8338557
5529.5012	180.8378821
5529.6536	180.8338557
5529.806	180.8338557
5529.9584	180.8338557
5530.1108	180.8338557
5530.2632	180.8378821
5530.4156	180.8338557
5530.568	180.8338557
5530.7204	180.8338557
5530.8728	180.8378821
5531.0252	180.8338557
5531.1776	180.8338557
5531.33	180.8338557
5531.4824	180.8378821
5531.6348	180.8338557
5531.7872	180.8338557
5531.9396	180.8338557
5532.092	180.8338557
5532.2444	180.8378821
5532.3968	180.8338557
5532.5492	180.8338557
5532.7016	180.8338557
5532.854	180.8378821
5533.0064	180.8338557
5533.1588	180.8338557
5533.3112	180.8338557
5533.4636	180.8378821
5533.616	180.8338557
5533.7684	180.8338557
5533.9208	180.8338557
5534.0732	180.8378821
5534.2256	180.8338557
5534.378	180.8338557
5534.5304	180.8338557
5534.6828	180.8338557
5534.8352	180.8378821
5534.9876	180.8338557
5535.14	180.8338557
5535.2924	180.8338557
5535.4448	180.8378821
5535.5972	180.8338557
5535.7496	180.8338557
5535.902	180.8338557
5536.0544	180.8378821
5536.2068	180.8338557
5536.3592	180.8338557
5536.5116	180.8338557
5536.664	180.8338557
5536.8164	180.8378821
5536.9688	180.8338557
5537.1212	180.8338557
5537.2736	180.8338557
5537.426	180.8378821
5537.5784	180.8338557
5537.7308	180.8338557
5537.8832	180.8338557
5538.0356	180.8378821
5538.188	180.8338557
5538.3404	180.8338557
5538.4928	180.8338557
5538.6452	180.8338557
5538.7976	180.8378821
5538.95	180.8338557
5539.1024	180.8338557
5539.2548	180.8338557
5539.4072	180.8378821
5539.5596	180.8338557
5539.712	180.8338557
5539.8644	180.8338557
5540.0168	180.8378821
5540.1692	180.8338557
5540.3216	180.8338557
5540.474	180.8338557
5540.6264	180.8338557
5540.7788	180.8378821
5540.9312	180.8338557
5541.0836	180.8338557
5541.236	180.8338557
5541.3884	180.8378821
5541.5408	180.8338557
5541.6932	180.8338557
5541.8456	180.8338557
5541.998	180.8378821
5542.1504	180.8338557
5542.3028	180.8338557
5542.4552	180.8338557
5542.6076	180.8338557
5542.76	180.8378821
5542.9124	180.8338557
5543.0648	180.8338557
5543.2172	180.8338557
5543.3696	180.8378821
5543.522	180.8338557
5543.6744	180.8338557
5543.8268	180.8338557
5543.9792	180.8378821
5544.1316	180.8338557
5544.284	180.8338557
5544.4364	180.8338557
5544.5888	180.8338557
5544.7412	180.8378821
5544.8936	180.8338557
5545.046	180.8338557
5545.1984	180.8338557
5545.3508	180.8378821
5545.5032	180.8338557
5545.6556	180.8338557
5545.808	180.8338557
5545.9604	180.8378821
5546.1128	180.8338557
5546.2652	180.8338557
5546.4176	180.8338557
5546.57	180.8338557
5546.7224	180.8378821
5546.8748	180.8338557
5547.0272	180.8338557
5547.1796	180.8338557
5547.332	180.8378821
5547.4844	180.8338557
5547.6368	180.8338557
5547.7892	180.8338557
5547.9416	180.8378821
5548.094	180.8338557
5548.2464	180.8338557
5548.3988	180.8338557
5548.5512	180.8338557
5548.7036	180.8378821
5548.856	180.8338557
5549.0084	180.8338557
5549.1608	180.8338557
5549.3132	180.8378821
5549.4656	180.8338557
5549.618	180.8338557
5549.7704	180.8338557
5549.9228	180.8378821
5550.0752	180.8338557
5550.2276	180.8338557
5550.38	180.8338557
5550.5324	180.8378821
5550.6848	180.8338557
5550.8372	180.8338557
5550.9896	180.8338557
5551.142	180.8338557
5551.2944	180.8378821
5551.4468	180.8338557
5551.5992	180.8338557
5551.7516	180.8338557
5551.904	180.8378821
5552.0564	180.8338557
5552.2088	180.8338557
5552.3612	180.8338557
5552.5136	180.8378821
5552.666	180.8338557
5552.8184	180.8338557
5552.9708	180.8338557
5553.1232	180.8338557
5553.2756	180.8378821
5553.428	180.8338557
5553.5804	180.8338557
5553.7328	180.8338557
5553.8852	180.8378821
5554.0376	180.8338557
5554.19	180.8338557
5554.3424	180.8338557
5554.4948	180.8378821
5554.6472	180.8338557
5554.7996	180.8338557
5554.952	180.8338557
5555.1044	180.8338557
5555.2568	180.8378821
5555.4092	180.8338557
5555.5616	180.8338557
5555.714	180.8338557
5555.8664	180.8378821
5556.0188	180.8338557
5556.1712	180.8338557
5556.3236	180.8338557
5556.476	180.8378821
5556.6284	180.8338557
5556.7808	180.8338557
5556.9332	180.8338557
5557.0856	180.8338557
5557.238	180.8378821
5557.3904	180.8338557
5557.5428	180.8338557
5557.6952	180.8338557
5557.8476	180.8378821
5558	180.8338557
5558.1524	180.8338557
5558.3048	180.8338557
5558.4572	180.8378821
5558.6096	180.8338557
5558.762	180.8338557
5558.9144	180.8338557
5559.0668	180.8338557
5559.2192	180.8378821
5559.3716	180.8338557
5559.524	180.8338557
5559.6764	180.8338557
5559.8288	180.8378821
5559.9812	180.8338557
5560.1336	180.8338557
5560.286	180.8338557
5560.4384	180.8378821
5560.5908	180.8338557
5560.7432	180.8338557
5560.8956	180.8338557
5561.048	180.8338557
5561.2004	180.8378821
5561.3528	180.8338557
5561.5052	180.8338557
5561.6576	180.8338557
5561.81	180.8378821
5561.9624	180.8338557
5562.1148	180.8338557
5562.2672	180.8338557
5562.4196	180.8378821
5562.572	180.8338557
5562.7244	180.8338557
5562.8768	180.8338557
5563.0292	180.8338557
5563.1816	180.8378821
5563.334	180.8338557
5563.4864	180.8338557
5563.6388	180.8338557
5563.7912	180.8378821
5563.9436	180.8338557
5564.096	180.8338557
5564.2484	180.8338557
5564.4008	180.8378821
5564.5532	180.8338557
5564.7056	180.8338557
5564.858	180.8338557
5565.0104	180.8378821
5565.1628	180.8338557
5565.3152	180.8338557
5565.4676	180.8338557
5565.62	180.8338557
5565.7724	180.8378821
5565.9248	180.8338557
5566.0772	180.8338557
5566.2296	180.8338557
5566.382	180.8378821
5566.5344	180.8338557
5566.6868	180.8338557
5566.8392	180.8338557
5566.9916	180.8378821
5567.144	180.8338557
5567.2964	180.8338557
5567.4488	180.8338557
5567.6012	180.8338557
5567.7536	180.8378821
5567.906	180.8338557
5568.0584	180.8338557
5568.2108	180.8338557
5568.3632	180.8378821
5568.5156	180.8338557
5568.668	180.8338557
5568.8204	180.8338557
5568.9728	180.8378821
5569.1252	180.8338557
5569.2776	180.8338557
5569.43	180.8338557
5569.5824	180.8338557
5569.7348	180.8378821
5569.8872	180.8338557
5570.0396	180.8338557
5570.192	180.8338557
5570.3444	180.8378821
5570.4968	180.8338557
5570.6492	180.8338557
5570.8016	180.8338557
5570.954	180.8378821
5571.1064	180.8338557
5571.2588	180.8338557
5571.4112	180.8338557
5571.5636	180.8338557
5571.716	180.8378821
5571.8684	180.8338557
5572.0208	180.8338557
5572.1732	180.8338557
5572.3256	180.8378821
5572.478	180.8338557
5572.6304	180.8338557
5572.7828	180.8338557
5572.9352	180.8378821
5573.0876	180.8338557
5573.24	180.8338557
5573.3924	180.8338557
5573.5448	180.8338557
5573.6972	180.8378821
5573.8496	180.8338557
5574.002	180.8338557
5574.1544	180.8338557
5574.3068	180.8378821
5574.4592	180.8338557
5574.6116	180.8338557
5574.764	180.8338557
5574.9164	180.8378821
5575.0688	180.8338557
5575.2212	180.8338557
5575.3736	180.8338557
5575.526	180.8338557
5575.6784	180.8378821
5575.8308	180.8338557
5575.9832	180.8338557
5576.1356	180.8338557
5576.288	180.8378821
5576.4404	180.8338557
5576.5928	180.8338557
5576.7452	180.8338557
5576.8976	180.8378821
5577.05	180.8338557
5577.2024	180.8338557
5577.3548	180.8338557
5577.5072	180.8338557
5577.6596	180.8378821
5577.812	180.8338557
5577.9644	180.8338557
5578.1168	180.8338557
5578.2692	180.8378821
5578.4216	180.8338557
5578.574	180.8338557
5578.7264	180.8338557
5578.8788	180.8378821
5579.0312	180.8338557
5579.1836	180.8338557
5579.336	180.8338557
5579.4884	180.8338557
5579.6408	180.8378821
5579.7932	180.8338557
5579.9456	180.8338557
5580.098	180.8338557
5580.2504	180.8378821
5580.4028	180.8338557
5580.5552	180.8338557
5580.7076	180.8338557
5580.86	180.8378821
5581.0124	180.8338557
5581.1648	180.8338557
5581.3172	180.8338557
5581.4696	180.8378821
5581.622	180.8338557
5581.7744	180.8338557
5581.9268	180.8338557
5582.0792	180.8338557
5582.2316	180.8378821
5582.384	180.8338557
5582.5364	180.8338557
5582.6888	180.8338557
5582.8412	180.8378821
5582.9936	180.8338557
5583.146	180.8338557
5583.2984	180.8338557
5583.4508	180.8378821
5583.6032	180.8338557
5583.7556	180.8338557
5583.908	180.8338557
5584.0604	180.8338557
5584.2128	180.8378821
5584.3652	180.8338557
5584.5176	180.8338557
5584.67	180.8338557
5584.8224	180.8378821
5584.9748	180.8338557
5585.1272	180.8338557
5585.2796	180.8338557
5585.432	180.8378821
5585.5844	180.8338557
5585.7368	180.8338557
5585.8892	180.8338557
5586.0416	180.8338557
5586.194	180.8378821
5586.3464	180.8338557
5586.4988	180.8338557
5586.6512	180.8338557
5586.8036	180.8378821
5586.956	180.8338557
5587.1084	180.8338557
5587.2608	180.8338557
5587.4132	180.8378821
5587.5656	180.8338557
5587.718	180.8338557
5587.8704	180.8338557
5588.0228	180.8338557
5588.1752	180.8378821
5588.3276	180.8338557
5588.48	180.8338557
5588.6324	180.8338557
5588.7848	180.8378821
5588.9372	180.8338557
5589.0896	180.8338557
5589.242	180.8338557
5589.3944	180.8378821
5589.5468	180.8338557
5589.6992	180.8338557
5589.8516	180.8338557
5590.004	180.8338557
5590.1564	180.8378821
5590.3088	180.8338557
5590.4612	180.8338557
5590.6136	180.8338557
5590.766	180.8378821
5590.9184	180.8338557
5591.0708	180.8338557
5591.2232	180.8338557
5591.3756	180.8378821
5591.528	180.8338557
5591.6804	180.8338557
5591.8328	180.8338557
5591.9852	180.8338557
5592.1376	180.8378821
5592.29	180.8338557
5592.4424	180.8338557
5592.5948	180.8338557
5592.7472	180.8378821
5592.8996	180.8338557
5593.052	180.8338557
5593.2044	180.8338557
5593.3568	180.8378821
5593.5092	180.8338557
5593.6616	180.8338557
5593.814	180.8338557
5593.9664	180.8338557
5594.1188	180.8378821
5594.2712	180.8338557
5594.4236	180.8338557
5594.576	180.8338557
5594.7284	180.8378821
5594.8808	180.8338557
5595.0332	180.8338557
5595.1856	180.8338557
5595.338	180.8378821
5595.4904	180.8338557
5595.6428	180.8338557
5595.7952	180.8338557
5595.9476	180.8378821
5596.1	180.8338557
5596.2524	180.8338557
5596.4048	180.8338557
5596.5572	180.8338557
5596.7096	180.8378821
5596.862	180.8338557
5597.0144	180.8338557
5597.1668	180.8338557
5597.3192	180.8378821
5597.4716	180.8338557
5597.624	180.8338557
5597.7764	180.8338557
5597.9288	180.8378821
5598.0812	180.8338557
5598.2336	180.8338557
5598.386	180.8338557
5598.5384	180.8338557
5598.6908	180.8378821
5598.8432	180.8338557
5598.9956	180.8338557
5599.148	180.8338557
5599.3004	180.8378821
5599.4528	180.8338557
5599.6052	180.8338557
5599.7576	180.8338557
5599.91	180.8378821
5600.0624	180.8338557
5600.2148	180.8338557
5600.3672	180.8338557
5600.5196	180.8338557
5600.672	180.8378821
5600.8244	180.8338557
5600.9768	180.8338557
5601.1292	180.8338557
5601.2816	180.8378821
5601.434	180.8338557
5601.5864	180.8338557
5601.7388	180.8338557
5601.8912	180.8378821
5602.0436	180.8338557
5602.196	180.8338557
5602.3484	180.8338557
5602.5008	180.8338557
5602.6532	180.8378821
5602.8056	180.8338557
5602.958	180.8338557
5603.1104	180.8338557
5603.2628	180.8378821
5603.4152	180.8338557
5603.5676	180.8338557
5603.72	180.8338557
5603.8724	180.8378821
5604.0248	180.8338557
5604.1772	180.8338557
5604.3296	180.8338557
5604.482	180.8338557
5604.6344	180.8378821
5604.7868	180.8338557
5604.9392	180.8338557
5605.0916	180.8338557
5605.244	180.8378821
5605.3964	180.8338557
5605.5488	180.8338557
5605.7012	180.8338557
5605.8536	180.8378821
5606.006	180.8338557
5606.1584	180.8338557
5606.3108	180.8338557
5606.4632	180.8338557
5606.6156	180.8378821
5606.768	180.8338557
5606.9204	180.8338557
5607.0728	180.8338557
5607.2252	180.8378821
5607.3776	180.8338557
5607.53	180.8338557
5607.6824	180.8338557
5607.8348	180.8378821
5607.9872	180.8338557
5608.1396	180.8338557
5608.292	180.8338557
5608.4444	180.8338557
5608.5968	180.8378821
5608.7492	180.8338557
5608.9016	180.8338557
5609.054	180.8338557
5609.2064	180.8378821
5609.3588	180.8338557
5609.5112	180.8338557
5609.6636	180.8338557
5609.816	180.8378821
5609.9684	180.8338557
5610.1208	180.8338557
5610.2732	180.8338557
5610.4256	180.8338557
5610.578	180.8378821
5610.7304	180.8338557
5610.8828	180.8338557
5611.0352	180.8338557
5611.1876	180.8378821
5611.34	180.8338557
5611.4924	180.8338557
5611.6448	180.8338557
5611.7972	180.8378821
5611.9496	180.8338557
5612.102	180.8338557
5612.2544	180.8338557
5612.4068	180.8378821
5612.5592	180.8338557
5612.7116	180.8338557
5612.864	180.8338557
5613.0164	180.8338557
5613.1688	180.8378821
5613.3212	180.8338557
5613.4736	180.8338557
5613.626	180.8338557
5613.7784	180.8378821
5613.9308	180.8338557
5614.0832	180.8338557
5614.2356	180.8338557
5614.388	180.8378821
5614.5404	180.8338557
5614.6928	180.8338557
5614.8452	180.8338557
5614.9976	180.8338557
5615.15	180.8378821
5615.3024	180.8338557
5615.4548	180.8338557
5615.6072	180.8338557
5615.7596	180.8378821
5615.912	180.8338557
5616.0644	180.8338557
5616.2168	180.8338557
5616.3692	180.8378821
5616.5216	180.8338557
5616.674	180.8338557
5616.8264	180.8338557
5616.9788	180.8338557
5617.1312	180.8378821
5617.2836	180.8338557
5617.436	180.8338557
5617.5884	180.8338557
5617.7408	180.8378821
5617.8932	180.8338557
5618.0456	180.8338557
5618.198	180.8338557
5618.3504	180.8378821
5618.5028	180.8338557
5618.6552	180.8338557
5618.8076	180.8338557
5618.96	180.8338557
5619.1124	180.8378821
5619.2648	180.8338557
5619.4172	180.8338557
5619.5696	180.8338557
5619.722	180.8378821
5619.8744	180.8338557
5620.0268	180.8338557
5620.1792	180.8338557
5620.3316	180.8378821
5620.484	180.8338557
5620.6364	180.8338557
5620.7888	180.8338557
5620.9412	180.8338557
5621.0936	180.8378821
5621.246	180.8338557
5621.3984	180.8338557
5621.5508	180.8338557
5621.7032	180.8378821
5621.8556	180.8338557
5622.008	180.8338557
5622.1604	180.8338557
5622.3128	180.8378821
5622.4652	180.8338557
5622.6176	180.8338557
5622.77	180.8338557
5622.9224	180.8338557
5623.0748	180.8378821
5623.2272	180.8338557
5623.3796	180.8338557
5623.532	180.8338557
5623.6844	180.8378821
5623.8368	180.8338557
5623.9892	180.8338557
5624.1416	180.8338557
5624.294	180.8378821
5624.4464	180.8338557
5624.5988	180.8338557
5624.7512	180.8338557
5624.9036	180.8338557
5625.056	180.8378821
5625.2084	180.8338557
5625.3608	180.8338557
5625.5132	180.8338557
5625.6656	180.8378821
5625.818	180.8338557
5625.9704	180.8338557
5626.1228	180.8338557
5626.2752	180.8378821
5626.4276	180.8338557
5626.58	180.8338557
5626.7324	180.8338557
5626.8848	180.8378821
