Profundidade[m]	Densidade_Aparente_Seca[g/cm3]
5825.3096	2.562057
5825.462	2.587227
5825.6144	2.595511
5825.7668	2.590559
5825.9192	2.580913
5826.0716	2.569899
5826.224	2.56085
5826.3764	2.55176
5826.5288	2.556789
5826.6812	2.553666
5826.8336	2.534263
5826.986	2.514358
5827.1384	2.518832
5827.2908	2.52508
5827.4432	2.497989
5827.5956	2.464055
5827.748	2.428849
5827.9004	2.449723
5828.0528	2.521011
5828.2052	2.529271
5828.3576	2.480294
5828.51	2.464569
5828.6624	2.501874
5828.8148	2.529298
5828.9672	2.564667
5829.1196	2.596423
5829.272	2.616458
5829.4244	2.606113
5829.5768	2.551963
5829.7292	2.49684
5829.8816	2.423645
5830.034	2.394503
5830.1864	2.403727
5830.3388	2.409654
5830.4912	2.42532
5830.6436	2.446584
5830.796	2.472755
5830.9484	2.530462
5831.1008	2.542158
5831.2532	2.557928
5831.4056	2.576086
5831.558	2.597547
5831.7104	2.599405
5831.8628	2.590941
5832.0152	2.578862
5832.1676	2.545109
5832.32	2.524046
5832.4724	2.507255
5832.6248	2.486969
5832.7772	2.464069
5832.9296	2.478546
5833.082	2.507978
5833.2344	2.499572
5833.3868	2.467923
5833.5392	2.482103
5833.6916	2.516806
5833.844	2.56391
5833.9964	2.585004
5834.1488	2.623556
5834.3012	2.632269
5834.4536	2.599622
5834.606	2.578643
5834.7584	2.566031
5834.9108	2.56205
5835.0632	2.550607
5835.2156	2.537115
5835.368	2.51166
5835.5204	2.493669
5835.6728	2.481185
5835.8252	2.467923
5835.9776	2.533936
5836.13	2.607725
5836.2824	2.642288
5836.4348	2.657692
5836.5872	2.643583
5836.7396	2.60586
5836.892	2.554796
5837.0444	2.496983
5837.1968	2.502688
5837.3492	2.53016
5837.5016	2.532505
5837.654	2.528658
5837.8064	2.529856
5837.9588	2.535504
5838.1112	2.537295
5838.2636	2.530426
5838.416	2.516011
5838.5684	2.464071
5838.7208	2.422359
5838.8732	2.44021
5839.0256	2.493812
5839.178	2.568881
5839.3304	2.584873
5839.4828	2.561345
5839.6352	2.538921
5839.7876	2.554602
5839.94	2.569415
5840.0924	2.560319
5840.2448	2.546405
5840.3972	2.549422
5840.5496	2.570352
5840.702	2.566994
5840.8544	2.527534
5841.0068	2.508783
5841.1592	2.497324
5841.3116	2.505892
5841.464	2.487005
5841.6164	2.44058
5841.7688	2.38983
5841.9212	2.393035
5842.0736	2.432712
5842.226	2.463201
5842.3784	2.517499
5842.5308	2.559451
5842.6832	2.588892
5842.8356	2.585094
5842.988	2.560042
5843.1404	2.556149
5843.2928	2.550917
5843.4452	2.537724
5843.5976	2.521645
5843.75	2.484115
5843.9024	2.472429
5844.0548	2.47517
5844.2072	2.503175
5844.3596	2.560381
5844.512	2.592663
5844.6644	2.621365
5844.8168	2.628788
5844.9692	2.648438
5845.1216	2.6844
5845.274	2.72549
5845.4264	2.740425
5845.5788	2.72944
5845.7312	2.703375
5845.8836	2.646674
5846.036	2.608086
5846.1884	2.579303
5846.3408	2.567362
5846.4932	2.554127
5846.6456	2.526227
5846.798	2.486908
5846.9504	2.465059
5847.1028	2.480623
5847.2552	2.532012
5847.4076	2.541549
5847.56	2.512436
5847.7124	2.523618
5847.8648	2.574521
5848.0172	2.588666
5848.1696	2.59974
5848.322	2.61636
5848.4744	2.613687
5848.6268	2.592675
5848.7792	2.574869
5848.9316	2.567763
5849.084	2.549892
5849.2364	2.540105
5849.3888	2.531694
5849.5412	2.525039
5849.6936	2.517029
5849.846	2.509408
5849.9984	2.504939
5850.1508	2.464701
5850.3032	2.456336
5850.4556	2.506859
5850.608	2.546859
5850.7604	2.576796
5850.9128	2.563854
5851.0652	2.537603
5851.2176	2.527037
5851.37	2.524455
5851.5224	2.524947
5851.6748	2.496025
5851.8272	2.462455
5851.9796	2.429224
5852.132	2.426514
5852.2844	2.518474
5852.4368	2.557185
5852.5892	2.565031
5852.7416	2.559182
5852.894	2.558449
5853.0464	2.560306
5853.1988	2.565643
5853.3512	2.576684
5853.5036	2.556632
5853.656	2.483683
5853.8084	2.447935
5853.9608	2.411858
5854.1132	2.417067
5854.2656	2.426631
5854.418	2.421452
5854.5704	2.447126
5854.7228	2.497794
5854.8752	2.577857
5855.0276	2.640634
5855.18	2.67483
5855.3324	2.654379
5855.4848	2.579384
5855.6372	2.518746
5855.7896	2.432611
5855.942	2.405552
5856.0944	2.39686
5856.2468	2.439912
5856.3992	2.466877
5856.5516	2.481547
5856.704	2.499561
5856.8564	2.520525
5857.0088	2.50728
5857.1612	2.483873
5857.3136	2.499098
5857.466	2.521118
5857.6184	2.539905
5857.7708	2.56563
5857.9232	2.581943
5858.0756	2.580437
5858.228	2.576687
5858.3804	2.576847
5858.5328	2.570576
5858.6852	2.535404
5858.8376	2.510924
5858.99	2.500105
5859.1424	2.48761
5859.2948	2.470353
5859.4472	2.452137
5859.5996	2.453118
5859.752	2.482168
5859.9044	2.503193
5860.0568	2.56043
5860.2092	2.580489
5860.3616	2.577209
5860.514	2.572631
5860.6664	2.552895
5860.8188	2.53338
5860.9712	2.536995
5861.1236	2.541091
5861.276	2.506011
5861.4284	2.471816
5861.5808	2.433932
5861.7332	2.421546
5861.8856	2.466669
5862.038	2.550998
5862.1904	2.6167
5862.3428	2.633735
5862.4952	2.624836
5862.6476	2.584827
5862.8	2.556963
5862.9524	2.541023
5863.1048	2.52525
5863.2572	2.478283
5863.4096	2.44183
5863.562	2.468296
5863.7144	2.532527
5863.8668	2.625551
5864.0192	2.686012
5864.1716	2.692528
5864.324	2.686022
5864.4764	2.688804
5864.6288	2.686297
5864.7812	2.66352
5864.9336	2.634772
5865.086	2.584684
5865.2384	2.561904
5865.3908	2.556076
5865.5432	2.546083
5865.6956	2.527313
5865.848	2.493741
5866.0004	2.476622
5866.1528	2.475639
5866.3052	2.487828
5866.4576	2.532934
5866.61	2.585915
5866.7624	2.63053
5866.9148	2.630742
5867.0672	2.619988
5867.2196	2.60359
5867.372	2.583147
5867.5244	2.582108
5867.6768	2.590768
5867.8292	2.593313
5867.9816	2.586917
5868.134	2.579831
5868.2864	2.572853
5868.4388	2.56495
5868.5912	2.562995
5868.7436	2.566778
5868.896	2.56176
5869.0484	2.542721
5869.2008	2.537442
5869.3532	2.524251
5869.5056	2.516854
5869.658	2.484501
5869.8104	2.452534
5869.9628	2.413804
5870.1152	2.409842
5870.2676	2.429808
5870.42	2.47265
5870.5724	2.510114
5870.7248	2.526041
5870.8772	2.576947
5871.0296	2.602695
5871.182	2.597918
5871.3344	2.595679
5871.4868	2.592986
5871.6392	2.58727
5871.7916	2.578656
5871.944	2.569678
5872.0964	2.572437
5872.2488	2.57165
5872.4012	2.566415
5872.5536	2.551023
5872.706	2.545204
5872.8584	2.545023
5873.0108	2.531898
5873.1632	2.488379
5873.3156	2.460341
5873.468	2.423412
5873.6204	2.400299
5873.7728	2.399819
5873.9252	2.424212
5874.0776	2.476957
5874.23	2.507925
5874.3824	2.517343
5874.5348	2.518564
5874.6872	2.523034
5874.8396	2.53034
5874.992	2.526413
5875.1444	2.513419
5875.2968	2.530494
5875.4492	2.554648
5875.6016	2.550147
5875.754	2.532719
5875.9064	2.52952
5876.0588	2.51249
5876.2112	2.520338
5876.3636	2.615372
5876.516	2.680474
5876.6684	2.698027
5876.8208	2.671311
5876.9732	2.582305
5877.1256	2.497692
5877.278	2.411928
5877.4304	2.400473
5877.5828	2.446822
5877.7352	2.48624
5877.8876	2.52783
5878.04	2.553513
5878.1924	2.569942
5878.3448	2.571021
5878.4972	2.561277
5878.6496	2.53631
5878.802	2.511604
5878.9544	2.479506
5879.1068	2.483141
5879.2592	2.488434
5879.4116	2.492087
5879.564	2.499155
5879.7164	2.505653
5879.8688	2.510619
5880.0212	2.497539
5880.1736	2.48267
5880.326	2.482483
5880.4784	2.498682
5880.6308	2.518738
5880.7832	2.538173
5880.9356	2.540866
5881.088	2.549077
5881.2404	2.560409
5881.3928	2.574124
5881.5452	2.601861
5881.6976	2.601094
5881.85	2.573571
5882.0024	2.564996
5882.1548	2.564027
5882.3072	2.554851
5882.4596	2.533938
5882.612	2.527284
5882.7644	2.523212
5882.9168	2.524731
5883.0692	2.524158
5883.2216	2.513451
5883.374	2.491162
5883.5264	2.487909
5883.6788	2.477206
5883.8312	2.478921
5883.9836	2.496626
5884.136	2.520622
5884.2884	2.549262
5884.4408	2.55379
5884.5932	2.549101
5884.7456	2.545796
5884.898	2.551499
5885.0504	2.541749
5885.2028	2.534465
5885.3552	2.531425
5885.5076	2.535721
5885.66	2.536466
5885.8124	2.531543
5885.9648	2.514843
5886.1172	2.510694
5886.2696	2.50863
5886.422	2.500853
5886.5744	2.479207
5886.7268	2.454055
5886.8792	2.449487
5887.0316	2.446277
5887.184	2.436711
5887.3364	2.462712
5887.4888	2.525406
5887.6412	2.552833
5887.7936	2.553573
5887.946	2.515365
5888.0984	2.49605
5888.2508	2.555825
5888.4032	2.58681
5888.5556	2.571373
5888.708	2.540048
5888.8604	2.51195
5889.0128	2.504614
5889.1652	2.500277
5889.3176	2.506102
5889.47	2.525471
5889.6224	2.534232
5889.7748	2.519271
5889.9272	2.485858
5890.0796	2.433924
5890.232	2.414069
5890.3844	2.420946
5890.5368	2.450079
5890.6892	2.502259
5890.8416	2.534554
5890.994	2.551333
5891.1464	2.561388
5891.2988	2.567944
5891.4512	2.568705
5891.6036	2.545171
5891.756	2.466396
5891.9084	2.422085
5892.0608	2.41963
5892.2132	2.428296
5892.3656	2.4462
5892.518	2.481783
5892.6704	2.533624
5892.8228	2.547861
5892.9752	2.544188
5893.1276	2.550173
5893.28	2.555312
5893.4324	2.556275
5893.5848	2.551191
5893.7372	2.547254
5893.8896	2.526637
5894.042	2.492552
5894.1944	2.471139
5894.3468	2.47221
5894.4992	2.456537
5894.6516	2.448093
5894.804	2.479255
5894.9564	2.555637
5895.1088	2.57424
5895.2612	2.561786
5895.4136	2.529328
5895.566	2.478603
5895.7184	2.460312
5895.8708	2.459162
5896.0232	2.452813
5896.1756	2.448956
5896.328	2.4387
5896.4804	2.475828
5896.6328	2.525076
5896.7852	2.56683
5896.9376	2.579132
5897.09	2.573041
5897.2424	2.545819
5897.3948	2.532643
5897.5472	2.515572
5897.6996	2.512856
5897.852	2.497685
5898.0044	2.500122
5898.1568	2.482385
5898.3092	2.456686
5898.4616	2.422595
5898.614	2.421401
5898.7664	2.447292
5898.9188	2.456175
5899.0712	2.416151
5899.2236	2.391403
5899.376	2.404473
5899.5284	2.438332
5899.6808	2.49464
5899.8332	2.537656
5899.9856	2.549403
5900.138	2.531111
5900.2904	2.502653
5900.4428	2.469873
5900.5952	2.460764
5900.7476	2.457159
5900.9	2.455724
5901.0524	2.43136
5901.2048	2.44055
5901.3572	2.499266
5901.5096	2.549433
5901.662	2.5612
5901.8144	2.540959
5901.9668	2.529297
5902.1192	2.547453
5902.2716	2.538446
5902.424	2.495016
5902.5764	2.499713
5902.7288	2.521977
5902.8812	2.54269
5903.0336	2.561482
5903.186	2.555185
5903.3384	2.53487
5903.4908	2.515352
5903.6432	2.499588
5903.7956	2.488144
5903.948	2.497564
5904.1004	2.511235
5904.2528	2.524949
5904.4052	2.519416
5904.5576	2.480892
5904.71	2.439639
5904.8624	2.38134
5905.0148	2.375365
5905.1672	2.40061
5905.3196	2.435958
5905.472	2.510078
5905.6244	2.558924
5905.7768	2.570395
5905.9292	2.560366
5906.0816	2.543374
5906.234	2.537389
5906.3864	2.489635
5906.5388	2.433299
5906.6912	2.399325
5906.8436	2.376552
5906.996	2.374276
5907.1484	2.375851
5907.3008	2.395392
5907.4532	2.410136
5907.6056	2.416947
5907.758	2.445916
5907.9104	2.473336
5908.0628	2.536586
5908.2152	2.552508
5908.3676	2.536205
5908.52	2.532865
5908.6724	2.491574
5908.8248	2.448991
5908.9772	2.415071
5909.1296	2.407012
5909.282	2.410724
5909.4344	2.403854
5909.5868	2.37771
5909.7392	2.379055
5909.8916	2.385221
5910.044	2.42684
5910.1964	2.453854
5910.3488	2.470734
5910.5012	2.456224
5910.6536	2.422228
5910.806	2.402289
5910.9584	2.396079
5911.1108	2.42549
5911.2632	2.504316
5911.4156	2.53242
5911.568	2.524778
5911.7204	2.517483
5911.8728	2.517902
5912.0252	2.527645
5912.1776	2.535969
5912.33	2.532162
5912.4824	2.527884
5912.6348	2.535425
5912.7872	2.506388
5912.9396	2.471153
5913.092	2.457688
5913.2444	2.451643
5913.3968	2.447139
5913.5492	2.492522
5913.7016	2.523964
5913.854	2.55026
5914.0064	2.549475
5914.1588	2.55065
5914.3112	2.552163
5914.4636	2.54391
5914.616	2.519138
5914.7684	2.479742
5914.9208	2.463248
5915.0732	2.460333
5915.2256	2.457026
5915.378	2.485011
5915.5304	2.526514
5915.6828	2.583225
5915.8352	2.562129
5915.9876	2.47983
5916.14	2.478584
5916.2924	2.503694
5916.4448	2.536432
5916.5972	2.558149
5916.7496	2.49426
5916.902	2.443482
5917.0544	2.439544
5917.2068	2.463491
5917.3592	2.50068
5917.5116	2.517392
5917.664	2.526582
5917.8164	2.528519
5917.9688	2.531144
5918.1212	2.52759
5918.2736	2.505215
5918.426	2.478402
5918.5784	2.428552
5918.7308	2.397551
5918.8832	2.407998
5919.0356	2.42883
5919.188	2.446984
5919.3404	2.464943
5919.4928	2.4982
5919.6452	2.53232
5919.7976	2.536391
5919.95	2.533858
5920.1024	2.530758
5920.2548	2.5193
5920.4072	2.501901
5920.5596	2.448706
5920.712	2.430181
5920.8644	2.442423
5921.0168	2.426522
5921.1692	2.412343
5921.3216	2.424431
5921.474	2.469822
5921.6264	2.494081
5921.7788	2.498484
5921.9312	2.481519
5922.0836	2.475954
5922.236	2.483378
5922.3884	2.501222
5922.5408	2.528038
5922.6932	2.560041
5922.8456	2.557518
5922.998	2.495129
5923.1504	2.414344
5923.3028	2.421259
5923.4552	2.448523
5923.6076	2.470144
5923.76	2.489171
5923.9124	2.496211
5924.0648	2.520622
5924.2172	2.534694
5924.3696	2.548763
5924.522	2.565152
5924.6744	2.560955
5924.8268	2.54009
5924.9792	2.521134
5925.1316	2.519125
5925.284	2.505445
5925.4364	2.497744
5925.5888	2.485473
5925.7412	2.469483
5925.8936	2.46187
5926.046	2.475863
5926.1984	2.476164
5926.3508	2.416322
5926.5032	2.38963
5926.6556	2.407531
5926.808	2.448572
5926.9604	2.515767
5927.1128	2.53923
5927.2652	2.529653
5927.4176	2.519127
5927.57	2.524245
5927.7224	2.536394
5927.8748	2.545323
5928.0272	2.545657
5928.1796	2.541228
5928.332	2.540351
5928.4844	2.540516
5928.6368	2.541927
5928.7892	2.533025
5928.9416	2.506405
5929.094	2.491344
5929.2464	2.483981
5929.3988	2.488665
5929.5512	2.539242
5929.7036	2.530153
5929.856	2.423368
5930.0084	2.387841
5930.1608	2.401232
5930.3132	2.42931
5930.4656	2.48653
5930.618	2.532579
5930.7704	2.566448
5930.9228	2.571892
5931.0752	2.564423
5931.2276	2.549393
5931.38	2.517552
5931.5324	2.488555
5931.6848	2.40307
5931.8372	2.361039
5931.9896	2.363858
5932.142	2.395528
5932.2944	2.462454
5932.4468	2.556739
5932.5992	2.579144
5932.7516	2.599406
5932.904	2.589985
5933.0564	2.552065
5933.2088	2.538628
5933.3612	2.527356
5933.5136	2.518154
5933.666	2.467352
5933.8184	2.422613
5933.9708	2.406572
5934.1232	2.427802
5934.2756	2.490316
5934.428	2.537058
5934.5804	2.55629
5934.7328	2.552628
5934.8852	2.520002
5935.0376	2.487244
5935.19	2.464428
5935.3424	2.425105
5935.4948	2.429043
5935.6472	2.481598
5935.7996	2.48765
5935.952	2.430436
5936.1044	2.414305
5936.2568	2.432373
5936.4092	2.480094
5936.5616	2.5243
5936.714	2.529441
5936.8664	2.523545
5937.0188	2.49405
5937.1712	2.440764
5937.3236	2.410671
5937.476	2.425431
5937.6284	2.484524
5937.7808	2.609755
5937.9332	2.67064
5938.0856	2.650833
5938.238	2.608772
5938.3904	2.593221
5938.5428	2.588415
5938.6952	2.577588
5938.8476	2.555323
5939	2.533265
5939.1524	2.537798
5939.3048	2.553468
5939.4572	2.56127
5939.6096	2.555301
5939.762	2.536652
5939.9144	2.515812
5940.0668	2.47705
5940.2192	2.44571
5940.3716	2.407312
5940.524	2.393535
5940.6764	2.442266
5940.8288	2.470882
5940.9812	2.483129
5941.1336	2.472024
5941.286	2.491402
5941.4384	2.515582
5941.5908	2.528126
5941.7432	2.531196
5941.8956	2.520354
5942.048	2.458156
5942.2004	2.423187
5942.3528	2.429246
5942.5052	2.484902
5942.6576	2.570265
5942.81	2.591862
5942.9624	2.569323
5943.1148	2.543184
5943.2672	2.516182
5943.4196	2.503966
5943.572	2.501134
5943.7244	2.509586
5943.8768	2.499435
5944.0292	2.471603
5944.1816	2.416787
5944.334	2.404491
5944.4864	2.462372
5944.6388	2.479217
5944.7912	2.476999
5944.9436	2.513904
5945.096	2.551769
5945.2484	2.546191
5945.4008	2.520197
5945.5532	2.504173
5945.7056	2.484106
5945.858	2.463995
5946.0104	2.466849
5946.1628	2.487439
5946.3152	2.498105
5946.4676	2.525271
5946.62	2.521096
5946.7724	2.52808
5946.9248	2.542592
5947.0772	2.540554
5947.2296	2.531872
5947.382	2.52729
5947.5344	2.532996
5947.6868	2.539789
5947.8392	2.534843
5947.9916	2.528417
5948.144	2.5173
5948.2964	2.503829
5948.4488	2.484819
5948.6012	2.484136
5948.7536	2.475405
5948.906	2.458648
5949.0584	2.43833
5949.2108	2.449501
5949.3632	2.490416
5949.5156	2.537036
5949.668	2.588754
5949.8204	2.589844
5949.9728	2.586447
5950.1252	2.587323
5950.2776	2.556093
5950.43	2.527146
5950.5824	2.493901
5950.7348	2.455516
5950.8872	2.425659
5951.0396	2.439076
5951.192	2.47427
5951.3444	2.568195
5951.4968	2.624478
5951.6492	2.655154
5951.8016	2.663551
5951.954	2.662298
5952.1064	2.645428
5952.2588	2.587014
5952.4112	2.545876
5952.5636	2.529744
5952.716	2.531106
5952.8684	2.538719
5953.0208	2.544803
5953.1732	2.555218
5953.3256	2.562197
5953.478	2.543966
5953.6304	2.527283
5953.7828	2.505112
5953.9352	2.4694
5954.0876	2.412759
5954.24	2.405614
5954.3924	2.421387
5954.5448	2.463685
5954.6972	2.482399
5954.8496	2.508549
5955.002	2.538338
5955.1544	2.590187
5955.3068	2.572844
5955.4592	2.518223
5955.6116	2.530057
5955.764	2.584792
5955.9164	2.623598
5956.0688	2.637518
5956.2212	2.616654
5956.3736	2.547821
5956.526	2.508945
5956.6784	2.498829
5956.8308	2.488
5956.9832	2.458742
5957.1356	2.461177
5957.288	2.471387
5957.4404	2.50844
5957.5928	2.543315
5957.7452	2.547031
5957.8976	2.560706
5958.05	2.602479
5958.2024	2.599581
5958.3548	2.580618
5958.5072	2.573259
5958.6596	2.55312
5958.812	2.540608
5958.9644	2.5357
5959.1168	2.534594
5959.2692	2.517032
5959.4216	2.50765
5959.574	2.503016
5959.7264	2.497031
5959.8788	2.481283
5960.0312	2.462483
5960.1836	2.449944
5960.336	2.460677
5960.4884	2.470921
5960.6408	2.478267
5960.7932	2.493613
5960.9456	2.548549
5961.098	2.586299
5961.2504	2.596899
5961.4028	2.573938
5961.5552	2.542262
5961.7076	2.536573
5961.86	2.546849
5962.0124	2.545817
5962.1648	2.54392
5962.3172	2.540295
5962.4696	2.528647
5962.622	2.514934
5962.7744	2.495516
5962.9268	2.479117
5963.0792	2.471959
5963.2316	2.480321
5963.384	2.493007
5963.5364	2.49849
5963.6888	2.493475
5963.8412	2.485725
5963.9936	2.47864
5964.146	2.505867
5964.2984	2.546483
5964.4508	2.599226
5964.6032	2.617394
5964.7556	2.597631
5964.908	2.557657
5965.0604	2.513675
5965.2128	2.518253
5965.3652	2.527069
5965.5176	2.539513
5965.67	2.547857
5965.8224	2.535861
5965.9748	2.504104
5966.1272	2.475064
5966.2796	2.427106
5966.432	2.394371
5966.5844	2.397738
5966.7368	2.417273
5966.8892	2.461107
5967.0416	2.495604
5967.194	2.5178
5967.3464	2.519686
5967.4988	2.522698
5967.6512	2.531474
5967.8036	2.520046
5967.956	2.49766
5968.1084	2.496224
5968.2608	2.500127
5968.4132	2.496394
5968.5656	2.47824
5968.718	2.474916
5968.8704	2.479209
5969.0228	2.486993
5969.1752	2.493923
5969.3276	2.485127
5969.48	2.471346
5969.6324	2.475116
5969.7848	2.489082
5969.9372	2.492964
5970.0896	2.485477
5970.242	2.477101
5970.3944	2.46147
5970.5468	2.435536
5970.6992	2.440807
5970.8516	2.488416
5971.004	2.53612
5971.1564	2.546083
5971.3088	2.535296
5971.4612	2.540056
5971.6136	2.552548
5971.766	2.553747
5971.9184	2.557277
5972.0708	2.576846
5972.2232	2.584935
5972.3756	2.585097
5972.528	2.585056
5972.6804	2.565865
5972.8328	2.537388
5972.9852	2.498217
5973.1376	2.484311
5973.29	2.468423
5973.4424	2.438766
5973.5948	2.435734
5973.7472	2.440828
5973.8996	2.465124
5974.052	2.476761
5974.2044	2.479976
5974.3568	2.474365
5974.5092	2.481061
5974.6616	2.509039
5974.814	2.523443
5974.9664	2.533041
5975.1188	2.520388
5975.2712	2.495684
5975.4236	2.48679
5975.576	2.492423
5975.7284	2.484913
5975.8808	2.471603
5976.0332	2.467696
5976.1856	2.465466
5976.338	2.461359
5976.4904	2.457087
5976.6428	2.431682
5976.7952	2.40517
5976.9476	2.381292
5977.1	2.397931
5977.2524	2.450934
5977.4048	2.46849
5977.5572	2.486983
5977.7096	2.502486
5977.862	2.527129
5978.0144	2.540423
5978.1668	2.5425
5978.3192	2.528288
5978.4716	2.506996
5978.624	2.490633
5978.7764	2.470304
5978.9288	2.477565
5979.0812	2.466094
5979.2336	2.44658
5979.386	2.434959
5979.5384	2.441363
5979.6908	2.441626
5979.8432	2.451113
5979.9956	2.453681
5980.148	2.453985
5980.3004	2.45613
5980.4528	2.43104
5980.6052	2.419655
5980.7576	2.414991
5980.91	2.412614
5981.0624	2.412383
5981.2148	2.418378
5981.3672	2.450902
5981.5196	2.479462
5981.672	2.478952
5981.8244	2.458961
5981.9768	2.472852
5982.1292	2.502132
5982.2816	2.498136
5982.434	2.475621
5982.5864	2.451519
5982.7388	2.453483
5982.8912	2.461526
5983.0436	2.486253
5983.196	2.490049
5983.3484	2.459579
5983.5008	2.447917
5983.6532	2.436437
5983.8056	2.433937
5983.958	2.448979
5984.1104	2.444821
5984.2628	2.41729
5984.4152	2.423213
5984.5676	2.415356
5984.72	2.401906
5984.8724	2.402243
5985.0248	2.41521
5985.1772	2.428565
5985.3296	2.440271
5985.482	2.439457
5985.6344	2.437717
5985.7868	2.439059
5985.9392	2.448547
5986.0916	2.460289
5986.244	2.475344
5986.3964	2.478484
5986.5488	2.474448
5986.7012	2.477991
5986.8536	2.471515
5987.006	2.469583
5987.1584	2.491707
5987.3108	2.505732
5987.4632	2.502162
5987.6156	2.48294
5987.768	2.461927
5987.9204	2.454899
5988.0728	2.456146
5988.2252	2.474909
5988.3776	2.469697
5988.53	2.464675
5988.6824	2.476395
5988.8348	2.488399
5988.9872	2.514843
5989.1396	2.509998
5989.292	2.472609
5989.4444	2.449772
5989.5968	2.475236
5989.7492	2.495975
5989.9016	2.49725
5990.054	2.510734
5990.2064	2.514958
5990.3588	2.509658
5990.5112	2.506763
5990.6636	2.484769
5990.816	2.477329
5990.9684	2.497144
5991.1208	2.526952
5991.2732	2.558278
5991.4256	2.567188
5991.578	2.505956
5991.7304	2.463177
5991.8828	2.450285
5992.0352	2.458569
5992.1876	2.509412
5992.34	2.527481
5992.4924	2.507001
5992.6448	2.497175
5992.7972	2.510546
5992.9496	2.522984
5993.102	2.522593
5993.2544	2.507519
5993.4068	2.505351
5993.5592	2.558151
5993.7116	2.591233
5993.864	2.597762
5994.0164	2.582102
5994.1688	2.553659
5994.3212	2.534645
5994.4736	2.528975
5994.626	2.519796
5994.7784	2.499359
5994.9308	2.492996
5995.0832	2.496696
5995.2356	2.522072
5995.388	2.568166
5995.5404	2.574793
5995.6928	2.578834
5995.8452	2.586534
5995.9976	2.597891
5996.15	2.584073
5996.3024	2.558488
5996.4548	2.525238
5996.6072	2.509825
5996.7596	2.523194
5996.912	2.55231
5997.0644	2.592985
5997.2168	2.611077
5997.3692	2.613282
5997.5216	2.596898
5997.674	2.596563
5997.8264	2.606753
5997.9788	2.585358
5998.1312	2.549589
5998.2836	2.531046
5998.436	2.527166
5998.5884	2.540526
5998.7408	2.545952
5998.8932	2.549371
5999.0456	2.54696
5999.198	2.550196
5999.3504	2.568268
5999.5028	2.571225
5999.6552	2.55044
5999.8076	2.544806
5999.96	2.575718
6000.1124	2.600252
6000.2648	2.607417
6000.4172	2.590822
6000.5696	2.557551
6000.722	2.542263
6000.8744	2.531631
6001.0268	2.515061
6001.1792	2.538083
6001.3316	2.542917
6001.484	2.531426
6001.6364	2.526581
6001.7888	2.535641
6001.9412	2.543274
6002.0936	2.554172
6002.246	2.576468
6002.3984	2.577418
6002.5508	2.56729
6002.7032	2.576702
6002.8556	2.591857
6003.008	2.597097
6003.1604	2.612697
6003.3128	2.615166
6003.4652	2.598999
6003.6176	2.581597
6003.77	2.575603
6003.9224	2.574438
6004.0748	2.566225
6004.2272	2.553688
6004.3796	2.538451
6004.532	2.533483
6004.6844	2.541019
6004.8368	2.529834
6004.9892	2.513276
6005.1416	2.531784
6005.294	2.559926
6005.4464	2.591854
6005.5988	2.579972
6005.7512	2.528471
6005.9036	2.526719
6006.056	2.530116
6006.2084	2.526727
6006.3608	2.531845
6006.5132	2.537186
6006.6656	2.532551
6006.818	2.524296
6006.9704	2.510944
6007.1228	2.49834
6007.2752	2.477661
6007.4276	2.459805
6007.58	2.451408
6007.7324	2.459628
6007.8848	2.484405
6008.0372	2.487414
6008.1896	2.480823
6008.342	2.48654
6008.4944	2.479013
6008.6468	2.486876
6008.7992	2.511362
6008.9516	2.548247
6009.104	2.555878
6009.2564	2.536327
6009.4088	2.536491
6009.5612	2.542256
6009.7136	2.545283
6009.866	2.56143
6010.0184	2.574377
6010.1708	2.598124
6010.3232	2.615137
6010.4756	2.604395
6010.628	2.574305
6010.7804	2.551741
6010.9328	2.54561
6011.0852	2.529096
6011.2376	2.526889
6011.39	2.530212
6011.5424	2.539723
6011.6948	2.541105
6011.8472	2.58031
6011.9996	2.612195
6012.152	2.600319
6012.3044	2.576044
6012.4568	2.52818
6012.6092	2.509332
6012.7616	2.537309
6012.914	2.564522
6013.0664	2.57099
6013.2188	2.562848
6013.3712	2.55963
6013.5236	2.567481
6013.676	2.540087
6013.8284	2.49364
6013.9808	2.475812
6014.1332	2.478799
6014.2856	2.486827
6014.438	2.515627
6014.5904	2.551002
6014.7428	2.574136
6014.8952	2.574728
6015.0476	2.564524
6015.2	2.55656
6015.3524	2.558303
6015.5048	2.564996
6015.6572	2.553353
6015.8096	2.535602
6015.962	2.531968
6016.1144	2.526125
6016.2668	2.507538
6016.4192	2.50356
6016.5716	2.498669
6016.724	2.501145
6016.8764	2.549238
6017.0288	2.581424
6017.1812	2.536571
6017.3336	2.494333
6017.486	2.494311
6017.6384	2.516061
6017.7908	2.528596
6017.9432	2.52211
6018.0956	2.51259
6018.248	2.496132
6018.4004	2.513072
6018.5528	2.560237
6018.7052	2.593681
6018.8576	2.599177
6019.01	2.566298
6019.1624	2.533944
6019.3148	2.532925
6019.4672	2.532319
6019.6196	2.525896
6019.772	2.523716
6019.9244	2.517488
6020.0768	2.505924
6020.2292	2.491193
6020.3816	2.469559
6020.534	2.459747
6020.6864	2.471335
6020.8388	2.488585
6020.9912	2.501403
6021.1436	2.533659
6021.296	2.541548
6021.4484	2.516432
6021.6008	2.509994
6021.7532	2.502888
6021.9056	2.496972
6022.058	2.469232
6022.2104	2.469463
