Profundidade[m]	Densidade_Aparente_Seca[g/cm3]
5467.6268	2.413757
5467.7792	2.405474
5467.9316	2.384807
5468.084	2.303988
5468.2364	2.240827
5468.3888	2.191436
5468.5412	2.152173
5468.6936	2.121186
5468.846	2.140653
5468.9984	2.186557
5469.1508	2.29803
5469.3032	2.348463
5469.4556	2.309217
5469.608	2.270571
5469.7604	2.281751
5469.9128	2.361768
5470.0652	2.455496
5470.2176	2.472448
5470.37	2.478498
5470.5224	2.487663
5470.6748	2.480836
5470.8272	2.446179
5470.9796	2.360295
5471.132	2.315634
5471.2844	2.30716
5471.4368	2.304016
5471.5892	2.28858
5471.7416	2.283512
5471.894	2.273054
5472.0464	2.275761
5472.1988	2.32416
5472.3512	2.454829
5472.5036	2.511266
5472.656	2.502573
5472.8084	2.447957
5472.9608	2.3699
5473.1132	2.355026
5473.2656	2.358092
5473.418	2.369591
5473.5704	2.405103
5473.7228	2.462567
5473.8752	2.558889
5474.0276	2.576946
5474.18	2.511294
5474.3324	2.458928
5474.4848	2.463832
5474.6372	2.483801
5474.7896	2.426157
5474.942	2.39948
5475.0944	2.43536
5475.2468	2.520017
5475.3992	2.535591
5475.5516	2.545523
5475.704	2.548418
5475.8564	2.47854
5476.0088	2.420993
5476.1612	2.382638
5476.3136	2.392808
5476.466	2.417327
5476.6184	2.402527
5476.7708	2.387929
5476.9232	2.420325
5477.0756	2.488623
5477.228	2.471815
5477.3804	2.350107
5477.5328	2.290302
5477.6852	2.297785
5477.8376	2.339171
5477.99	2.352561
5478.1424	2.359571
5478.2948	2.406759
5478.4472	2.529797
5478.5996	2.56125
5478.752	2.47199
5478.9044	2.385284
5479.0568	2.327004
5479.2092	2.333426
5479.3616	2.413211
5479.514	2.517264
5479.6664	2.594317
5479.8188	2.587975
5479.9712	2.535995
5480.1236	2.512456
5480.276	2.476989
5480.4284	2.410909
5480.5808	2.354144
5480.7332	2.371661
5480.8856	2.446279
5481.038	2.449299
5481.1904	2.368864
5481.3428	2.321155
5481.4952	2.2915
5481.6476	2.264137
5481.8	2.257273
5481.9524	2.314953
5482.1048	2.407412
5482.2572	2.522932
5482.4096	2.516947
5482.562	2.415252
5482.7144	2.338133
5482.8668	2.311922
5483.0192	2.354786
5483.1716	2.395515
5483.324	2.431077
5483.4764	2.507359
5483.6288	2.553712
5483.7812	2.543325
5483.9336	2.502339
5484.086	2.42059
5484.2384	2.388862
5484.3908	2.37991
5484.5432	2.376802
5484.6956	2.368569
5484.848	2.36126
5485.0004	2.34599
5485.1528	2.304469
5485.3052	2.289025
5485.4576	2.230976
5485.61	2.178398
5485.7624	2.150705
5485.9148	2.174738
5486.0672	2.201077
5486.2196	2.245222
5486.372	2.317069
5486.5244	2.361522
5486.6768	2.383344
5486.8292	2.394907
5486.9816	2.413391
5487.134	2.42633
5487.2864	2.443854
5487.4388	2.436803
5487.5912	2.401031
5487.7436	2.368819
5487.896	2.378054
5488.0484	2.390792
5488.2008	2.400193
5488.3532	2.41784
5488.5056	2.424129
5488.658	2.417363
5488.8104	2.403765
5488.9628	2.379479
5489.1152	2.367871
5489.2676	2.382851
5489.42	2.400725
5489.5724	2.399965
5489.7248	2.412509
5489.8772	2.405326
5490.0296	2.370318
5490.182	2.304532
5490.3344	2.291554
5490.4868	2.340563
5490.6392	2.382774
5490.7916	2.410227
5490.944	2.455672
5491.0964	2.48355
5491.2488	2.497
5491.4012	2.467335
5491.5536	2.406297
5491.706	2.388171
5491.8584	2.388142
5492.0108	2.384694
5492.1632	2.402633
5492.3156	2.42283
5492.468	2.429408
5492.6204	2.409193
5492.7728	2.377955
5492.9252	2.368935
5493.0776	2.387771
5493.23	2.429093
5493.3824	2.474927
5493.5348	2.48123
5493.6872	2.451843
5493.8396	2.433878
5493.992	2.417764
5494.1444	2.41895
5494.2968	2.450493
5494.4492	2.530693
5494.6016	2.560272
5494.754	2.519304
5494.9064	2.467298
5495.0588	2.427897
5495.2112	2.418079
5495.3636	2.421714
5495.516	2.439855
5495.6684	2.471299
5495.8208	2.483514
5495.9732	2.464811
5496.1256	2.457142
5496.278	2.454548
5496.4304	2.452421
5496.5828	2.452251
5496.7352	2.458514
5496.8876	2.483473
5497.04	2.499984
5497.1924	2.4844
5497.3448	2.454795
5497.4972	2.470136
5497.6496	2.470806
5497.802	2.453115
5497.9544	2.433775
5498.1068	2.443938
5498.2592	2.474473
5498.4116	2.491766
5498.564	2.460446
5498.7164	2.436278
5498.8688	2.442013
5499.0212	2.477093
5499.1736	2.529848
5499.326	2.545488
5499.4784	2.509414
5499.6308	2.482641
5499.7832	2.487607
5499.9356	2.491975
5500.088	2.467921
5500.2404	2.467743
5500.3928	2.464233
5500.5452	2.41689
5500.6976	2.392106
5500.85	2.398009
5501.0024	2.415247
5501.1548	2.46597
5501.3072	2.459789
5501.4596	2.359436
5501.612	2.308599
5501.7644	2.274965
5501.9168	2.262352
5502.0692	2.206745
5502.2216	2.166402
5502.374	2.152647
5502.5264	2.174457
5502.6788	2.303372
5502.8312	2.398272
5502.9836	2.477525
5503.136	2.495975
5503.2884	2.483919
5503.4408	2.48157
5503.5932	2.479609
5503.7456	2.445089
5503.898	2.430115
5504.0504	2.429487
5504.2028	2.436777
5504.3552	2.429733
5504.5076	2.437534
5504.66	2.458662
5504.8124	2.451294
5504.9648	2.420961
5505.1172	2.415992
5505.2696	2.43592
5505.422	2.458557
5505.5744	2.449033
5505.7268	2.422219
5505.8792	2.370807
5506.0316	2.357474
5506.184	2.376679
5506.3364	2.402162
5506.4888	2.466827
5506.6412	2.477235
5506.7936	2.443078
5506.946	2.385449
5507.0984	2.360807
5507.2508	2.352655
5507.4032	2.353204
5507.5556	2.369006
5507.708	2.364033
5507.8604	2.367363
5508.0128	2.371389
5508.1652	2.356551
5508.3176	2.35117
5508.47	2.383867
5508.6224	2.433357
5508.7748	2.497574
5508.9272	2.540028
5509.0796	2.519669
5509.232	2.476522
5509.3844	2.45485
5509.5368	2.451689
5509.6892	2.434826
5509.8416	2.410679
5509.994	2.384923
5510.1464	2.359699
5510.2988	2.362031
5510.4512	2.332294
5510.6036	2.304905
5510.756	2.289965
5510.9084	2.272001
5511.0608	2.232646
5511.2132	2.234882
5511.3656	2.280179
5511.518	2.343698
5511.6704	2.473679
5511.8228	2.555082
5511.9752	2.5375
5512.1276	2.419884
5512.28	2.185833
5512.4324	2.058307
5512.5848	1.992769
5512.7372	1.990526
5512.8896	2.024995
5513.042	2.068953
5513.1944	2.134935
5513.3468	2.309928
5513.4992	2.412541
5513.6516	2.460826
5513.804	2.460934
5513.9564	2.427783
5514.1088	2.369605
5514.2612	2.31618
5514.4136	2.275984
5514.566	2.204357
5514.7184	2.173155
5514.8708	2.195502
5515.0232	2.227548
5515.1756	2.259567
5515.328	2.262411
5515.4804	2.260518
5515.6328	2.225494
5515.7852	2.113115
5515.9376	2.057497
5516.09	2.038332
5516.2424	2.047018
5516.3948	2.057805
5516.5472	2.059849
5516.6996	2.065128
5516.852	2.096282
5517.0044	2.135878
5517.1568	2.231014
5517.3092	2.321991
5517.4616	2.477525
5517.614	2.55275
5517.7664	2.577116
5517.9188	2.569236
5518.0712	2.563075
5518.2236	2.564492
5518.376	2.531196
5518.5284	2.4884
5518.6808	2.444617
5518.8332	2.427079
5518.9856	2.42131
5519.138	2.417309
5519.2904	2.421518
5519.4428	2.43181
5519.5952	2.462672
5519.7476	2.521507
5519.9	2.530842
5520.0524	2.512364
5520.2048	2.486001
5520.3572	2.459634
5520.5096	2.475893
5520.662	2.48413
5520.8144	2.454472
5520.9668	2.420083
5521.1192	2.393185
5521.2716	2.321249
5521.424	2.285067
5521.5764	2.29193
5521.7288	2.293112
5521.8812	2.239219
5522.0336	2.196451
5522.186	2.185705
5522.3384	2.183501
5522.4908	2.186856
5522.6432	2.205617
5522.7956	2.226883
5522.948	2.251823
5523.1004	2.268324
5523.2528	2.284912
5523.4052	2.272752
5523.5576	2.2277
5523.71	2.214513
5523.8624	2.247579
5524.0148	2.312825
5524.1672	2.445271
5524.3196	2.521563
5524.472	2.510621
5524.6244	2.489365
5524.7768	2.533015
5524.9292	2.594797
5525.0816	2.628217
5525.234	2.609173
5525.3864	2.507806
5525.5388	2.410958
5525.6912	2.338426
5525.8436	2.336067
5525.996	2.361639
5526.1484	2.332297
5526.3008	2.28898
5526.4532	2.268115
5526.6056	2.283412
5526.758	2.305569
5526.9104	2.324306
5527.0628	2.308803
5527.2152	2.290297
5527.3676	2.295511
5527.52	2.294358
5527.6724	2.264435
5527.8248	2.216926
5527.9772	2.166003
5528.1296	2.192336
5528.282	2.325335
5528.4344	2.445113
5528.5868	2.492927
5528.7392	2.421397
5528.8916	2.325921
5529.044	2.222977
5529.1964	2.207845
5529.3488	2.223576
5529.5012	2.237384
5529.6536	2.257862
5529.806	2.276345
5529.9584	2.315144
5530.1108	2.325936
5530.2632	2.310926
5530.4156	2.303898
5530.568	2.300727
5530.7204	2.323121
5530.8728	2.334256
5531.0252	2.311651
5531.1776	2.271834
5531.33	2.305559
5531.4824	2.466313
5531.6348	2.560587
5531.7872	2.573352
5531.9396	2.529139
5532.092	2.466659
5532.2444	2.385262
5532.3968	2.377863
5532.5492	2.388171
5532.7016	2.406316
5532.854	2.485065
5533.0064	2.51139
5533.1588	2.483713
5533.3112	2.459472
5533.4636	2.446255
5533.616	2.438793
5533.7684	2.424089
5533.9208	2.41061
5534.0732	2.373787
5534.2256	2.335992
5534.378	2.296296
5534.5304	2.269658
5534.6828	2.271176
5534.8352	2.289907
5534.9876	2.320132
5535.14	2.378658
5535.2924	2.45378
5535.4448	2.510622
5535.5972	2.509882
5535.7496	2.475679
5535.902	2.445428
5536.0544	2.469415
5536.2068	2.492405
5536.3592	2.431758
5536.5116	2.360749
5536.664	2.298157
5536.8164	2.283788
5536.9688	2.307686
5537.1212	2.336518
5537.2736	2.368841
5537.426	2.386735
5537.5784	2.389584
5537.7308	2.389962
5537.8832	2.378993
5538.0356	2.359385
5538.188	2.343817
5538.3404	2.352934
5538.4928	2.357169
5538.6452	2.343382
5538.7976	2.332321
5538.95	2.320413
5539.1024	2.323501
5539.2548	2.357751
5539.4072	2.381983
5539.5596	2.383068
5539.712	2.39314
5539.8644	2.41231
5540.0168	2.424701
5540.1692	2.431304
5540.3216	2.43552
5540.474	2.440385
5540.6264	2.442158
5540.7788	2.455503
5540.9312	2.4648
5541.0836	2.431588
5541.236	2.409087
5541.3884	2.436683
5541.5408	2.459
5541.6932	2.458264
5541.8456	2.428323
5541.998	2.416544
5542.1504	2.458859
5542.3028	2.507889
5542.4552	2.540018
5542.6076	2.529519
5542.76	2.487808
5542.9124	2.442117
5543.0648	2.379355
5543.2172	2.368631
5543.3696	2.377215
5543.522	2.385089
5543.6744	2.373464
5543.8268	2.354955
5543.9792	2.343879
5544.1316	2.36682
5544.284	2.417377
5544.4364	2.426351
5544.5888	2.390745
5544.7412	2.353006
5544.8936	2.327099
5545.046	2.329288
5545.1984	2.342507
5545.3508	2.361732
5545.5032	2.35565
5545.6556	2.350445
5545.808	2.343304
5545.9604	2.316438
5546.1128	2.310014
5546.2652	2.352276
5546.4176	2.401237
5546.57	2.412238
5546.7224	2.393182
5546.8748	2.393481
5547.0272	2.396112
5547.1796	2.371717
5547.332	2.351106
5547.4844	2.317635
5547.6368	2.305534
5547.7892	2.323143
5547.9416	2.348999
5548.094	2.355311
5548.2464	2.312991
5548.3988	2.296425
5548.5512	2.329633
5548.7036	2.37263
5548.856	2.416759
5549.0084	2.427094
5549.1608	2.411665
5549.3132	2.409768
5549.4656	2.413986
5549.618	2.421591
5549.7704	2.418982
5549.9228	2.408374
5550.0752	2.390933
5550.2276	2.379935
5550.38	2.396187
5550.5324	2.41
5550.6848	2.41237
5550.8372	2.416861
5550.9896	2.422216
5551.142	2.423248
5551.2944	2.421475
5551.4468	2.418475
5551.5992	2.419282
5551.7516	2.434202
5551.904	2.446936
5552.0564	2.452816
5552.2088	2.452175
5552.3612	2.44834
5552.5136	2.468433
5552.666	2.547457
5552.8184	2.579039
5552.9708	2.527659
5553.1232	2.434357
5553.2756	2.318445
5553.428	2.270471
5553.5804	2.287027
5553.7328	2.319263
5553.8852	2.383185
5554.0376	2.435386
5554.19	2.496584
5554.3424	2.529528
5554.4948	2.557476
5554.6472	2.585967
5554.7996	2.591561
5554.952	2.612628
5555.1044	2.62057
5555.2568	2.554117
5555.4092	2.467591
5555.5616	2.368612
5555.714	2.377919
5555.8664	2.467268
5556.0188	2.511457
5556.1712	2.492581
5556.3236	2.437232
5556.476	2.364138
5556.6284	2.337269
5556.7808	2.374855
5556.9332	2.415945
5557.0856	2.432956
5557.238	2.41192
5557.3904	2.390732
5557.5428	2.40422
5557.6952	2.437404
5557.8476	2.483339
5558	2.493318
5558.1524	2.452345
5558.3048	2.408596
5558.4572	2.352117
5558.6096	2.343355
5558.762	2.372509
5558.9144	2.434246
5559.0668	2.539089
5559.2192	2.578348
5559.3716	2.587687
5559.524	2.565286
5559.6764	2.470817
5559.8288	2.384594
5559.9812	2.339383
5560.1336	2.345509
5560.286	2.382681
5560.4384	2.432921
5560.5908	2.480705
5560.7432	2.513333
5560.8956	2.518264
5561.048	2.516216
5561.2004	2.494081
5561.3528	2.447408
5561.5052	2.442934
5561.6576	2.459303
5561.81	2.472696
5561.9624	2.512561
5562.1148	2.53199
5562.2672	2.50923
5562.4196	2.477094
5562.572	2.443659
5562.7244	2.407035
5562.8768	2.381325
5563.0292	2.410984
5563.1816	2.494101
5563.334	2.542841
5563.4864	2.558352
5563.6388	2.521761
5563.7912	2.453797
5563.9436	2.389926
5564.096	2.424922
5564.2484	2.539683
5564.4008	2.584795
5564.5532	2.595551
5564.7056	2.589362
5564.858	2.551738
5565.0104	2.500654
5565.1628	2.426343
5565.3152	2.407991
5565.4676	2.40588
5565.62	2.415356
5565.7724	2.43567
5565.9248	2.453253
5566.0772	2.468916
5566.2296	2.471287
5566.382	2.447225
5566.5344	2.420647
5566.6868	2.419883
5566.8392	2.436113
5566.9916	2.453362
5567.144	2.475556
5567.2964	2.47186
5567.4488	2.473709
5567.6012	2.519581
5567.7536	2.597674
5567.906	2.590417
5568.0584	2.510262
5568.2108	2.457515
5568.3632	2.432933
5568.5156	2.473254
5568.668	2.545997
5568.8204	2.5793
5568.9728	2.567726
5569.1252	2.534186
5569.2776	2.455247
5569.43	2.404164
5569.5824	2.414256
5569.7348	2.449045
5569.8872	2.498328
5570.0396	2.497128
5570.192	2.464386
5570.3444	2.419081
5570.4968	2.427858
5570.6492	2.451149
5570.8016	2.423193
5570.954	2.280029
5571.1064	2.205118
5571.2588	2.2048
5571.4112	2.257713
5571.5636	2.405233
5571.716	2.507384
5571.8684	2.583323
5572.0208	2.610241
5572.1732	2.615737
5572.3256	2.593486
5572.478	2.511925
5572.6304	2.454706
5572.7828	2.431703
5572.9352	2.433336
5573.0876	2.445609
5573.24	2.466493
5573.3924	2.481751
5573.5448	2.477894
5573.6972	2.451555
5573.8496	2.408722
5574.002	2.404116
5574.1544	2.429748
5574.3068	2.447117
5574.4592	2.466575
5574.6116	2.473423
5574.764	2.446595
5574.9164	2.411824
5575.0688	2.367458
5575.2212	2.344173
5575.3736	2.334892
5575.526	2.344614
5575.6784	2.367882
5575.8308	2.383822
5575.9832	2.402439
5576.1356	2.413143
5576.288	2.415525
5576.4404	2.408255
5576.5928	2.402993
5576.7452	2.413502
5576.8976	2.43109
5577.05	2.463527
5577.2024	2.453809
5577.3548	2.39949
5577.5072	2.373747
5577.6596	2.382938
5577.812	2.428063
5577.9644	2.484824
5578.1168	2.494505
5578.2692	2.449148
5578.4216	2.363145
5578.574	2.248765
5578.7264	2.20641
5578.8788	2.218226
5579.0312	2.24489
5579.1836	2.29119
5579.336	2.278502
5579.4884	2.186972
5579.6408	2.183638
5579.7932	2.22758
5579.9456	2.259371
5580.098	2.245992
5580.2504	2.252485
5580.4028	2.268358
5580.5552	2.257784
5580.7076	2.255491
5580.86	2.253958
5581.0124	2.236544
5581.1648	2.222306
5581.3172	2.233039
5581.4696	2.30622
5581.622	2.413498
5581.7744	2.553106
5581.9268	2.614243
5582.0792	2.60036
5582.2316	2.556831
5582.384	2.450515
5582.5364	2.363418
5582.6888	2.311768
5582.8412	2.300353
5582.9936	2.275506
5583.146	2.23293
5583.2984	2.258613
5583.4508	2.342889
5583.6032	2.35809
5583.7556	2.324565
5583.908	2.318704
5584.0604	2.350435
5584.2128	2.380204
5584.3652	2.349575
5584.5176	2.285197
5584.67	2.231087
5584.8224	2.222194
5584.9748	2.212253
5585.1272	2.206621
5585.2796	2.22071
5585.432	2.251166
5585.5844	2.307771
5585.7368	2.329912
5585.8892	2.35754
5586.0416	2.384569
5586.194	2.403745
5586.3464	2.403304
5586.4988	2.399255
5586.6512	2.424111
5586.8036	2.451208
5586.956	2.461863
5587.1084	2.469563
5587.2608	2.516879
5587.4132	2.53622
5587.5656	2.52785
5587.718	2.50306
5587.8704	2.483208
5588.0228	2.492336
5588.1752	2.485042
5588.3276	2.452123
5588.48	2.434266
5588.6324	2.423053
5588.7848	2.428429
5588.9372	2.433202
5589.0896	2.495411
5589.242	2.557755
5589.3944	2.598985
5589.5468	2.6014
5589.6992	2.596555
5589.8516	2.561884
5590.004	2.517509
5590.1564	2.440129
5590.3088	2.40655
5590.4612	2.380311
5590.6136	2.378981
5590.766	2.367216
5590.9184	2.347927
5591.0708	2.353868
5591.2232	2.384699
5591.3756	2.372921
5591.528	2.341032
5591.6804	2.320729
5591.8328	2.305159
5591.9852	2.276046
5592.1376	2.28962
5592.29	2.400656
5592.4424	2.482417
5592.5948	2.529351
5592.7472	2.517986
5592.8996	2.479936
5593.052	2.450506
5593.2044	2.471946
5593.3568	2.501502
5593.5092	2.505386
5593.6616	2.542318
5593.814	2.567367
5593.9664	2.580932
5594.1188	2.585328
5594.2712	2.580643
5594.4236	2.562527
5594.576	2.527445
5594.7284	2.525971
5594.8808	2.557338
5595.0332	2.564071
5595.1856	2.555618
5595.338	2.550598
5595.4904	2.50091
5595.6428	2.427855
5595.7952	2.365139
5595.9476	2.34188
5596.1	2.35264
5596.2524	2.374753
5596.4048	2.392556
5596.5572	2.423167
5596.7096	2.410905
5596.862	2.393418
5597.0144	2.390125
5597.1668	2.391084
5597.3192	2.409599
5597.4716	2.425586
5597.624	2.427843
5597.7764	2.430562
5597.9288	2.444902
5598.0812	2.510729
5598.2336	2.56521
5598.386	2.587535
5598.5384	2.578888
5598.6908	2.565274
5598.8432	2.547353
5598.9956	2.539205
5599.148	2.544784
5599.3004	2.551547
5599.4528	2.552118
5599.6052	2.548604
5599.7576	2.543024
5599.91	2.54524
5600.0624	2.55669
5600.2148	2.564244
5600.3672	2.562801
5600.5196	2.553377
5600.672	2.536469
5600.8244	2.52871
5600.9768	2.532874
5601.1292	2.547003
5601.2816	2.563508
5601.434	2.566866
5601.5864	2.568608
5601.7388	2.580287
5601.8912	2.59506
5602.0436	2.605786
5602.196	2.604971
5602.3484	2.60143
5602.5008	2.588689
5602.6532	2.5611
5602.8056	2.56319
5602.958	2.579602
5603.1104	2.581232
5603.2628	2.577547
5603.4152	2.578666
5603.5676	2.57695
5603.72	2.576502
5603.8724	2.583296
5604.0248	2.590511
5604.1772	2.587057
5604.3296	2.575637
5604.482	2.55734
5604.6344	2.547725
5604.7868	2.545452
5604.9392	2.556172
5605.0916	2.567416
5605.244	2.562235
5605.3964	2.543129
5605.5488	2.513045
5605.7012	2.512315
5605.8536	2.533993
5606.006	2.545951
5606.1584	2.555692
5606.3108	2.549887
5606.4632	2.538734
5606.6156	2.540738
5606.768	2.54679
5606.9204	2.545172
5607.0728	2.552633
5607.2252	2.555768
5607.3776	2.530637
5607.53	2.495252
5607.6824	2.448284
5607.8348	2.430346
5607.9872	2.441533
5608.1396	2.461476
5608.292	2.470793
5608.4444	2.468326
5608.5968	2.479165
5608.7492	2.506098
5608.9016	2.510856
5609.054	2.514817
5609.2064	2.524776
5609.3588	2.547448
5609.5112	2.555694
5609.6636	2.56064
5609.816	2.557068
5609.9684	2.554835
5610.1208	2.556476
5610.2732	2.554957
5610.4256	2.543172
5610.578	2.516951
5610.7304	2.495758
5610.8828	2.464784
5611.0352	2.451544
5611.1876	2.452844
5611.34	2.444921
5611.4924	2.43841
5611.6448	2.44985
5611.7972	2.459075
5611.9496	2.449214
5612.102	2.446501
5612.2544	2.447883
5612.4068	2.439887
5612.5592	2.420849
5612.7116	2.423919
5612.864	2.441659
5613.0164	2.437748
5613.1688	2.434842
5613.3212	2.452149
5613.4736	2.489043
5613.626	2.492562
5613.7784	2.410025
5613.9308	2.323952
5614.0832	2.254493
5614.2356	2.266645
5614.388	2.350636
5614.5404	2.405855
5614.6928	2.440449
5614.8452	2.473265
5614.9976	2.485355
5615.15	2.486718
5615.3024	2.46697
5615.4548	2.391807
5615.6072	2.340685
5615.7596	2.294322
5615.912	2.292499
5616.0644	2.310072
5616.2168	2.29817
5616.3692	2.275004
5616.5216	2.266594
5616.674	2.274587
5616.8264	2.28353
5616.9788	2.316158
5617.1312	2.366337
5617.2836	2.44836
5617.436	2.477074
5617.5884	2.48702
5617.7408	2.50895
5617.8932	2.529995
5618.0456	2.533143
5618.198	2.523697
5618.3504	2.489368
5618.5028	2.464846
5618.6552	2.44213
5618.8076	2.441745
5618.96	2.457847
5619.1124	2.459419
5619.2648	2.436731
5619.4172	2.42084
5619.5696	2.433301
5619.722	2.465813
5619.8744	2.507881
5620.0268	2.521693
5620.1792	2.52817
5620.3316	2.501946
5620.484	2.385159
5620.6364	2.330973
5620.7888	2.411693
5620.9412	2.474146
5621.0936	2.502266
5621.246	2.456968
5621.3984	2.432405
5621.5508	2.463568
5621.7032	2.481739
5621.8556	2.463407
5622.008	2.43538
5622.1604	2.374245
5622.3128	2.348654
5622.4652	2.374441
5622.6176	2.38713
5622.77	2.396916
5622.9224	2.382655
5623.0748	2.353984
5623.2272	2.354621
5623.3796	2.361364
5623.532	2.375722
5623.6844	2.410586
5623.8368	2.441369
5623.9892	2.471616
5624.1416	2.471093
5624.294	2.467634
5624.4464	2.446863
5624.5988	2.431794
5624.7512	2.412917
5624.9036	2.401402
5625.056	2.397895
5625.2084	2.390807
5625.3608	2.36405
5625.5132	2.340223
5625.6656	2.300748
5625.818	2.278356
5625.9704	2.27654
5626.1228	2.297996
5626.2752	2.392473
5626.4276	2.46327
5626.58	2.523393
5626.7324	2.563187
5626.8848	2.596896
5627.0372	2.574535
5627.1896	2.494801
5627.342	2.465472
5627.4944	2.4454
5627.6468	2.32252
5627.7992	2.243963
5627.9516	2.217143
5628.104	2.230622
5628.2564	2.287719
5628.4088	2.321315
5628.5612	2.319563
5628.7136	2.298257
5628.866	2.285435
5629.0184	2.251497
5629.1708	2.220953
5629.3232	2.23623
5629.4756	2.29128
5629.628	2.326297
5629.7804	2.343049
5629.9328	2.352241
5630.0852	2.368624
5630.2376	2.383051
5630.39	2.354577
5630.5424	2.329701
5630.6948	2.295191
5630.8472	2.238619
5630.9996	2.241883
5631.152	2.248895
5631.3044	2.243283
5631.4568	2.231733
5631.6092	2.240593
5631.7616	2.226122
5631.914	2.218283
5632.0664	2.21119
5632.2188	2.216883
5632.3712	2.231859
5632.5236	2.249273
5632.676	2.31862
5632.8284	2.372732
5632.9808	2.371284
5633.1332	2.325539
5633.2856	2.231143
5633.438	2.168576
5633.5904	2.088048
5633.7428	2.043932
5633.8952	2.04251
5634.0476	2.103583
5634.2	2.155182
5634.3524	2.183637
5634.5048	2.188415
5634.6572	2.178291
5634.8096	2.180553
5634.962	2.179647
5635.1144	2.133934
5635.2668	2.069926
5635.4192	2.113693
5635.5716	2.216105
5635.724	2.242801
5635.8764	2.221273
5636.0288	2.195248
5636.1812	2.21188
5636.3336	2.19854
5636.486	2.181997
5636.6384	2.165465
5636.7908	2.161394
5636.9432	2.149437
5637.0956	2.111646
5637.248	2.129925
5637.4004	2.178832
5637.5528	2.235304
5637.7052	2.267636
5637.8576	2.295531
5638.01	2.287195
5638.1624	2.237216
5638.3148	2.204518
5638.4672	2.182181
5638.6196	2.178157
5638.772	2.215221
5638.9244	2.284475
5639.0768	2.331786
5639.2292	2.334357
5639.3816	2.194887
5639.534	1.97589
5639.6864	1.713174
5639.8388	1.729845
5639.9912	1.917999
5640.1436	2.15075
5640.296	2.172147
5640.4484	2.240595
5640.6008	2.261569
5640.7532	2.271749
5640.9056	2.273495
5641.058	2.278905
5641.2104	2.263957
5641.3628	2.207272
5641.5152	2.200898
5641.6676	2.183651
5641.82	2.154796
5641.9724	2.139881
5642.1248	2.147072
5642.2772	2.198708
5642.4296	2.234417
5642.582	2.226619
5642.7344	2.203946
5642.8868	2.16541
5643.0392	2.183389
5643.1916	2.211981
5643.344	2.248718
5643.4964	2.261864
5643.6488	2.25228
5643.8012	2.250699
5643.9536	2.252701
5644.106	2.254379
5644.2584	2.283733
5644.4108	2.300188
5644.5632	2.265289
5644.7156	2.259528
5644.868	2.278093
5645.0204	2.288149
5645.1728	2.298752
5645.3252	2.307389
5645.4776	2.319848
5645.63	2.328042
5645.7824	2.353295
5645.9348	2.380809
5646.0872	2.401761
5646.2396	2.399775
5646.392	2.38467
5646.5444	2.330519
5646.6968	2.306638
5646.8492	2.320599
5647.0016	2.332581
5647.154	2.363597
5647.3064	2.384561
5647.4588	2.395757
5647.6112	2.394345
5647.7636	2.398197
5647.916	2.375185
5648.0684	2.36216
5648.2208	2.360836
5648.3732	2.371753
5648.5256	2.380387
5648.678	2.37623
5648.8304	2.370199
5648.9828	2.378862
5649.1352	2.378597
5649.2876	2.404237
5649.44	2.411316
5649.5924	2.426171
5649.7448	2.468952
5649.8972	2.488029
5650.0496	2.471408
5650.202	2.450247
5650.3544	2.383755
5650.5068	2.364532
5650.6592	2.390904
5650.8116	2.409447
5650.964	2.442785
5651.1164	2.471389
5651.2688	2.446114
5651.4212	2.388659
5651.5736	2.362698
5651.726	2.379967
5651.8784	2.406617
5652.0308	2.409916
5652.1832	2.41613
5652.3356	2.409802
5652.488	2.387037
5652.6404	2.395357
5652.7928	2.41228
5652.9452	2.415415
5653.0976	2.402731
5653.25	2.406571
5653.4024	2.397534
5653.5548	2.39571
5653.7072	2.386502
5653.8596	2.333461
5654.012	2.284479
5654.1644	2.258457
5654.3168	2.263297
5654.4692	2.284883
5654.6216	2.306511
5654.774	2.333841
5654.9264	2.356005
5655.0788	2.379567
5655.2312	2.383255
5655.3836	2.359059
5655.536	2.318172
5655.6884	2.268983
5655.8408	2.270644
5655.9932	2.286914
5656.1456	2.308251
5656.298	2.316661
5656.4504	2.337453
5656.6028	2.344752
5656.7552	2.350316
5656.9076	2.354752
5657.06	2.351235
5657.2124	2.35229
5657.3648	2.363766
5657.5172	2.370299
5657.6696	2.376551
5657.822	2.387694
5657.9744	2.386
5658.1268	2.378402
5658.2792	2.369967
5658.4316	2.373989
5658.584	2.399416
5658.7364	2.424202
5658.8888	2.450775
5659.0412	2.480459
5659.1936	2.535508
5659.346	2.544447
5659.4984	2.499362
5659.6508	2.477863
5659.8032	2.490992
5659.9556	2.494963
5660.108	2.503544
5660.2604	2.539997
5660.4128	2.556964
5660.5652	2.568577
5660.7176	2.563766
5660.87	2.548674
5661.0224	2.522846
5661.1748	2.500171
5661.3272	2.498943
5661.4796	2.557899
5661.632	2.610478
5661.7844	2.623922
5661.9368	2.605052
5662.0892	2.567907
5662.2416	2.54903
5662.394	2.52662
5662.5464	2.483591
5662.6988	2.45744
5662.8512	2.458677
5663.0036	2.4882
5663.156	2.52722
5663.3084	2.522258
5663.4608	2.47755
5663.6132	2.471364
5663.7656	2.525606
5663.918	2.575461
5664.0704	2.634087
5664.2228	2.663629
5664.3752	2.659848
5664.5276	2.640431
5664.68	2.616231
