Profundidade[m]	Fracao_de_Areia[%]
2945.4068	98.7120215
2945.5592	97.6124298
2945.7116	93.7446281
2945.864	91.51139321
2946.0164	91.71625675
2946.1688	93.78935279
2946.3212	95.12590647
2946.4736	95.76963936
2946.626	96.18029427
2946.7784	95.02125361
2946.9308	94.0449945
2947.0832	95.69019261
2947.2356	98.38023481
2947.388	98.83240672
2947.5404	97.32986003
2947.6928	97.10183403
2947.8452	97.863336
2947.9976	96.48935011
2948.15	96.14673003
2948.3024	96.10132266
2948.4548	96.18781221
2948.6072	96.20257981
2948.7596	96.74942091
2948.912	97.17102587
2949.0644	97.67975035
2949.2168	96.61129991
2949.3692	94.49976842
2949.5216	93.59779583
2949.674	97.23274645
2949.8264	98.17406046
2949.9788	97.86904285
2950.1312	97.77943502
2950.2836	96.29087761
2950.436	97.91633995
2950.5884	98.82699441
2950.7408	98.88818949
2950.8932	99.05407183
2951.0456	99.62717667
2951.198	98.57736118
2951.3504	97.2731109
2951.5028	96.91446236
2951.6552	96.62176808
2951.8076	96.27437085
2951.96	97.08475254
2952.1124	96.49793611
2952.2648	96.64849185
2952.4172	97.65891114
2952.5696	97.48052676
2952.722	96.32365479
2952.8744	95.57168678
2953.0268	96.67860496
2953.1792	97.86015951
2953.3316	98.74947235
2953.484	99.83815125
2953.6364	97.52456253
2953.7888	95.82995537
2953.9412	95.52816475
2954.0936	96.65672166
2954.246	96.04739934
2954.3984	95.34855654
2954.5508	95.54931618
2954.7032	96.49699957
2954.8556	98.66039831
2955.008	99.10322456
2955.1604	99.65873668
2955.3128	98.39849368
2955.4652	97.79829488
2955.6176	96.42078212
2955.77	94.8706772
2955.9224	96.97462999
2956.0748	98.54136297
2956.2272	97.25800621
2956.3796	97.01402547
2956.532	98.07863861
2956.6844	99.89371939
2956.8368	96.79545585
2956.9892	97.22533679
2957.1416	99.25328502
2957.294	98.05789808
2957.4464	99.37125443
2957.5988	99.81635935
2957.7512	99.18684572
2957.9036	98.01059483
2958.056	98.50400748
2958.2084	99.71007631
2958.3608	99.2751424
2958.5132	97.52456253
2958.6656	99.82921565
2958.818	99.7259481
2958.9704	98.4634441
2959.1228	98.61823604
2959.2752	98.9473356
2959.4276	97.68249778
2959.58	95.29163357
2959.7324	96.85982541
2959.8848	98.89440154
2960.0372	98.74245733
2960.1896	97.46517868
2960.342	99.30187363
2960.4944	99.88351668
2960.6468	99.22291777
2960.7992	96.76824565
2960.9516	98.50100128
2961.104	97.93010745
2961.2564	98.49552139
2961.4088	98.78696644
2961.5612	98.30805311
2961.7136	96.9781624
2961.866	94.31336636
2962.0184	93.88980963
2962.1708	94.77431858
2962.3232	96.06988775
2962.4756	98.85686805
2962.628	98.54489719
2962.7804	96.19091348
2962.9328	96.10622485
2963.0852	97.14996504
2963.2376	96.49387758
2963.39	96.8484642
2963.5424	97.66450976
2963.6948	97.26201124
2963.8472	97.2237125
2963.9996	98.36922486
2964.152	99.63265609
2964.3044	99.97262533
2964.4568	99.92081431
2964.6092	99.93343318
2964.7616	98.78034521
2964.914	98.17170472
2965.0664	98.28015339
2965.2188	97.73170627
2965.3712	97.33092205
2965.5236	96.79540434
2965.676	95.03554709
2965.8284	94.98259657
2965.9808	96.03556781
2966.1332	98.47140632
2966.2856	98.72933525
2966.438	99.87381562
2966.5904	96.7689159
2966.7428	96.8575638
2966.8952	96.53334683
2967.0476	97.17422944
2967.2	97.45304533
2967.3524	95.68682671
2967.5048	95.8826687
2967.6572	98.32699495
2967.8096	99.8824594
2967.962	99.82354864
2968.1144	99.37411582
2968.2668	99.19147557
2968.4192	98.99064403
2968.5716	99.83391415
2968.724	99.62211411
2968.8764	99.68539263
2969.0288	98.12621882
2969.1812	96.67043295
2969.3336	96.7385332
2969.486	99.04134155
2969.6384	96.87529223
2969.7908	96.0345112
2969.9432	97.21462494
2970.0956	97.70980764
2970.248	96.70625934
2970.4004	95.22696447
2970.5528	94.69002412
2970.7052	95.84845779
2970.8576	96.98399762
2971.01	97.62649735
2971.1624	97.87003523
2971.3148	97.0084008
2971.4672	95.27160782
2971.6196	95.73962395
2971.772	95.33153903
2971.9244	96.12013647
2972.0768	96.80658006
2972.2292	97.92327407
2972.3816	99.19218415
2972.534	98.02880555
2972.6864	96.91410324
2972.8388	97.16792367
2972.9912	97.32505512
2973.1436	96.8340636
2973.296	95.24235835
2973.4484	95.03380166
2973.6008	95.7432508
2973.7532	95.7198822
2973.9056	95.51479011
2974.058	96.24190751
2974.2104	97.28010301
2974.3628	98.88417477
2974.5152	98.19996036
2974.6676	96.86285775
2974.82	95.8767748
2974.9724	98.38758852
2975.1248	99.48457366
2975.2772	99.43487997
2975.4296	95.98401568
2975.582	93.75058347
2975.7344	96.65532431
2975.8868	95.78306491
2976.0392	91.07536921
2976.1916	90.23270575
2976.344	89.93565743
2976.4964	89.6956257
2976.6488	90.72786256
2976.8012	88.64458244
2976.9536	88.38929043
2977.106	92.15920839
2977.2584	96.36439339
2977.4108	98.71861167
2977.5632	97.28663758
2977.7156	97.16324431
2977.868	96.90204446
2978.0204	95.52929247
2978.1728	90.82522688
2978.3252	88.25424348
2978.4776	90.35558618
2978.63	94.99390365
2978.7824	97.42956952
2978.9348	98.699462
2979.0872	99.20451031
2979.2396	98.97802574
2979.392	99.95649761
2979.5444	98.74582093
2979.6968	99.60496818
2979.8492	98.94638192
2980.0016	98.57465332
2980.154	97.79307112
2980.3064	98.38335186
2980.4588	98.16399804
2980.6112	97.54715716
2980.7636	96.77618455
2980.916	96.27327007
2981.0684	95.88293416
2981.2208	96.24962005
2981.3732	98.24238719
2981.5256	99.82511526
2981.678	99.68446594
2981.8304	99.05302704
2981.9828	97.19263036
2982.1352	96.81471457
2982.2876	97.26464717
2982.44	99.51906375
2982.5924	98.55486795
2982.7448	99.25121137
2982.8972	99.93269917
2983.0496	99.56454326
2983.202	98.94065909
2983.3544	99.72654946
2983.5068	99.77867387
2983.6592	99.01552948
2983.8116	98.13364121
2983.964	97.51285647
2984.1164	99.26138948
2984.2688	99.69303651
2984.4212	99.78748916
2984.5736	98.90954324
2984.726	98.63160588
2984.8784	97.09082144
2985.0308	98.45130206
2985.1832	99.6267587
2985.3356	97.70152262
2985.488	96.09689419
2985.6404	98.42422997
2985.7928	99.03378596
2985.9452	99.10891194
2986.0976	99.24621509
2986.25	99.11275021
2986.4024	97.85812438
2986.5548	95.65566153
2986.7072	94.72253451
2986.8596	97.53154368
2987.012	99.47420349
2987.1644	99.45691049
2987.3168	98.87203131
2987.4692	99.51747796
2987.6216	98.6897857
2987.774	99.24503658
2987.9264	99.76422115
2988.0788	99.66356002
2988.2312	98.42972434
2988.3836	97.92139212
2988.536	98.62224287
2988.6884	99.96676193
2988.8408	97.57354501
2988.9932	98.47368774
2989.1456	98.70692142
2989.298	98.09926515
2989.4504	99.80750814
2989.6028	98.8568202
2989.7552	99.35713042
2989.9076	98.79703905
2990.06	99.30554231
2990.2124	96.42349447
2990.3648	90.55197425
2990.5172	89.09070317
2990.6696	91.70183326
2990.822	94.3304823
2990.9744	94.69526104
2991.1268	96.86830491
2991.2792	96.21707766
2991.4316	96.03181668
2991.584	97.5037596
2991.7364	98.938465
2991.8888	99.02171148
2992.0412	98.44124432
2992.1936	98.84241419
2992.346	99.97093059
2992.4984	99.44465807
2992.6508	97.058116
2992.8032	96.2581173
2992.9556	96.34505072
2993.108	94.35911911
2993.2604	94.66299925
2993.4128	96.66163775
2993.5652	97.56772774
2993.7176	98.65601152
2993.87	99.7330247
2994.0224	99.8028969
2994.1748	99.23004125
2994.3272	99.08800471
2994.4796	99.25667789
2994.632	99.01419778
2994.7844	96.52165189
2994.9368	97.71579529
2995.0892	99.9691441
2995.2416	99.17673275
2995.394	99.44882081
2995.5464	98.76080777
2995.6988	98.03418258
2995.8512	97.07383553
2996.0036	97.78336728
2996.156	98.36064765
2996.3084	99.38673028
2996.4608	96.07162912
2996.6132	96.81172874
2996.7656	99.34281078
2996.918	99.55620835
2997.0704	97.73165641
2997.2228	97.50737859
2997.3752	94.94126729
2997.5276	94.03313027
2997.68	97.98209498
2997.8324	99.63465254
2997.9848	99.01305627
2998.1372	97.96884765
2998.2896	98.90925673
2998.442	99.17928499
2998.5944	98.64815205
2998.7468	99.65799455
2998.8992	99.19964666
2999.0516	96.18644545
2999.204	95.42197773
2999.3564	95.91546277
2999.5088	97.1409052
2999.6612	98.24826101
2999.8136	98.90085096
2999.966	98.92357856
3000.1184	98.49644286
3000.2708	96.32857354
3000.4232	97.79167795
3000.5756	99.97010607
3000.728	99.10621059
3000.8804	99.10564184
3001.0328	99.14442991
3001.1852	98.25114851
3001.3376	96.51666065
3001.49	93.04081744
3001.6424	92.91489475
3001.7948	93.14320313
3001.9472	93.197943
3002.0996	93.7394092
3002.252	96.19737781
3002.4044	98.30507394
3002.5568	98.37521755
3002.7092	97.70856005
3002.8616	96.57665618
3003.014	96.2153971
3003.1664	96.54997175
3003.3188	96.95470739
3003.4712	97.72706858
3003.6236	98.31010415
3003.776	99.24927896
3003.9284	99.91686672
3004.0808	98.89134348
3004.2332	96.74534494
3004.3856	96.91933572
3004.538	98.22147594
3004.6904	97.62394468
3004.8428	98.0680486
3004.9952	98.99078684
3005.1476	99.47616574
3005.3	98.41085404
3005.4524	96.34165141
3005.6048	97.09270815
3005.7572	97.85966315
3005.9096	98.49256275
3006.062	99.67589244
3006.2144	97.71215295
3006.3668	97.18088969
3006.5192	99.95558095
3006.6716	97.32024941
3006.824	97.03656442
3006.9764	98.02549989
3007.1288	98.75019296
3007.2812	99.46812891
3007.4336	98.78720631
3007.586	97.63025085
3007.7384	98.49149562
3007.8908	99.81151923
3008.0432	99.72187699
3008.1956	99.20677655
3008.348	98.43069668
3008.5004	94.38405857
3008.6528	95.22289794
3008.8052	96.38941587
3008.9576	98.97945453
3009.11	99.91062275
3009.2624	99.25648941
3009.4148	98.44182748
3009.5672	99.56873296
3009.7196	98.38734506
3009.872	97.13734156
3010.0244	98.02579593
3010.1768	98.97788286
3010.3292	99.26007032
3010.4816	98.25863501
3010.634	97.74516622
3010.7864	98.55922295
3010.9388	98.82709021
3011.0912	98.30546467
3011.2436	96.68134571
3011.396	95.21487179
3011.5484	97.60266352
3011.7008	98.91045052
3011.8532	99.76907044
3012.0056	99.79025771
3012.158	99.21329089
3012.3104	99.15990056
3012.4628	99.91480088
3012.6152	98.89454488
3012.7676	97.72407611
3012.92	99.06404271
3013.0724	98.28846277
3013.2248	99.26977398
3013.3772	98.91364959
3013.5296	99.15247391
3013.682	99.42519175
3013.8344	99.95933905
3013.9868	98.72346907
3014.1392	97.13505042
3014.2916	96.18544663
3014.444	97.36428008
3014.5964	99.4744371
3014.7488	99.16075189
3014.9012	97.90088055
3015.0536	96.65206356
3015.206	96.04195951
3015.3584	96.66996738
3015.5108	98.42855749
3015.6632	99.9144336
3015.8156	99.81898644
3015.968	99.95406838
3016.1204	99.84565652
3016.2728	99.43277415
3016.4252	99.62713023
3016.5776	99.61477392
3016.73	98.16807254
3016.8824	97.20355355
3017.0348	99.0831192
3017.1872	97.05617599
3017.3396	97.66440979
3017.492	99.06010229
3017.6444	98.76652168
3017.7968	96.52024818
3017.9492	97.69658039
3018.1016	97.04448214
3018.254	93.87975481
3018.4064	93.10496666
3018.5588	99.61458806
3018.7112	96.0622351
3018.8636	96.6292801
3019.016	97.32328469
3019.1684	98.84523858
3019.3208	92.17517195
3019.4732	88.99199234
3019.6256	89.47005385
3019.778	88.62661895
3019.9304	88.11960704
3020.0828	90.69891311
3020.2352	90.81310082
3020.3876	88.70557278
3020.54	89.61657814
3020.6924	88.74849694
3020.8448	87.79888626
3020.9972	87.05958433
3021.1496	84.12879142
3021.302	83.17388669
3021.4544	84.36451026
3021.6068	88.95778632
3021.7592	93.20745164
3021.9116	95.30705018
3022.064	96.15599283
3022.2164	95.9734831
3022.3688	94.24079017
3022.5212	93.62279586
3022.6736	94.02863088
3022.826	94.36357397
3022.9784	95.96638877
3023.1308	96.20583718
3023.2832	95.90729405
3023.4356	96.76932836
3023.588	97.53922599
3023.7404	97.94337326
3023.8928	97.90975093
3024.0452	97.60361525
3024.1976	96.6659322
3024.35	95.51231867
3024.5024	97.64540991
3024.6548	99.14286814
3024.8072	98.82560523
3024.9596	99.22065294
3025.112	98.5552067
3025.2644	98.1092037
3025.4168	99.42926406
3025.5692	99.62513319
3025.7216	99.04556983
3025.874	99.17602375
3026.0264	99.54689236
3026.1788	97.6929855
3026.3312	96.60290199
3026.4836	98.89808029
3026.636	97.08368143
3026.7884	97.06801825
3026.9408	96.82469943
3027.0932	92.44464655
3027.2456	93.02906225
3027.398	94.37153553
3027.5504	93.29923387
3027.7028	92.28529917
3027.8552	92.62198026
3028.0076	92.78735085
3028.16	92.21383491
3028.3124	91.34855963
3028.4648	91.0105094
3028.6172	91.32445832
3028.7696	89.50216655
3028.922	88.18507204
3029.0744	87.71517199
3029.2268	87.07080538
3029.3792	87.37594225
3029.5316	88.26862857
3029.684	91.06210044
3029.8364	94.1739355
3029.9888	95.88006703
3030.1412	95.54883318
3030.2936	95.95171844
3030.446	96.6376188
3030.5984	95.59318397
3030.7508	95.1864386
3030.9032	97.12725919
3031.0556	99.37786798
3031.208	99.33515471
3031.3604	98.89287255
3031.5128	95.46919833
3031.6652	92.71151343
3031.8176	90.66536832
3031.97	88.45798699
3032.1224	86.92354709
3032.2748	88.65453703
3032.4272	90.12498035
3032.5796	89.53552587
3032.732	88.45994805
3032.8844	88.74453762
3033.0368	91.44638215
3033.1892	92.91233795
3033.3416	92.79347376
3033.494	92.63633254
3033.6464	91.52939461
3033.7988	90.0660143
3033.9512	94.20970131
3034.1036	97.67340527
3034.256	98.3114226
3034.4084	98.12995484
3034.5608	97.01295175
3034.7132	94.99472285
3034.8656	94.92923027
3035.018	96.3727017
3035.1704	97.52717439
3035.3228	97.42987191
3035.4752	96.86722583
3035.6276	96.91194842
3035.78	96.95547586
3035.9324	97.73748985
3036.0848	98.797087
3036.2372	99.61849074
3036.3896	98.13801505
3036.542	94.47497205
3036.6944	88.84644748
3036.8468	87.16680635
3036.9992	89.10505137
3037.1516	91.81005077
3037.304	91.59841902
3037.4564	90.56511357
3037.6088	89.74711752
3037.7612	90.65195446
3037.9136	93.462112
3038.066	95.69494698
3038.2184	95.16379327
3038.3708	92.94167174
3038.5232	94.22267718
3038.6756	93.95588193
3038.828	92.46566265
3038.9804	95.49678712
3039.1328	97.44020152
3039.2852	97.50365906
3039.4376	95.79052104
3039.59	95.27133712
3039.7424	94.97494701
3039.8948	94.82810616
3040.0472	94.17539151
3040.1996	93.28037945
3040.352	92.80111133
3040.5044	94.61590037
3040.6568	96.14436125
3040.8092	97.20903899
3040.9616	96.18187161
3041.114	95.69692331
3041.2664	95.72596613
3041.4188	95.80590694
3041.5712	94.00871382
3041.7236	92.3313468
3041.876	92.91495285
3042.0284	93.61915235
3042.1808	96.16982915
3042.3332	99.16165048
3042.4856	97.88337927
3042.638	95.20017001
3042.7904	94.21322543
3042.9428	95.32278361
3043.0952	96.73672679
3043.2476	97.28349712
3043.4	94.14855707
3043.5524	95.31743187
3043.7048	95.39998549
3043.8572	95.74490407
3044.0096	99.00063912
3044.162	97.64856078
3044.3144	95.60957836
3044.4668	95.99290469
3044.6192	96.40497261
3044.7716	96.87256942
3044.924	97.01438337
3045.0764	94.83743709
3045.2288	93.48115277
3045.3812	94.26749437
3045.5336	93.87726889
3045.686	93.69075538
3045.8384	95.4667233
3045.9908	95.52778884
3046.1432	95.61868264
3046.2956	96.80673454
3046.448	97.29615817
3046.6004	97.37660263
3046.7528	97.12017907
3046.9052	96.99985945
3047.0576	97.21731597
3047.21	93.97053451
3047.3624	93.51486269
3047.5148	93.17372739
3047.6672	92.05089698
3047.8196	92.17885028
3047.972	94.0766306
3048.1244	95.42860473
3048.2768	96.27589089
3048.4292	94.65499779
3048.5816	95.052451
3048.734	96.33349148
3048.8864	95.18877282
3049.0388	95.30834807
3049.1912	96.58174116
3049.3436	98.81271592
3049.496	98.92057163
3049.6484	98.20986257
3049.8008	98.00763261
3049.9532	96.66877758
3050.1056	97.3203
3050.258	98.38617638
3050.4104	99.01714645
3050.5628	97.75787247
3050.7152	96.39693423
3050.8676	96.48060547
3051.02	96.25344935
3051.1724	95.2311389
3051.3248	97.62264324
3051.4772	97.51361023
3051.6296	95.70872523
3051.782	95.84675688
3051.9344	97.1359669
3052.0868	98.5886249
3052.2392	99.35182605
3052.3916	99.26360363
3052.544	99.65604634
3052.6964	99.17016193
3052.8488	99.14651213
3053.0012	99.26082414
3053.1536	97.60647026
3053.306	95.59881046
3053.4584	94.86705865
3053.6108	94.73872247
3053.7632	96.17372112
3053.9156	96.73161664
3054.068	97.42795674
3054.2204	98.22108401
3054.3728	97.75154497
3054.5252	97.29919599
3054.6776	97.72532301
3054.83	99.72002627
3054.9824	98.89143905
3055.1348	96.86311472
3055.2872	95.03112879
3055.4396	92.51136072
3055.592	90.1181474
3055.7444	89.59402741
3055.8968	90.35122439
3056.0492	93.04475425
3056.2016	94.25040169
3056.354	95.354605
3056.5064	95.86785217
3056.6588	96.32925373
3056.8112	97.20111524
3056.9636	97.92282836
3057.116	97.71749156
3057.2684	94.60595288
3057.4208	94.25928428
3057.5732	93.15197656
3057.7256	92.7080066
3057.878	94.63650415
3058.0304	97.21411717
3058.1828	97.74980093
3058.3352	97.02327826
3058.4876	96.63746344
3058.64	98.03127221
3058.7924	96.55521707
3058.9448	95.71838771
3059.0972	95.29163357
3059.2496	95.50635418
3059.402	94.90831893
3059.5544	93.59682735
3059.7068	93.76594915
3059.8592	96.08513455
3060.0116	97.93169176
3060.164	96.2467871
3060.3164	94.2208877
3060.4688	93.26496636
3060.6212	92.02838548
3060.7736	92.24718682
3060.926	92.8069987
3061.0784	95.03527438
3061.2308	96.10975605
3061.3832	96.21770784
3061.5356	96.59164921
3061.688	96.83380638
3061.8404	94.0938128
3061.9928	92.91861339
3062.1452	92.98983029
3062.2976	88.65681388
3062.45	88.30906371
3062.6024	88.84120269
3062.7548	83.01682286
3062.9072	75.95886259
3063.0596	79.69973794
3063.212	83.6763139
3063.3644	83.20418981
3063.5168	82.28087992
3063.6692	83.49061725
3063.8216	84.95152444
3063.974	84.27054155
3064.1264	82.53057991
3064.2788	81.46299909
3064.4312	81.27834244
3064.5836	82.89426526
3064.736	83.09719351
3064.8884	82.5865469
3065.0408	82.8899618
3065.1932	85.11886692
3065.3456	86.2604315
3065.498	85.0943323
3065.6504	81.67999778
3065.8028	79.21021619
3065.9552	80.33972708
3066.1076	82.59214744
3066.26	86.03378854
3066.4124	87.38634166
3066.5648	83.73435582
3066.7172	83.45331536
3066.8696	84.86267794
3067.022	86.431184
3067.1744	87.93993387
3067.3268	89.69771709
3067.4792	88.22756185
3067.6316	91.02238836
3067.784	93.29929133
3067.9364	92.10574724
3068.0888	94.17231141
3068.2412	95.56573358
3068.3936	95.3955097
3068.546	95.79744297
3068.6984	97.134083
3068.8508	96.51208462
3069.0032	95.29964032
3069.1556	91.89242394
3069.308	83.8869872
3069.4604	84.05597852
3069.6128	85.07664771
3069.7652	86.25629871
3069.9176	85.8687641
3070.07	83.732534
3070.2224	81.67527914
3070.3748	84.12279433
3070.5272	87.21694808
3070.6796	86.90780942
3070.832	84.22103306
3070.9844	86.30111849
3071.1368	90.33950739
