Profundidade[m]	Taxa_de_sedimentacao[cm/ka]
5197.1168	3.829241941
5197.2692	3.829241941
5197.4216	3.829338158
5197.574	3.829241941
5197.7264	3.829241941
5197.8788	3.829338158
5198.0312	3.829241941
5198.1836	3.829241941
5198.336	3.829241941
5198.4884	3.829338158
5198.6408	3.829241941
5198.7932	3.829241941
5198.9456	3.829241941
5199.098	3.829338158
5199.2504	3.829241941
5199.4028	3.829241941
5199.5552	3.829338158
5199.7076	3.829241941
5199.86	3.829241941
5200.0124	3.829241941
5200.1648	3.829338158
5200.3172	3.829241941
5200.4696	3.829241941
5200.622	3.829241941
5200.7744	3.829338158
5200.9268	3.829241941
5201.0792	3.829241941
5201.2316	3.829338158
5201.384	3.829241941
5201.5364	3.829241941
5201.6888	3.829241941
5201.8412	3.829338158
5201.9936	3.829241941
5202.146	3.829241941
5202.2984	3.829241941
5202.4508	3.829338158
5202.6032	3.829241941
5202.7556	3.829241941
5202.908	3.829338158
5203.0604	3.829241941
5203.2128	3.829241941
5203.3652	3.829241941
5203.5176	3.829338158
5203.67	3.829241941
5203.8224	3.829241941
5203.9748	3.829241941
5204.1272	3.829338158
5204.2796	3.829241941
5204.432	3.829241941
5204.5844	3.829338158
5204.7368	3.829241941
5204.8892	3.829241941
5205.0416	3.829241941
5205.194	3.829338158
5205.3464	3.829241941
5205.4988	3.829241941
5205.6512	3.829338158
5205.8036	3.829241941
5205.956	3.829241941
5206.1084	3.829241941
5206.2608	3.829338158
5206.4132	3.829241941
5206.5656	3.829241941
5206.718	3.829241941
5206.8704	3.829338158
5207.0228	3.829241941
5207.1752	3.829241941
5207.3276	3.829338158
5207.48	3.829241941
5207.6324	3.829241941
5207.7848	3.829241941
5207.9372	3.829338158
5208.0896	3.829241941
5208.242	3.829241941
5208.3944	3.829241941
5208.5468	3.829338158
5208.6992	3.829241941
5208.8516	3.829241941
5209.004	3.829338158
5209.1564	3.829241941
5209.3088	3.829241941
5209.4612	3.829241941
5209.6136	3.829338158
5209.766	3.829241941
5209.9184	3.829241941
5210.0708	3.829241941
5210.2232	3.829338158
5210.3756	3.829241941
5210.528	3.829241941
5210.6804	3.829338158
5210.8328	3.829241941
5210.9852	3.829241941
5211.1376	3.829241941
5211.29	3.829338158
5211.4424	3.829241941
5211.5948	3.829241941
5211.7472	3.829241941
5211.8996	3.829338158
5212.052	3.829241941
5212.2044	3.829241941
5212.3568	3.829338158
5212.5092	3.829241941
5212.6616	3.829241941
5212.814	3.829241941
5212.9664	3.829338158
5213.1188	3.829241941
5213.2712	3.829241941
5213.4236	3.829241941
5213.576	3.829338158
5213.7284	3.829241941
5213.8808	3.829241941
5214.0332	3.829338158
5214.1856	3.829241941
5214.338	3.829241941
5214.4904	3.829241941
5214.6428	3.829338158
5214.7952	3.829241941
5214.9476	3.829241941
5215.1	3.829241941
5215.2524	3.829338158
5215.4048	3.829241941
5215.5572	3.829241941
5215.7096	3.829338158
5215.862	3.829241941
5216.0144	3.829241941
5216.1668	3.829241941
5216.3192	3.829338158
5216.4716	3.829241941
5216.624	3.829241941
5216.7764	3.829338158
5216.9288	3.829241941
5217.0812	3.829241941
5217.2336	3.829241941
5217.386	3.829338158
5217.5384	3.829241941
5217.6908	3.829241941
5217.8432	3.829241941
5217.9956	3.829338158
5218.148	3.829241941
5218.3004	3.829241941
5218.4528	3.829338158
5218.6052	3.829241941
5218.7576	3.829241941
5218.91	3.829241941
5219.0624	3.829338158
5219.2148	3.829241941
5219.3672	3.829241941
5219.5196	3.829241941
5219.672	3.829338158
5219.8244	3.829241941
5219.9768	3.829241941
5220.1292	3.829338158
5220.2816	3.829241941
5220.434	3.829241941
5220.5864	3.829241941
5220.7388	3.829338158
5220.8912	3.829241941
5221.0436	3.829241941
5221.196	3.829241941
5221.3484	3.829338158
5221.5008	3.829241941
5221.6532	3.829241941
5221.8056	3.829338158
5221.958	3.829241941
5222.1104	3.829241941
5222.2628	3.829241941
5222.4152	3.829338158
5222.5676	3.829241941
5222.72	3.829241941
5222.8724	3.829241941
5223.0248	3.829338158
5223.1772	3.829241941
5223.3296	3.829241941
5223.482	3.829338158
5223.6344	3.829241941
5223.7868	3.829241941
5223.9392	3.829241941
5224.0916	3.829338158
5224.244	3.829241941
5224.3964	3.829241941
5224.5488	3.829241941
5224.7012	3.829338158
5224.8536	3.829241941
5225.006	3.829241941
5225.1584	3.829338158
5225.3108	3.829241941
5225.4632	3.829241941
5225.6156	3.829241941
5225.768	3.829338158
5225.9204	3.829241941
5226.0728	3.829241941
5226.2252	3.829241941
5226.3776	3.829338158
5226.53	3.829241941
5226.6824	3.829241941
5226.8348	3.829338158
5226.9872	3.829241941
5227.1396	3.829241941
5227.292	3.829241941
5227.4444	3.829338158
5227.5968	3.829241941
5227.7492	3.829241941
5227.9016	3.829241941
5228.054	3.829338158
5228.2064	3.829241941
5228.3588	3.829241941
5228.5112	3.829338158
5228.6636	3.829241941
5228.816	3.829241941
5228.9684	3.829241941
5229.1208	3.829338158
5229.2732	3.829241941
5229.4256	3.829241941
5229.578	3.829338158
5229.7304	3.829241941
5229.8828	3.829241941
5230.0352	3.829241941
5230.1876	3.829338158
5230.34	3.829241941
5230.4924	3.829241941
5230.6448	3.829241941
5230.7972	3.829338158
5230.9496	3.829241941
5231.102	3.829241941
5231.2544	3.829338158
5231.4068	3.829241941
5231.5592	3.829241941
5231.7116	3.829241941
5231.864	3.829338158
5232.0164	3.829241941
5232.1688	3.829241941
5232.3212	3.829241941
5232.4736	3.829338158
5232.626	3.829241941
5232.7784	3.829241941
5232.9308	3.829338158
5233.0832	3.829241941
5233.2356	3.829241941
5233.388	3.829241941
5233.5404	3.829338158
5233.6928	3.829241941
5233.8452	3.829241941
5233.9976	3.829241941
5234.15	3.829338158
5234.3024	3.829241941
5234.4548	3.829241941
5234.6072	3.829338158
5234.7596	3.829241941
5234.912	3.829241941
5235.0644	3.829241941
5235.2168	3.829338158
5235.3692	3.829241941
5235.5216	3.829241941
5235.674	3.829241941
5235.8264	3.829338158
5235.9788	3.829241941
5236.1312	3.829241941
5236.2836	3.829338158
5236.436	3.829241941
5236.5884	3.829241941
5236.7408	3.829241941
5236.8932	3.829338158
5237.0456	3.829241941
5237.198	3.829241941
5237.3504	3.829241941
5237.5028	3.829338158
5237.6552	3.829241941
5237.8076	3.829241941
5237.96	3.829338158
5238.1124	3.829241941
5238.2648	3.829241941
5238.4172	3.829241941
5238.5696	3.829338158
5238.722	3.829241941
5238.8744	3.829241941
5239.0268	3.829241941
5239.1792	3.829338158
5239.3316	3.829241941
5239.484	3.829241941
5239.6364	3.829338158
5239.7888	3.829241941
5239.9412	3.829241941
5240.0936	3.829241941
5240.246	3.829338158
5240.3984	3.829241941
5240.5508	3.829241941
5240.7032	3.829338158
5240.8556	3.829241941
5241.008	3.829241941
5241.1604	3.829241941
5241.3128	3.829338158
5241.4652	3.829241941
5241.6176	3.829241941
5241.77	3.829241941
5241.9224	3.829338158
5242.0748	3.829241941
5242.2272	3.829241941
5242.3796	3.829338158
5242.532	3.829241941
5242.6844	3.829241941
5242.8368	3.829241941
5242.9892	3.829338158
5243.1416	3.829241941
5243.294	3.829241941
5243.4464	3.829241941
5243.5988	3.829338158
5243.7512	3.829241941
5243.9036	3.829241941
5244.056	3.829338158
5244.2084	3.829241941
5244.3608	3.829241941
5244.5132	3.829241941
5244.6656	3.829338158
5244.818	3.829241941
5244.9704	3.829241941
5245.1228	3.829241941
5245.2752	3.829338158
5245.4276	3.829241941
5245.58	3.829241941
5245.7324	3.829338158
5245.8848	3.829241941
5246.0372	3.829241941
5246.1896	3.829241941
5246.342	3.829338158
5246.4944	3.829241941
5246.6468	3.829241941
5246.7992	3.829241941
5246.9516	3.829338158
5247.104	3.829241941
5247.2564	3.829241941
5247.4088	3.829338158
5247.5612	3.829241941
5247.7136	3.829241941
5247.866	3.829241941
5248.0184	3.829338158
5248.1708	3.829241941
5248.3232	3.829241941
5248.4756	3.829241941
5248.628	3.829338158
5248.7804	3.829241941
5248.9328	3.829241941
5249.0852	3.829338158
5249.2376	3.829241941
5249.39	3.829241941
5249.5424	3.829241941
5249.6948	3.829338158
5249.8472	3.829241941
5249.9996	3.829241941
5250.152	3.829241941
5250.3044	3.829338158
5250.4568	3.829241941
5250.6092	3.829241941
5250.7616	3.829338158
5250.914	3.829241941
5251.0664	3.829241941
5251.2188	3.829241941
5251.3712	3.829338158
5251.5236	3.829241941
5251.676	3.829241941
5251.8284	3.829241941
5251.9808	3.829338158
5252.1332	3.829241941
5252.2856	3.829241941
5252.438	3.829338158
5252.5904	3.829241941
5252.7428	3.829241941
5252.8952	3.829241941
5253.0476	3.829338158
5253.2	3.829241941
5253.3524	3.829241941
5253.5048	3.829338158
5253.6572	3.829241941
5253.8096	3.829241941
5253.962	3.829241941
5254.1144	3.829338158
5254.2668	3.829241941
5254.4192	3.829241941
5254.5716	3.829241941
5254.724	3.829338158
5254.8764	3.829241941
5255.0288	3.829241941
5255.1812	3.829338158
5255.3336	3.829241941
5255.486	3.829241941
5255.6384	3.829241941
5255.7908	3.829338158
5255.9432	3.829241941
5256.0956	3.829241941
5256.248	3.829241941
5256.4004	3.829338158
5256.5528	3.829241941
5256.7052	3.829241941
5256.8576	3.829338158
5257.01	3.829241941
5257.1624	3.829241941
5257.3148	3.829241941
5257.4672	3.829338158
5257.6196	3.829241941
5257.772	3.829241941
5257.9244	3.829241941
5258.0768	3.829338158
5258.2292	3.829241941
5258.3816	3.829241941
5258.534	3.829338158
5258.6864	3.829241941
5258.8388	3.829241941
5258.9912	3.829241941
5259.1436	3.829338158
5259.296	3.829241941
5259.4484	3.829241941
5259.6008	3.829241941
5259.7532	3.829338158
5259.9056	3.829241941
5260.058	3.829241941
5260.2104	3.829338158
5260.3628	3.829241941
5260.5152	3.829241941
5260.6676	3.829241941
5260.82	3.829338158
5260.9724	3.829241941
5261.1248	3.829241941
5261.2772	3.829241941
5261.4296	3.829338158
5261.582	3.829241941
5261.7344	3.829241941
5261.8868	3.829338158
5262.0392	3.829241941
5262.1916	3.829241941
5262.344	3.829241941
5262.4964	3.829338158
5262.6488	3.829241941
5262.8012	3.829241941
5262.9536	3.829241941
5263.106	3.829338158
5263.2584	3.829241941
5263.4108	3.829241941
5263.5632	3.829338158
5263.7156	3.829241941
5263.868	3.829241941
5264.0204	3.829241941
5264.1728	3.829338158
5264.3252	3.829241941
5264.4776	3.829241941
5264.63	3.829338158
5264.7824	3.829241941
5264.9348	3.829241941
5265.0872	3.829241941
5265.2396	3.829338158
5265.392	3.829241941
5265.5444	3.829241941
5265.6968	3.829241941
5265.8492	3.829338158
5266.0016	3.829241941
5266.154	3.829241941
5266.3064	3.829338158
5266.4588	3.829241941
5266.6112	3.829241941
5266.7636	3.829241941
5266.916	3.829338158
5267.0684	3.829241941
5267.2208	3.829241941
5267.3732	3.829241941
5267.5256	3.829338158
5267.678	3.829241941
5267.8304	3.829241941
5267.9828	3.829338158
5268.1352	3.829241941
5268.2876	3.829241941
5268.44	3.829241941
5268.5924	3.829338158
5268.7448	3.829241941
5268.8972	3.829241941
5269.0496	3.829241941
5269.202	3.829338158
5269.3544	3.829241941
5269.5068	3.829241941
5269.6592	3.829338158
5269.8116	3.829241941
5269.964	3.829241941
5270.1164	3.829241941
5270.2688	3.829338158
5270.4212	3.829241941
5270.5736	3.829241941
5270.726	3.829241941
5270.8784	3.829338158
5271.0308	3.829241941
5271.1832	3.829241941
5271.3356	3.829338158
5271.488	3.829241941
5271.6404	3.829241941
5271.7928	3.829241941
5271.9452	3.829338158
5272.0976	3.829241941
5272.25	3.829241941
5272.4024	3.829241941
5272.5548	3.829338158
5272.7072	3.829241941
5272.8596	3.829241941
5273.012	3.829338158
5273.1644	3.829241941
5273.3168	3.829241941
5273.4692	3.829241941
5273.6216	3.829338158
5273.774	3.829241941
5273.9264	3.829241941
5274.0788	3.829241941
5274.2312	3.829338158
5274.3836	3.829241941
5274.536	3.829241941
5274.6884	3.829338158
5274.8408	3.829241941
5274.9932	3.829241941
5275.1456	3.829241941
5275.298	3.829338158
5275.4504	3.829241941
5275.6028	3.829241941
5275.7552	3.829241941
5275.9076	3.829338158
5276.06	3.829241941
5276.2124	3.829241941
5276.3648	3.829338158
5276.5172	3.829241941
5276.6696	3.829241941
5276.822	3.829241941
5276.9744	3.829338158
5277.1268	3.829241941
5277.2792	3.829241941
5277.4316	3.829338158
5277.584	3.829241941
5277.7364	3.829241941
5277.8888	3.829241941
5278.0412	3.829338158
5278.1936	3.829241941
5278.346	3.829241941
5278.4984	3.829241941
5278.6508	3.829338158
5278.8032	3.829241941
5278.9556	3.829241941
5279.108	3.829338158
5279.2604	3.829241941
5279.4128	3.829241941
5279.5652	3.829241941
5279.7176	3.829338158
5279.87	3.829241941
5280.0224	3.829241941
5280.1748	3.829241941
5280.3272	3.829338158
5280.4796	3.829241941
5280.632	3.829241941
5280.7844	3.829338158
5280.9368	3.829241941
5281.0892	3.829241941
5281.2416	3.829241941
5281.394	3.829338158
5281.5464	3.829241941
5281.6988	3.829241941
5281.8512	3.829241941
5282.0036	3.829338158
5282.156	3.829241941
5282.3084	3.829241941
5282.4608	3.829338158
5282.6132	3.829241941
5282.7656	3.829241941
5282.918	3.829241941
5283.0704	3.829338158
5283.2228	3.829241941
5283.3752	3.829241941
5283.5276	3.829241941
5283.68	3.829338158
5283.8324	3.829241941
5283.9848	3.829241941
5284.1372	3.829338158
5284.2896	3.829241941
5284.442	3.829241941
5284.5944	3.829241941
5284.7468	3.829338158
5284.8992	3.829241941
5285.0516	3.829241941
5285.204	3.829241941
5285.3564	3.829338158
5285.5088	3.829241941
