Profundidade[m]	Taxa_de_sedimentacao[cm/ka]
5476.7708	3.829338158
5476.9232	3.829241941
5477.0756	3.829241941
5477.228	3.829338158
5477.3804	3.829241941
5477.5328	3.829241941
5477.6852	3.829241941
5477.8376	3.829338158
5477.99	3.829241941
5478.1424	3.829241941
5478.2948	3.829241941
5478.4472	3.829338158
5478.5996	3.829241941
5478.752	3.829241941
5478.9044	3.829338158
5479.0568	3.829241941
5479.2092	3.829241941
5479.3616	3.829241941
5479.514	3.829338158
5479.6664	3.829241941
5479.8188	3.829241941
5479.9712	3.829338158
5480.1236	3.829241941
5480.276	3.829241941
5480.4284	3.829241941
5480.5808	3.829338158
5480.7332	3.829241941
5480.8856	3.829241941
5481.038	3.829241941
5481.1904	3.829338158
5481.3428	3.829241941
5481.4952	3.829241941
5481.6476	3.829338158
5481.8	3.829241941
5481.9524	3.829241941
5482.1048	3.829241941
5482.2572	3.829338158
5482.4096	3.829241941
5482.562	3.829241941
5482.7144	3.829241941
5482.8668	3.829338158
5483.0192	3.829241941
5483.1716	3.829241941
5483.324	3.829338158
5483.4764	3.829241941
5483.6288	3.829241941
5483.7812	3.829241941
5483.9336	3.829338158
5484.086	3.829241941
5484.2384	3.829241941
5484.3908	3.829241941
5484.5432	3.829338158
5484.6956	3.829241941
5484.848	3.829241941
5485.0004	3.826838088
5485.1528	3.075743204
5485.3052	3.075743204
5485.4576	3.07580528
5485.61	3.075743204
5485.7624	3.075743204
5485.9148	3.075743204
5486.0672	3.07580528
5486.2196	3.075743204
5486.372	3.075743204
5486.5244	3.075743204
5486.6768	3.075743204
5486.8292	3.07580528
5486.9816	3.075743204
5487.134	3.075743204
5487.2864	3.075743204
5487.4388	3.07580528
5487.5912	3.075743204
5487.7436	3.075743204
5487.896	3.075743204
5488.0484	3.07580528
5488.2008	3.075743204
5488.3532	3.075743204
5488.5056	3.075743204
5488.658	3.07580528
5488.8104	3.075743204
5488.9628	3.075743204
5489.1152	3.075743204
5489.2676	3.075743204
5489.42	3.07580528
5489.5724	3.075743204
5489.7248	3.075743204
5489.8772	3.075743204
5490.0296	3.07580528
5490.182	3.075743204
5490.3344	3.075743204
5490.4868	3.075743204
5490.6392	3.07580528
5490.7916	3.075743204
5490.944	3.075743204
5491.0964	3.075743204
5491.2488	3.075743204
5491.4012	3.07580528
5491.5536	3.075743204
5491.706	3.075743204
5491.8584	3.075743204
5492.0108	3.07580528
5492.1632	3.075743204
5492.3156	3.075743204
5492.468	3.075743204
5492.6204	3.07580528
5492.7728	3.075743204
5492.9252	3.075743204
5493.0776	3.075743204
5493.23	3.075743204
5493.3824	3.07580528
5493.5348	3.075743204
5493.6872	3.075743204
5493.8396	3.075743204
5493.992	3.07580528
5494.1444	3.075743204
5494.2968	3.075743204
5494.4492	3.075743204
5494.6016	3.07580528
5494.754	3.075743204
5494.9064	3.075743204
5495.0588	3.075743204
5495.2112	3.075743204
5495.3636	3.07580528
5495.516	3.075743204
5495.6684	3.075743204
5495.8208	3.075743204
5495.9732	3.07580528
5496.1256	3.075743204
5496.278	3.075743204
5496.4304	3.075743204
5496.5828	3.07580528
5496.7352	3.075743204
5496.8876	3.075743204
5497.04	3.075743204
5497.1924	3.075743204
5497.3448	3.07580528
5497.4972	3.075743204
5497.6496	3.075743204
5497.802	3.075743204
5497.9544	3.07580528
5498.1068	3.075743204
5498.2592	3.075743204
5498.4116	3.075743204
5498.564	3.07580528
5498.7164	3.075743204
5498.8688	3.075743204
5499.0212	3.075743204
5499.1736	3.075743204
5499.326	3.07580528
5499.4784	3.075743204
5499.6308	3.075743204
5499.7832	3.075743204
5499.9356	3.07580528
5500.088	3.075743204
5500.2404	3.075743204
5500.3928	3.075743204
5500.5452	3.07580528
5500.6976	3.075743204
5500.85	3.075743204
5501.0024	3.075743204
5501.1548	3.075743204
5501.3072	3.07580528
5501.4596	3.075743204
5501.612	3.075743204
5501.7644	3.075743204
5501.9168	3.07580528
5502.0692	3.075743204
5502.2216	3.075743204
5502.374	3.075743204
5502.5264	3.07580528
5502.6788	3.075743204
5502.8312	3.075743204
5502.9836	3.075743204
5503.136	3.07580528
5503.2884	3.075743204
5503.4408	3.075743204
5503.5932	3.075743204
5503.7456	3.075743204
5503.898	3.07580528
5504.0504	3.075743204
5504.2028	3.075743204
5504.3552	3.075743204
5504.5076	3.07580528
5504.66	3.075743204
5504.8124	3.075743204
5504.9648	3.075743204
5505.1172	3.07580528
5505.2696	3.075743204
5505.422	3.075743204
5505.5744	3.075743204
5505.7268	3.075743204
5505.8792	3.07580528
5506.0316	3.075743204
5506.184	3.075743204
5506.3364	3.075743204
5506.4888	3.07580528
5506.6412	3.075743204
5506.7936	3.075743204
5506.946	3.075743204
5507.0984	3.07580528
5507.2508	3.075743204
5507.4032	3.075743204
5507.5556	3.075743204
5507.708	3.075743204
5507.8604	3.07580528
5508.0128	3.075743204
5508.1652	3.075743204
5508.3176	3.075743204
5508.47	3.07580528
5508.6224	3.075743204
5508.7748	3.075743204
5508.9272	3.075743204
5509.0796	3.07580528
5509.232	3.075743204
5509.3844	3.075743204
5509.5368	3.075743204
5509.6892	3.075743204
5509.8416	3.07580528
5509.994	3.075743204
5510.1464	3.075743204
5510.2988	3.075743204
5510.4512	3.07580528
5510.6036	3.075743204
5510.756	3.075743204
5510.9084	3.075743204
5511.0608	3.07580528
5511.2132	3.075743204
5511.3656	3.075743204
5511.518	3.075743204
5511.6704	3.075743204
5511.8228	3.07580528
5511.9752	3.075743204
5512.1276	3.075743204
5512.28	3.075743204
5512.4324	3.07580528
5512.5848	3.075743204
5512.7372	3.075743204
5512.8896	3.075743204
5513.042	3.07580528
5513.1944	3.075743204
5513.3468	3.075743204
5513.4992	3.075743204
5513.6516	3.075743204
5513.804	3.07580528
5513.9564	3.075743204
5514.1088	3.075743204
5514.2612	3.075743204
5514.4136	3.07580528
5514.566	3.075743204
5514.7184	3.075743204
5514.8708	3.075743204
5515.0232	3.07580528
5515.1756	3.075743204
5515.328	3.075743204
5515.4804	3.075743204
5515.6328	3.075743204
5515.7852	3.07580528
5515.9376	3.075743204
5516.09	3.075743204
5516.2424	3.075743204
5516.3948	3.07580528
5516.5472	3.075743204
5516.6996	3.075743204
5516.852	3.075743204
5517.0044	3.07580528
5517.1568	3.075743204
5517.3092	3.075743204
5517.4616	3.075743204
5517.614	3.075743204
5517.7664	3.07580528
5517.9188	3.075743204
5518.0712	3.075743204
5518.2236	3.075743204
5518.376	3.07580528
5518.5284	3.075743204
5518.6808	3.075743204
5518.8332	3.075743204
5518.9856	3.07580528
5519.138	3.075743204
5519.2904	3.075743204
5519.4428	3.075743204
5519.5952	3.07580528
5519.7476	3.075743204
5519.9	3.075743204
5520.0524	3.075743204
5520.2048	3.075743204
5520.3572	3.07580528
5520.5096	3.075743204
5520.662	3.075743204
5520.8144	3.075743204
5520.9668	3.07580528
5521.1192	3.075743204
5521.2716	3.075743204
5521.424	3.075743204
5521.5764	3.07580528
5521.7288	3.075743204
5521.8812	3.075743204
5522.0336	3.075743204
5522.186	3.075743204
5522.3384	3.07580528
5522.4908	3.075743204
5522.6432	3.075743204
5522.7956	3.075743204
5522.948	3.07580528
5523.1004	3.075743204
5523.2528	3.075743204
5523.4052	3.075743204
5523.5576	3.07580528
5523.71	3.075743204
5523.8624	3.075743204
5524.0148	3.075743204
5524.1672	3.075743204
5524.3196	3.07580528
5524.472	3.075743204
5524.6244	3.075743204
5524.7768	3.075743204
5524.9292	3.07580528
5525.0816	3.075743204
5525.234	3.075743204
5525.3864	3.075743204
5525.5388	3.07580528
5525.6912	3.075743204
5525.8436	3.075743204
5525.996	3.075743204
5526.1484	3.075743204
5526.3008	3.07580528
5526.4532	3.075743204
5526.6056	3.075743204
5526.758	3.075743204
5526.9104	3.07580528
5527.0628	3.075743204
5527.2152	3.075743204
5527.3676	3.075743204
5527.52	3.07580528
5527.6724	3.075743204
5527.8248	3.075743204
5527.9772	3.075743204
5528.1296	3.075743204
5528.282	3.07580528
5528.4344	3.075743204
5528.5868	3.075743204
5528.7392	3.075743204
5528.8916	3.07580528
5529.044	3.075743204
5529.1964	3.075743204
5529.3488	3.075743204
5529.5012	3.07580528
5529.6536	3.075743204
5529.806	3.075743204
5529.9584	3.075743204
5530.1108	3.075743204
5530.2632	3.07580528
5530.4156	3.075743204
5530.568	3.075743204
5530.7204	3.075743204
5530.8728	3.07580528
5531.0252	3.075743204
5531.1776	3.075743204
5531.33	3.075743204
5531.4824	3.07580528
5531.6348	3.075743204
5531.7872	3.075743204
5531.9396	3.075743204
5532.092	3.075743204
5532.2444	3.07580528
5532.3968	3.075743204
5532.5492	3.075743204
5532.7016	3.075743204
5532.854	3.07580528
5533.0064	3.075743204
5533.1588	3.075743204
5533.3112	3.075743204
5533.4636	3.07580528
5533.616	3.075743204
5533.7684	3.075743204
5533.9208	3.075743204
5534.0732	3.07580528
5534.2256	3.075743204
5534.378	3.075743204
5534.5304	3.075743204
5534.6828	3.075743204
5534.8352	3.07580528
5534.9876	3.075743204
5535.14	3.075743204
5535.2924	3.075743204
5535.4448	3.07580528
5535.5972	3.075743204
5535.7496	3.075743204
5535.902	3.075743204
5536.0544	3.07580528
5536.2068	3.075743204
5536.3592	3.075743204
5536.5116	3.075743204
5536.664	3.075743204
5536.8164	3.07580528
5536.9688	3.075743204
5537.1212	3.075743204
5537.2736	3.075743204
5537.426	3.07580528
5537.5784	3.075743204
5537.7308	3.075743204
5537.8832	3.075743204
5538.0356	3.07580528
5538.188	3.075743204
5538.3404	3.075743204
5538.4928	3.075743204
5538.6452	3.075743204
5538.7976	3.07580528
5538.95	3.075743204
5539.1024	3.075743204
5539.2548	3.075743204
5539.4072	3.07580528
5539.5596	3.075743204
5539.712	3.075743204
5539.8644	3.075743204
5540.0168	3.07580528
5540.1692	3.075743204
5540.3216	3.075743204
5540.474	3.075743204
5540.6264	3.075743204
5540.7788	3.07580528
5540.9312	3.075743204
5541.0836	3.075743204
5541.236	3.075743204
5541.3884	3.07580528
5541.5408	3.075743204
5541.6932	3.075743204
5541.8456	3.075743204
5541.998	3.07580528
5542.1504	3.075743204
5542.3028	3.075743204
5542.4552	3.075743204
5542.6076	3.075743204
5542.76	3.07580528
5542.9124	3.075743204
5543.0648	3.075743204
5543.2172	3.075743204
5543.3696	3.07580528
5543.522	3.075743204
5543.6744	3.075743204
5543.8268	3.075743204
5543.9792	3.07580528
5544.1316	3.075743204
5544.284	3.075743204
5544.4364	3.075743204
5544.5888	3.075743204
5544.7412	3.07580528
5544.8936	3.075743204
5545.046	3.075743204
5545.1984	3.075743204
5545.3508	3.07580528
5545.5032	3.075743204
5545.6556	3.075743204
5545.808	3.075743204
5545.9604	3.07580528
5546.1128	3.075743204
5546.2652	3.075743204
5546.4176	3.075743204
5546.57	3.075743204
5546.7224	3.07580528
5546.8748	3.075743204
5547.0272	3.075743204
5547.1796	3.075743204
5547.332	3.07580528
5547.4844	3.075743204
5547.6368	3.075743204
5547.7892	3.075743204
5547.9416	3.07580528
5548.094	3.075743204
5548.2464	3.075743204
5548.3988	3.075743204
5548.5512	3.075743204
5548.7036	3.07580528
5548.856	3.075743204
5549.0084	3.075743204
5549.1608	3.075743204
5549.3132	3.07580528
5549.4656	3.075743204
5549.618	3.075743204
5549.7704	3.075743204
5549.9228	3.07580528
5550.0752	3.075743204
5550.2276	3.075743204
5550.38	3.075743204
5550.5324	3.07580528
5550.6848	3.075743204
5550.8372	3.075743204
5550.9896	3.075743204
5551.142	3.075743204
5551.2944	3.07580528
5551.4468	3.075743204
5551.5992	3.075743204
5551.7516	3.075743204
5551.904	3.07580528
5552.0564	3.075743204
5552.2088	3.075743204
5552.3612	3.075743204
5552.5136	3.07580528
5552.666	3.075743204
5552.8184	3.075743204
5552.9708	3.075743204
5553.1232	3.075743204
5553.2756	3.07580528
5553.428	3.075743204
5553.5804	3.075743204
5553.7328	3.075743204
5553.8852	3.07580528
5554.0376	3.075743204
5554.19	3.075743204
5554.3424	3.075743204
5554.4948	3.07580528
5554.6472	3.075743204
5554.7996	3.075743204
5554.952	3.075743204
5555.1044	3.075743204
5555.2568	3.07580528
5555.4092	3.075743204
5555.5616	3.075743204
5555.714	3.075743204
5555.8664	3.07580528
5556.0188	3.075743204
5556.1712	3.075743204
5556.3236	3.075743204
5556.476	3.07580528
5556.6284	3.075743204
5556.7808	3.075743204
5556.9332	3.075743204
5557.0856	3.075743204
5557.238	3.07580528
5557.3904	3.075743204
5557.5428	3.075743204
5557.6952	3.075743204
5557.8476	3.07580528
5558	3.075743204
5558.1524	3.075743204
5558.3048	3.075743204
5558.4572	3.07580528
5558.6096	3.075743204
5558.762	3.075743204
5558.9144	3.075743204
5559.0668	3.075743204
5559.2192	3.07580528
5559.3716	3.075743204
5559.524	3.075743204
5559.6764	3.075743204
5559.8288	3.07580528
5559.9812	3.075743204
5560.1336	3.075743204
5560.286	3.075743204
5560.4384	3.07580528
5560.5908	3.075743204
5560.7432	3.075743204
5560.8956	3.075743204
5561.048	3.075743204
5561.2004	3.07580528
5561.3528	3.075743204
5561.5052	3.075743204
5561.6576	3.075743204
5561.81	3.07580528
5561.9624	3.075743204
5562.1148	3.075743204
5562.2672	3.075743204
5562.4196	3.07580528
5562.572	3.075743204
5562.7244	3.075743204
5562.8768	3.075743204
5563.0292	3.075743204
5563.1816	3.07580528
5563.334	3.075743204
5563.4864	3.075743204
5563.6388	3.075743204
5563.7912	3.07580528
5563.9436	3.075743204
5564.096	3.075743204
5564.2484	3.075743204
5564.4008	3.07580528
5564.5532	3.075743204
5564.7056	3.075743204
5564.858	3.075743204
5565.0104	3.07580528
5565.1628	3.075743204
5565.3152	3.075743204
5565.4676	3.075743204
5565.62	3.075743204
5565.7724	3.07580528
5565.9248	3.075743204
5566.0772	3.075743204
5566.2296	3.075743204
5566.382	3.07580528
5566.5344	3.075743204
5566.6868	3.075743204
5566.8392	3.075743204
5566.9916	3.07580528
5567.144	3.075743204
5567.2964	3.075743204
5567.4488	3.075743204
5567.6012	3.075743204
5567.7536	3.07580528
5567.906	3.075743204
5568.0584	3.075743204
5568.2108	3.075743204
5568.3632	3.07580528
5568.5156	3.075743204
5568.668	3.075743204
5568.8204	3.075743204
5568.9728	3.07580528
5569.1252	3.075743204
5569.2776	3.075743204
5569.43	3.075743204
5569.5824	3.075743204
5569.7348	3.07580528
5569.8872	3.075743204
5570.0396	3.075743204
5570.192	3.075743204
5570.3444	3.07580528
5570.4968	3.075743204
5570.6492	3.075743204
5570.8016	3.075743204
5570.954	3.07580528
5571.1064	3.075743204
5571.2588	3.075743204
5571.4112	3.075743204
5571.5636	3.075743204
5571.716	3.07580528
5571.8684	3.075743204
5572.0208	3.075743204
5572.1732	3.075743204
5572.3256	3.07580528
5572.478	3.075743204
5572.6304	3.075743204
5572.7828	3.075743204
5572.9352	3.07580528
5573.0876	3.075743204
5573.24	3.075743204
5573.3924	3.075743204
5573.5448	3.075743204
5573.6972	3.07580528
5573.8496	3.075743204
5574.002	3.075743204
5574.1544	3.075743204
5574.3068	3.07580528
5574.4592	3.075743204
5574.6116	3.075743204
5574.764	3.075743204
5574.9164	3.07580528
5575.0688	3.075743204
5575.2212	3.075743204
5575.3736	3.075743204
5575.526	3.075743204
5575.6784	3.07580528
5575.8308	3.075743204
5575.9832	3.075743204
5576.1356	3.075743204
5576.288	3.07580528
5576.4404	3.075743204
5576.5928	3.075743204
5576.7452	3.075743204
5576.8976	3.07580528
5577.05	3.075743204
5577.2024	3.075743204
5577.3548	3.075743204
5577.5072	3.075743204
5577.6596	3.07580528
5577.812	3.075743204
5577.9644	3.075743204
5578.1168	3.075743204
5578.2692	3.07580528
5578.4216	3.075743204
5578.574	3.075743204
5578.7264	3.075743204
5578.8788	3.07580528
5579.0312	3.075743204
5579.1836	3.075743204
5579.336	3.075743204
5579.4884	3.075743204
5579.6408	3.07580528
5579.7932	3.075743204
5579.9456	3.075743204
5580.098	3.075743204
5580.2504	3.07580528
5580.4028	3.075743204
5580.5552	3.075743204
5580.7076	3.075743204
5580.86	3.07580528
5581.0124	3.075743204
5581.1648	3.075743204
5581.3172	3.075743204
5581.4696	3.07580528
5581.622	3.075743204
5581.7744	3.075743204
5581.9268	3.075743204
5582.0792	3.075743204
5582.2316	3.07580528
5582.384	3.075743204
5582.5364	3.075743204
5582.6888	3.075743204
5582.8412	3.07580528
5582.9936	3.075743204
5583.146	3.075743204
5583.2984	3.075743204
5583.4508	3.07580528
5583.6032	3.075743204
5583.7556	3.075743204
5583.908	3.075743204
5584.0604	3.075743204
5584.2128	3.07580528
5584.3652	3.075743204
5584.5176	3.075743204
5584.67	3.075743204
5584.8224	3.07580528
5584.9748	3.075743204
5585.1272	3.075743204
5585.2796	3.075743204
5585.432	3.07580528
5585.5844	3.075743204
5585.7368	3.075743204
5585.8892	3.075743204
5586.0416	3.075743204
5586.194	3.07580528
5586.3464	3.075743204
5586.4988	3.075743204
5586.6512	3.075743204
5586.8036	3.07580528
5586.956	3.075743204
5587.1084	3.075743204
5587.2608	3.075743204
5587.4132	3.07580528
5587.5656	3.075743204
5587.718	3.075743204
5587.8704	3.075743204
5588.0228	3.075743204
5588.1752	3.07580528
5588.3276	3.075743204
5588.48	3.075743204
5588.6324	3.075743204
5588.7848	3.07580528
5588.9372	3.075743204
5589.0896	3.075743204
5589.242	3.075743204
5589.3944	3.07580528
5589.5468	3.075743204
5589.6992	3.075743204
5589.8516	3.075743204
5590.004	3.075743204
5590.1564	3.07580528
5590.3088	3.075743204
5590.4612	3.075743204
5590.6136	3.075743204
5590.766	3.07580528
5590.9184	3.075743204
5591.0708	3.075743204
5591.2232	3.075743204
5591.3756	3.07580528
5591.528	3.075743204
5591.6804	3.075743204
5591.8328	3.075743204
5591.9852	3.075743204
5592.1376	3.07580528
5592.29	3.075743204
5592.4424	3.075743204
5592.5948	3.075743204
5592.7472	3.07580528
5592.8996	3.075743204
5593.052	3.075743204
5593.2044	3.075743204
5593.3568	3.07580528
5593.5092	3.075743204
5593.6616	3.075743204
5593.814	3.075743204
5593.9664	3.075743204
5594.1188	3.07580528
5594.2712	3.075743204
5594.4236	3.075743204
5594.576	3.075743204
5594.7284	3.07580528
5594.8808	3.075743204
5595.0332	3.075743204
5595.1856	3.075743204
5595.338	3.07580528
5595.4904	3.075743204
5595.6428	3.075743204
5595.7952	3.075743204
5595.9476	3.07580528
5596.1	3.075743204
5596.2524	3.075743204
5596.4048	3.075743204
5596.5572	3.075743204
5596.7096	3.07580528
5596.862	3.075743204
5597.0144	3.075743204
5597.1668	3.075743204
5597.3192	3.07580528
5597.4716	3.075743204
5597.624	3.075743204
5597.7764	3.075743204
5597.9288	3.07580528
5598.0812	3.075743204
5598.2336	3.075743204
5598.386	3.075743204
5598.5384	3.075743204
5598.6908	3.07580528
5598.8432	3.075743204
5598.9956	3.075743204
5599.148	3.075743204
5599.3004	3.07580528
5599.4528	3.075743204
5599.6052	3.075743204
5599.7576	3.075743204
5599.91	3.07580528
5600.0624	3.075743204
5600.2148	3.075743204
5600.3672	3.075743204
5600.5196	3.075743204
5600.672	3.07580528
5600.8244	3.075743204
5600.9768	3.075743204
5601.1292	3.075743204
5601.2816	3.07580528
5601.434	3.075743204
5601.5864	3.075743204
5601.7388	3.075743204
5601.8912	3.07580528
5602.0436	3.075743204
5602.196	3.075743204
5602.3484	3.075743204
5602.5008	3.075743204
5602.6532	3.07580528
5602.8056	3.075743204
5602.958	3.075743204
5603.1104	3.075743204
5603.2628	3.07580528
5603.4152	3.075743204
5603.5676	3.075743204
5603.72	3.075743204
5603.8724	3.07580528
5604.0248	3.075743204
5604.1772	3.075743204
5604.3296	3.075743204
5604.482	3.075743204
5604.6344	3.07580528
5604.7868	3.075743204
5604.9392	3.075743204
5605.0916	3.075743204
5605.244	3.07580528
5605.3964	3.075743204
5605.5488	3.075743204
5605.7012	3.075743204
5605.8536	3.07580528
5606.006	3.075743204
5606.1584	3.075743204
5606.3108	3.075743204
5606.4632	3.075743204
5606.6156	3.07580528
5606.768	3.075743204
5606.9204	3.075743204
5607.0728	3.075743204
5607.2252	3.07580528
5607.3776	3.075743204
5607.53	3.075743204
5607.6824	3.075743204
5607.8348	3.07580528
5607.9872	3.075743204
5608.1396	3.075743204
5608.292	3.075743204
5608.4444	3.075743204
5608.5968	3.07580528
5608.7492	3.075743204
5608.9016	3.075743204
5609.054	3.075743204
5609.2064	3.07580528
5609.3588	3.075743204
5609.5112	3.075743204
5609.6636	3.075743204
5609.816	3.07580528
5609.9684	3.075743204
5610.1208	3.075743204
5610.2732	3.075743204
5610.4256	3.075743204
5610.578	3.07580528
5610.7304	3.075743204
5610.8828	3.075743204
5611.0352	3.075743204
5611.1876	3.07580528
5611.34	3.075743204
5611.4924	3.075743204
5611.6448	3.075743204
5611.7972	3.07580528
5611.9496	3.075743204
5612.102	3.075743204
5612.2544	3.075743204
5612.4068	3.07580528
5612.5592	3.075743204
5612.7116	3.075743204
5612.864	3.075743204
5613.0164	3.075743204
5613.1688	3.07580528
5613.3212	3.075743204
5613.4736	3.075743204
5613.626	3.075743204
5613.7784	3.07580528
5613.9308	3.075743204
5614.0832	3.075743204
5614.2356	3.075743204
5614.388	3.07580528
5614.5404	3.075743204
5614.6928	3.075743204
5614.8452	3.075743204
5614.9976	3.075743204
5615.15	3.07580528
5615.3024	3.075743204
5615.4548	3.075743204
5615.6072	3.075743204
5615.7596	3.07580528
5615.912	3.075743204
5616.0644	3.075743204
5616.2168	3.075743204
5616.3692	3.07580528
5616.5216	3.075743204
5616.674	3.075743204
5616.8264	3.075743204
5616.9788	3.075743204
5617.1312	3.07580528
5617.2836	3.075743204
5617.436	3.075743204
5617.5884	3.075743204
5617.7408	3.07580528
5617.8932	3.075743204
5618.0456	3.075743204
5618.198	3.075743204
5618.3504	3.07580528
5618.5028	3.075743204
5618.6552	3.075743204
5618.8076	3.075743204
5618.96	3.075743204
5619.1124	3.07580528
5619.2648	3.075743204
5619.4172	3.075743204
5619.5696	3.075743204
5619.722	3.07580528
5619.8744	3.075743204
5620.0268	3.075743204
5620.1792	3.075743204
5620.3316	3.07580528
5620.484	3.075743204
5620.6364	3.075743204
5620.7888	3.075743204
5620.9412	3.075743204
5621.0936	3.07580528
5621.246	3.075743204
5621.3984	3.075743204
5621.5508	3.075743204
5621.7032	3.07580528
5621.8556	3.075743204
5622.008	3.075743204
5622.1604	3.075743204
5622.3128	3.07580528
5622.4652	3.075743204
5622.6176	3.075743204
5622.77	3.075743204
5622.9224	3.075743204
5623.0748	3.07580528
5623.2272	3.075743204
5623.3796	3.075743204
5623.532	3.075743204
5623.6844	3.07580528
5623.8368	3.075743204
5623.9892	3.075743204
5624.1416	3.075743204
5624.294	3.07580528
5624.4464	3.075743204
5624.5988	3.075743204
5624.7512	3.075743204
5624.9036	3.075743204
5625.056	3.07580528
5625.2084	3.075743204
5625.3608	3.075743204
5625.5132	3.075743204
5625.6656	3.07580528
5625.818	3.075743204
5625.9704	3.075743204
5626.1228	3.075743204
5626.2752	3.07580528
5626.4276	3.075743204
5626.58	3.075743204
5626.7324	3.075743204
5626.8848	3.07580528
5627.0372	3.075743204
5627.1896	3.075743204
5627.342	3.075743204
5627.4944	3.075743204
5627.6468	3.07580528
5627.7992	3.075743204
5627.9516	3.075743204
5628.104	3.075743204
5628.2564	3.07580528
5628.4088	3.075743204
5628.5612	3.075743204
5628.7136	3.075743204
5628.866	3.07580528
5629.0184	3.075743204
5629.1708	3.075743204
5629.3232	3.075743204
5629.4756	3.075743204
5629.628	3.07580528
5629.7804	3.075743204
5629.9328	3.075743204
5630.0852	3.075743204
5630.2376	3.07580528
5630.39	3.075743204
5630.5424	3.075743204
5630.6948	3.075743204
5630.8472	3.07580528
5630.9996	3.075743204
5631.152	3.075743204
5631.3044	3.075743204
5631.4568	3.075743204
5631.6092	3.07580528
5631.7616	3.075743204
5631.914	3.075743204
5632.0664	3.075743204
5632.2188	3.07580528
5632.3712	3.075743204
5632.5236	3.075743204
5632.676	3.075743204
5632.8284	3.07580528
5632.9808	3.075743204
5633.1332	3.075743204
5633.2856	3.075743204
5633.438	3.075743204
5633.5904	3.07580528
5633.7428	3.075743204
5633.8952	3.075743204
5634.0476	3.075743204
5634.2	3.07580528
5634.3524	3.075743204
5634.5048	3.075743204
5634.6572	3.075743204
5634.8096	3.07580528
5634.962	3.075743204
5635.1144	3.075743204
5635.2668	3.075743204
5635.4192	3.075743204
5635.5716	3.07580528
5635.724	3.075743204
5635.8764	3.075743204
5636.0288	3.075743204
5636.1812	3.07580528
5636.3336	3.075743204
5636.486	3.075743204
5636.6384	3.075743204
5636.7908	3.07580528
5636.9432	3.075743204
5637.0956	3.075743204
5637.248	3.075743204
5637.4004	3.075743204
5637.5528	3.07580528
5637.7052	3.075743204
5637.8576	3.075743204
5638.01	3.075743204
5638.1624	3.07580528
5638.3148	3.075743204
5638.4672	3.075743204
5638.6196	3.075743204
5638.772	3.07580528
5638.9244	3.075743204
5639.0768	3.075743204
5639.2292	3.075743204
5639.3816	3.075743204
5639.534	3.07580528
5639.6864	3.075743204
5639.8388	3.075743204
5639.9912	3.075743204
5640.1436	3.07580528
5640.296	3.075743204
5640.4484	3.075743204
5640.6008	3.075743204
5640.7532	3.07580528
5640.9056	3.075743204
5641.058	3.075743204
5641.2104	3.075743204
5641.3628	3.075743204
5641.5152	3.07580528
5641.6676	3.075743204
5641.82	3.075743204
5641.9724	3.075743204
5642.1248	3.07580528
5642.2772	3.075743204
5642.4296	3.075743204
5642.582	3.075743204
5642.7344	3.07580528
5642.8868	3.075743204
5643.0392	3.075743204
5643.1916	3.075743204
5643.344	3.07580528
5643.4964	3.075743204
5643.6488	3.075743204
5643.8012	3.075743204
5643.9536	3.075743204
5644.106	3.07580528
5644.2584	3.075743204
5644.4108	3.075743204
5644.5632	3.075743204
5644.7156	3.07580528
5644.868	3.075743204
5645.0204	3.075743204
5645.1728	3.075743204
5645.3252	3.07580528
5645.4776	3.075743204
5645.63	3.075743204
5645.7824	3.075743204
5645.9348	3.075743204
5646.0872	3.07580528
5646.2396	3.075743204
5646.392	3.075743204
5646.5444	3.075743204
5646.6968	3.07580528
5646.8492	3.075743204
5647.0016	3.075743204
5647.154	3.075743204
5647.3064	3.07580528
5647.4588	3.075743204
5647.6112	3.075743204
5647.7636	3.075743204
5647.916	3.075743204
5648.0684	3.07580528
5648.2208	3.075743204
5648.3732	3.075743204
5648.5256	3.075743204
5648.678	3.07580528
5648.8304	3.075743204
5648.9828	3.075743204
5649.1352	3.075743204
5649.2876	3.07580528
5649.44	3.075743204
5649.5924	3.075743204
5649.7448	3.075743204
5649.8972	3.075743204
5650.0496	3.07580528
5650.202	3.075743204
5650.3544	3.075743204
5650.5068	3.075743204
5650.6592	3.07580528
5650.8116	3.075743204
5650.964	3.075743204
5651.1164	3.075743204
5651.2688	3.07580528
5651.4212	3.075743204
5651.5736	3.075743204
5651.726	3.075743204
5651.8784	3.075743204
5652.0308	3.07580528
5652.1832	3.075743204
5652.3356	3.075743204
5652.488	3.075743204
5652.6404	3.07580528
5652.7928	3.075743204
5652.9452	3.075743204
5653.0976	3.075743204
5653.25	3.07580528
5653.4024	3.075743204
5653.5548	3.075743204
5653.7072	3.075743204
5653.8596	3.075743204
5654.012	3.07580528
5654.1644	3.075743204
5654.3168	3.075743204
5654.4692	3.075743204
5654.6216	3.07580528
5654.774	3.075743204
5654.9264	3.075743204
5655.0788	3.075743204
5655.2312	3.07580528
5655.3836	3.075743204
5655.536	3.075743204
5655.6884	3.075743204
5655.8408	3.075743204
5655.9932	3.07580528
5656.1456	3.075743204
5656.298	3.075743204
5656.4504	3.075743204
5656.6028	3.07580528
5656.7552	3.075743204
5656.9076	3.075743204
5657.06	3.075743204
