Profundidade[m]	Idade[Ma]
5453.1488	93.0682171
5453.3012	93.0721969
5453.4536	93.0761768
5453.606	93.0801567
5453.7584	93.0841366
5453.9108	93.0881164
5454.0632	93.0920963
5454.2156	93.0960762
5454.368	93.1000561
5454.5204	93.1040359
5454.6728	93.1080158
5454.8252	93.1119957
5454.9776	93.1159755
5455.13	93.1199554
5455.2824	93.1239353
5455.4348	93.1279152
5455.5872	93.131895
5455.7396	93.1358749
5455.892	93.1398548
5456.0444	93.1438346
5456.1968	93.1478145
5456.3492	93.1517944
5456.5016	93.1557743
5456.654	93.1597541
5456.8064	93.163734
5456.9588	93.1677139
5457.1112	93.1716938
5457.2636	93.1756736
5457.416	93.1796535
5457.5684	93.1836334
5457.7208	93.1876132
5457.8732	93.1915931
5458.0256	93.195573
5458.178	93.1995529
5458.3304	93.2035327
5458.4828	93.2075126
5458.6352	93.2114925
5458.7876	93.2154724
5458.94	93.2194522
5459.0924	93.2234321
5459.2448	93.227412
5459.3972	93.2313918
5459.5496	93.2353717
5459.702	93.2393516
5459.8544	93.2433315
5460.0068	93.2473113
5460.1592	93.2512912
5460.3116	93.2552711
5460.464	93.259251
5460.6164	93.2632308
5460.7688	93.2672107
5460.9212	93.2711906
5461.0736	93.2751704
5461.226	93.2791503
5461.3784	93.2831302
5461.5308	93.2871101
5461.6832	93.2910899
5461.8356	93.2950698
5461.988	93.2990497
5462.1404	93.3030296
5462.2928	93.3070094
5462.4452	93.3109893
5462.5976	93.3149692
5462.75	93.318949
5462.9024	93.3229289
5463.0548	93.3269088
5463.2072	93.3308887
5463.3596	93.3348685
5463.512	93.3388484
5463.6644	93.3428283
5463.8168	93.3468082
5463.9692	93.350788
5464.1216	93.3547679
5464.274	93.3587478
5464.4264	93.3627276
5464.5788	93.3667075
5464.7312	93.3706874
5464.8836	93.3746673
5465.036	93.3786471
5465.1884	93.382627
5465.3408	93.3866069
5465.4932	93.3905868
5465.6456	93.3945666
5465.798	93.3985465
5465.9504	93.4025264
5466.1028	93.4065062
5466.2552	93.4104861
5466.4076	93.414466
5466.56	93.4184459
5466.7124	93.4224257
5466.8648	93.4264056
5467.0172	93.4303855
5467.1696	93.4343654
5467.322	93.4383452
5467.4744	93.4423251
5467.6268	93.446305
5467.7792	93.4502848
5467.9316	93.4542647
5468.084	93.4582446
5468.2364	93.4622245
5468.3888	93.4662043
5468.5412	93.4701842
5468.6936	93.4741641
5468.846	93.4781439
5468.9984	93.4821238
5469.1508	93.4861037
5469.3032	93.4900836
5469.4556	93.4940634
5469.608	93.4980433
5469.7604	93.5020232
5469.9128	93.5060031
5470.0652	93.5099829
5470.2176	93.5139628
5470.37	93.5179427
5470.5224	93.5219225
5470.6748	93.5259024
5470.8272	93.5298823
5470.9796	93.5338622
5471.132	93.537842
5471.2844	93.5418219
5471.4368	93.5458018
5471.5892	93.5497817
5471.7416	93.5537615
5471.894	93.5577414
5472.0464	93.5617213
5472.1988	93.5657011
5472.3512	93.569681
5472.5036	93.5736609
5472.656	93.5776408
5472.8084	93.5816206
5472.9608	93.5856005
5473.1132	93.5895804
5473.2656	93.5935603
5473.418	93.5975401
5473.5704	93.60152
5473.7228	93.6054999
5473.8752	93.6094797
5474.0276	93.6134596
5474.18	93.6174395
5474.3324	93.6214194
5474.4848	93.6253992
5474.6372	93.6293791
5474.7896	93.633359
5474.942	93.6373389
5475.0944	93.6413187
5475.2468	93.6452986
5475.3992	93.6492785
5475.5516	93.6532583
5475.704	93.6572382
5475.8564	93.6612181
5476.0088	93.665198
5476.1612	93.6691778
5476.3136	93.6731577
5476.466	93.6771376
5476.6184	93.6811175
5476.7708	93.6850973
5476.9232	93.6890772
5477.0756	93.6930571
5477.228	93.6970369
5477.3804	93.7010168
5477.5328	93.7049967
5477.6852	93.7089766
5477.8376	93.7129564
5477.99	93.7169363
5478.1424	93.7209162
5478.2948	93.7248961
5478.4472	93.7288759
5478.5996	93.7328558
5478.752	93.7368357
5478.9044	93.7408155
5479.0568	93.7447954
5479.2092	93.7487753
5479.3616	93.7527552
5479.514	93.756735
5479.6664	93.7607149
5479.8188	93.7646948
5479.9712	93.7686746
5480.1236	93.7726545
5480.276	93.7766344
5480.4284	93.7806143
5480.5808	93.7845941
5480.7332	93.788574
5480.8856	93.7925539
5481.038	93.7965338
5481.1904	93.8005136
5481.3428	93.8044935
5481.4952	93.8084734
5481.6476	93.8124532
5481.8	93.8164331
5481.9524	93.820413
5482.1048	93.8243929
5482.2572	93.8283727
5482.4096	93.8323526
5482.562	93.8363325
5482.7144	93.8403124
5482.8668	93.8442922
5483.0192	93.8482721
5483.1716	93.852252
5483.324	93.8562318
5483.4764	93.8602117
5483.6288	93.8641916
5483.7812	93.8681715
5483.9336	93.8721513
5484.086	93.8761312
5484.2384	93.8801111
5484.3908	93.884091
5484.5432	93.8880708
5484.6956	93.8920507
5484.848	93.8960306
5485.0004	93.900013
5485.1528	93.9049679
5485.3052	93.9099228
5485.4576	93.9148776
5485.61	93.9198325
5485.7624	93.9247874
5485.9148	93.9297423
5486.0672	93.9346971
5486.2196	93.939652
5486.372	93.9446069
5486.5244	93.9495618
5486.6768	93.9545167
5486.8292	93.9594715
5486.9816	93.9644264
5487.134	93.9693813
5487.2864	93.9743362
5487.4388	93.979291
5487.5912	93.9842459
5487.7436	93.9892008
5487.896	93.9941557
5488.0484	93.9991105
5488.2008	94.0040654
5488.3532	94.0090203
5488.5056	94.0139752
5488.658	94.01893
5488.8104	94.0238849
5488.9628	94.0288398
5489.1152	94.0337947
5489.2676	94.0387496
5489.42	94.0437044
5489.5724	94.0486593
5489.7248	94.0536142
5489.8772	94.0585691
5490.0296	94.0635239
5490.182	94.0684788
5490.3344	94.0734337
5490.4868	94.0783886
5490.6392	94.0833434
5490.7916	94.0882983
5490.944	94.0932532
5491.0964	94.0982081
5491.2488	94.103163
5491.4012	94.1081178
5491.5536	94.1130727
5491.706	94.1180276
5491.8584	94.1229825
5492.0108	94.1279373
5492.1632	94.1328922
5492.3156	94.1378471
5492.468	94.142802
5492.6204	94.1477568
5492.7728	94.1527117
5492.9252	94.1576666
5493.0776	94.1626215
5493.23	94.1675764
5493.3824	94.1725312
5493.5348	94.1774861
5493.6872	94.182441
5493.8396	94.1873959
5493.992	94.1923507
5494.1444	94.1973056
5494.2968	94.2022605
5494.4492	94.2072154
5494.6016	94.2121702
5494.754	94.2171251
5494.9064	94.22208
5495.0588	94.2270349
5495.2112	94.2319898
5495.3636	94.2369446
5495.516	94.2418995
5495.6684	94.2468544
5495.8208	94.2518093
5495.9732	94.2567641
5496.1256	94.261719
5496.278	94.2666739
5496.4304	94.2716288
5496.5828	94.2765836
5496.7352	94.2815385
5496.8876	94.2864934
5497.04	94.2914483
5497.1924	94.2964032
5497.3448	94.301358
5497.4972	94.3063129
5497.6496	94.3112678
5497.802	94.3162227
5497.9544	94.3211775
5498.1068	94.3261324
5498.2592	94.3310873
5498.4116	94.3360422
5498.564	94.340997
5498.7164	94.3459519
5498.8688	94.3509068
5499.0212	94.3558617
5499.1736	94.3608166
5499.326	94.3657714
5499.4784	94.3707263
5499.6308	94.3756812
5499.7832	94.3806361
5499.9356	94.3855909
5500.088	94.3905458
5500.2404	94.3955007
5500.3928	94.4004556
5500.5452	94.4054104
5500.6976	94.4103653
5500.85	94.4153202
5501.0024	94.4202751
5501.1548	94.42523
5501.3072	94.4301848
5501.4596	94.4351397
5501.612	94.4400946
5501.7644	94.4450495
5501.9168	94.4500043
5502.0692	94.4549592
5502.2216	94.4599141
5502.374	94.464869
5502.5264	94.4698238
5502.6788	94.4747787
5502.8312	94.4797336
5502.9836	94.4846885
5503.136	94.4896433
5503.2884	94.4945982
5503.4408	94.4995531
5503.5932	94.504508
5503.7456	94.5094629
5503.898	94.5144177
5504.0504	94.5193726
5504.2028	94.5243275
5504.3552	94.5292824
5504.5076	94.5342372
5504.66	94.5391921
5504.8124	94.544147
5504.9648	94.5491019
5505.1172	94.5540567
5505.2696	94.5590116
5505.422	94.5639665
5505.5744	94.5689214
5505.7268	94.5738763
5505.8792	94.5788311
5506.0316	94.583786
5506.184	94.5887409
5506.3364	94.5936958
5506.4888	94.5986506
5506.6412	94.6036055
5506.7936	94.6085604
5506.946	94.6135153
5507.0984	94.6184701
5507.2508	94.623425
5507.4032	94.6283799
5507.5556	94.6333348
5507.708	94.6382897
5507.8604	94.6432445
5508.0128	94.6481994
5508.1652	94.6531543
5508.3176	94.6581092
5508.47	94.663064
5508.6224	94.6680189
5508.7748	94.6729738
5508.9272	94.6779287
5509.0796	94.6828835
5509.232	94.6878384
5509.3844	94.6927933
5509.5368	94.6977482
5509.6892	94.7027031
5509.8416	94.7076579
5509.994	94.7126128
5510.1464	94.7175677
5510.2988	94.7225226
5510.4512	94.7274774
5510.6036	94.7324323
5510.756	94.7373872
5510.9084	94.7423421
5511.0608	94.7472969
5511.2132	94.7522518
5511.3656	94.7572067
5511.518	94.7621616
5511.6704	94.7671165
5511.8228	94.7720713
5511.9752	94.7770262
5512.1276	94.7819811
5512.28	94.786936
5512.4324	94.7918908
5512.5848	94.7968457
5512.7372	94.8018006
5512.8896	94.8067555
5513.042	94.8117103
5513.1944	94.8166652
5513.3468	94.8216201
5513.4992	94.826575
5513.6516	94.8315299
5513.804	94.8364847
5513.9564	94.8414396
5514.1088	94.8463945
5514.2612	94.8513494
5514.4136	94.8563042
5514.566	94.8612591
5514.7184	94.866214
5514.8708	94.8711689
5515.0232	94.8761237
5515.1756	94.8810786
5515.328	94.8860335
5515.4804	94.8909884
5515.6328	94.8959433
5515.7852	94.9008981
5515.9376	94.905853
5516.09	94.9108079
5516.2424	94.9157628
5516.3948	94.9207176
5516.5472	94.9256725
5516.6996	94.9306274
5516.852	94.9355823
5517.0044	94.9405371
5517.1568	94.945492
5517.3092	94.9504469
5517.4616	94.9554018
5517.614	94.9603567
5517.7664	94.9653115
5517.9188	94.9702664
5518.0712	94.9752213
5518.2236	94.9801762
5518.376	94.985131
5518.5284	94.9900859
5518.6808	94.9950408
5518.8332	94.9999957
5518.9856	95.0049505
5519.138	95.0099054
5519.2904	95.0148603
5519.4428	95.0198152
5519.5952	95.02477
5519.7476	95.0297249
5519.9	95.0346798
5520.0524	95.0396347
5520.2048	95.0445896
5520.3572	95.0495444
5520.5096	95.0544993
5520.662	95.0594542
5520.8144	95.0644091
5520.9668	95.0693639
5521.1192	95.0743188
5521.2716	95.0792737
5521.424	95.0842286
5521.5764	95.0891834
5521.7288	95.0941383
5521.8812	95.0990932
5522.0336	95.1040481
5522.186	95.109003
5522.3384	95.1139578
5522.4908	95.1189127
5522.6432	95.1238676
5522.7956	95.1288225
5522.948	95.1337773
5523.1004	95.1387322
5523.2528	95.1436871
5523.4052	95.148642
5523.5576	95.1535968
5523.71	95.1585517
5523.8624	95.1635066
5524.0148	95.1684615
5524.1672	95.1734164
5524.3196	95.1783712
5524.472	95.1833261
5524.6244	95.188281
5524.7768	95.1932359
5524.9292	95.1981907
5525.0816	95.2031456
5525.234	95.2081005
5525.3864	95.2130554
5525.5388	95.2180102
5525.6912	95.2229651
5525.8436	95.22792
5525.996	95.2328749
5526.1484	95.2378298
5526.3008	95.2427846
5526.4532	95.2477395
5526.6056	95.2526944
5526.758	95.2576493
5526.9104	95.2626041
5527.0628	95.267559
5527.2152	95.2725139
5527.3676	95.2774688
5527.52	95.2824236
5527.6724	95.2873785
5527.8248	95.2923334
5527.9772	95.2972883
5528.1296	95.3022432
5528.282	95.307198
5528.4344	95.3121529
5528.5868	95.3171078
5528.7392	95.3220627
5528.8916	95.3270175
5529.044	95.3319724
5529.1964	95.3369273
5529.3488	95.3418822
5529.5012	95.346837
5529.6536	95.3517919
5529.806	95.3567468
5529.9584	95.3617017
5530.1108	95.3666566
5530.2632	95.3716114
5530.4156	95.3765663
5530.568	95.3815212
5530.7204	95.3864761
5530.8728	95.3914309
5531.0252	95.3963858
5531.1776	95.4013407
5531.33	95.4062956
5531.4824	95.4112504
5531.6348	95.4162053
5531.7872	95.4211602
5531.9396	95.4261151
5532.092	95.43107
5532.2444	95.4360248
5532.3968	95.4409797
5532.5492	95.4459346
5532.7016	95.4508895
5532.854	95.4558443
5533.0064	95.4607992
5533.1588	95.4657541
5533.3112	95.470709
5533.4636	95.4756638
5533.616	95.4806187
5533.7684	95.4855736
5533.9208	95.4905285
5534.0732	95.4954833
5534.2256	95.5004382
5534.378	95.5053931
5534.5304	95.510348
5534.6828	95.5153029
5534.8352	95.5202577
5534.9876	95.5252126
5535.14	95.5301675
5535.2924	95.5351224
5535.4448	95.5400772
5535.5972	95.5450321
5535.7496	95.549987
5535.902	95.5549419
5536.0544	95.5598967
5536.2068	95.5648516
5536.3592	95.5698065
5536.5116	95.5747614
5536.664	95.5797163
5536.8164	95.5846711
5536.9688	95.589626
5537.1212	95.5945809
5537.2736	95.5995358
5537.426	95.6044906
5537.5784	95.6094455
5537.7308	95.6144004
5537.8832	95.6193553
5538.0356	95.6243101
5538.188	95.629265
5538.3404	95.6342199
5538.4928	95.6391748
5538.6452	95.6441297
5538.7976	95.6490845
5538.95	95.6540394
5539.1024	95.6589943
5539.2548	95.6639492
5539.4072	95.668904
5539.5596	95.6738589
5539.712	95.6788138
5539.8644	95.6837687
5540.0168	95.6887235
5540.1692	95.6936784
5540.3216	95.6986333
5540.474	95.7035882
5540.6264	95.7085431
5540.7788	95.7134979
5540.9312	95.7184528
5541.0836	95.7234077
5541.236	95.7283626
5541.3884	95.7333174
5541.5408	95.7382723
5541.6932	95.7432272
5541.8456	95.7481821
5541.998	95.7531369
5542.1504	95.7580918
5542.3028	95.7630467
5542.4552	95.7680016
5542.6076	95.7729565
5542.76	95.7779113
5542.9124	95.7828662
5543.0648	95.7878211
5543.2172	95.792776
5543.3696	95.7977308
5543.522	95.8026857
5543.6744	95.8076406
5543.8268	95.8125955
5543.9792	95.8175503
5544.1316	95.8225052
5544.284	95.8274601
5544.4364	95.832415
5544.5888	95.8373699
5544.7412	95.8423247
5544.8936	95.8472796
5545.046	95.8522345
5545.1984	95.8571894
5545.3508	95.8621442
5545.5032	95.8670991
5545.6556	95.872054
5545.808	95.8770089
5545.9604	95.8819637
5546.1128	95.8869186
5546.2652	95.8918735
5546.4176	95.8968284
5546.57	95.9017833
5546.7224	95.9067381
5546.8748	95.911693
5547.0272	95.9166479
5547.1796	95.9216028
5547.332	95.9265576
5547.4844	95.9315125
5547.6368	95.9364674
5547.7892	95.9414223
5547.9416	95.9463771
5548.094	95.951332
5548.2464	95.9562869
5548.3988	95.9612418
5548.5512	95.9661967
5548.7036	95.9711515
5548.856	95.9761064
5549.0084	95.9810613
5549.1608	95.9860162
5549.3132	95.990971
5549.4656	95.9959259
5549.618	96.0008808
5549.7704	96.0058357
5549.9228	96.0107905
5550.0752	96.0157454
5550.2276	96.0207003
5550.38	96.0256552
5550.5324	96.03061
5550.6848	96.0355649
5550.8372	96.0405198
5550.9896	96.0454747
5551.142	96.0504296
5551.2944	96.0553844
5551.4468	96.0603393
5551.5992	96.0652942
5551.7516	96.0702491
5551.904	96.0752039
5552.0564	96.0801588
5552.2088	96.0851137
5552.3612	96.0900686
5552.5136	96.0950234
5552.666	96.0999783
5552.8184	96.1049332
5552.9708	96.1098881
5553.1232	96.114843
5553.2756	96.1197978
5553.428	96.1247527
5553.5804	96.1297076
5553.7328	96.1346625
5553.8852	96.1396173
5554.0376	96.1445722
5554.19	96.1495271
5554.3424	96.154482
5554.4948	96.1594368
5554.6472	96.1643917
5554.7996	96.1693466
5554.952	96.1743015
5555.1044	96.1792564
5555.2568	96.1842112
5555.4092	96.1891661
5555.5616	96.194121
5555.714	96.1990759
5555.8664	96.2040307
5556.0188	96.2089856
5556.1712	96.2139405
5556.3236	96.2188954
5556.476	96.2238502
5556.6284	96.2288051
5556.7808	96.23376
5556.9332	96.2387149
5557.0856	96.2436698
5557.238	96.2486246
5557.3904	96.2535795
5557.5428	96.2585344
5557.6952	96.2634893
5557.8476	96.2684441
5558	96.273399
5558.1524	96.2783539
5558.3048	96.2833088
5558.4572	96.2882636
5558.6096	96.2932185
5558.762	96.2981734
5558.9144	96.3031283
5559.0668	96.3080832
5559.2192	96.313038
5559.3716	96.3179929
5559.524	96.3229478
5559.6764	96.3279027
5559.8288	96.3328575
5559.9812	96.3378124
5560.1336	96.3427673
5560.286	96.3477222
5560.4384	96.352677
5560.5908	96.3576319
5560.7432	96.3625868
5560.8956	96.3675417
5561.048	96.3724966
5561.2004	96.3774514
5561.3528	96.3824063
5561.5052	96.3873612
5561.6576	96.3923161
5561.81	96.3972709
5561.9624	96.4022258
5562.1148	96.4071807
5562.2672	96.4121356
5562.4196	96.4170904
5562.572	96.4220453
5562.7244	96.4270002
5562.8768	96.4319551
5563.0292	96.43691
5563.1816	96.4418648
5563.334	96.4468197
5563.4864	96.4517746
5563.6388	96.4567295
5563.7912	96.4616843
5563.9436	96.4666392
5564.096	96.4715941
5564.2484	96.476549
5564.4008	96.4815038
5564.5532	96.4864587
5564.7056	96.4914136
5564.858	96.4963685
5565.0104	96.5013233
5565.1628	96.5062782
5565.3152	96.5112331
5565.4676	96.516188
5565.62	96.5211429
5565.7724	96.5260977
5565.9248	96.5310526
5566.0772	96.5360075
5566.2296	96.5409624
5566.382	96.5459172
5566.5344	96.5508721
5566.6868	96.555827
5566.8392	96.5607819
5566.9916	96.5657367
5567.144	96.5706916
5567.2964	96.5756465
5567.4488	96.5806014
5567.6012	96.5855563
5567.7536	96.5905111
5567.906	96.595466
5568.0584	96.6004209
5568.2108	96.6053758
5568.3632	96.6103306
5568.5156	96.6152855
5568.668	96.6202404
5568.8204	96.6251953
5568.9728	96.6301501
5569.1252	96.635105
5569.2776	96.6400599
5569.43	96.6450148
5569.5824	96.6499697
5569.7348	96.6549245
5569.8872	96.6598794
5570.0396	96.6648343
5570.192	96.6697892
5570.3444	96.674744
5570.4968	96.6796989
5570.6492	96.6846538
5570.8016	96.6896087
5570.954	96.6945635
5571.1064	96.6995184
5571.2588	96.7044733
5571.4112	96.7094282
5571.5636	96.7143831
5571.716	96.7193379
5571.8684	96.7242928
5572.0208	96.7292477
5572.1732	96.7342026
5572.3256	96.7391574
5572.478	96.7441123
5572.6304	96.7490672
5572.7828	96.7540221
5572.9352	96.7589769
5573.0876	96.7639318
5573.24	96.7688867
5573.3924	96.7738416
5573.5448	96.7787965
5573.6972	96.7837513
5573.8496	96.7887062
5574.002	96.7936611
5574.1544	96.798616
5574.3068	96.8035708
5574.4592	96.8085257
5574.6116	96.8134806
5574.764	96.8184355
5574.9164	96.8233903
5575.0688	96.8283452
5575.2212	96.8333001
5575.3736	96.838255
5575.526	96.8432099
5575.6784	96.8481647
5575.8308	96.8531196
5575.9832	96.8580745
5576.1356	96.8630294
5576.288	96.8679842
5576.4404	96.8729391
5576.5928	96.877894
5576.7452	96.8828489
5576.8976	96.8878037
5577.05	96.8927586
5577.2024	96.8977135
5577.3548	96.9026684
5577.5072	96.9076233
5577.6596	96.9125781
5577.812	96.917533
5577.9644	96.9224879
5578.1168	96.9274428
5578.2692	96.9323976
5578.4216	96.9373525
5578.574	96.9423074
5578.7264	96.9472623
5578.8788	96.9522171
5579.0312	96.957172
5579.1836	96.9621269
5579.336	96.9670818
5579.4884	96.9720367
5579.6408	96.9769915
5579.7932	96.9819464
5579.9456	96.9869013
5580.098	96.9918562
5580.2504	96.996811
5580.4028	97.0017659
5580.5552	97.0067208
5580.7076	97.0116757
5580.86	97.0166305
5581.0124	97.0215854
5581.1648	97.0265403
5581.3172	97.0314952
5581.4696	97.03645
5581.622	97.0414049
5581.7744	97.0463598
5581.9268	97.0513147
5582.0792	97.0562696
5582.2316	97.0612244
5582.384	97.0661793
5582.5364	97.0711342
5582.6888	97.0760891
5582.8412	97.0810439
5582.9936	97.0859988
5583.146	97.0909537
5583.2984	97.0959086
5583.4508	97.1008634
5583.6032	97.1058183
5583.7556	97.1107732
5583.908	97.1157281
5584.0604	97.120683
5584.2128	97.1256378
5584.3652	97.1305927
5584.5176	97.1355476
5584.67	97.1405025
5584.8224	97.1454573
5584.9748	97.1504122
5585.1272	97.1553671
5585.2796	97.160322
5585.432	97.1652768
5585.5844	97.1702317
5585.7368	97.1751866
5585.8892	97.1801415
5586.0416	97.1850964
5586.194	97.1900512
5586.3464	97.1950061
5586.4988	97.199961
5586.6512	97.2049159
5586.8036	97.2098707
5586.956	97.2148256
5587.1084	97.2197805
5587.2608	97.2247354
5587.4132	97.2296902
5587.5656	97.2346451
5587.718	97.2396
5587.8704	97.2445549
5588.0228	97.2495098
5588.1752	97.2544646
5588.3276	97.2594195
5588.48	97.2643744
5588.6324	97.2693293
5588.7848	97.2742841
5588.9372	97.279239
5589.0896	97.2841939
5589.242	97.2891488
5589.3944	97.2941036
5589.5468	97.2990585
5589.6992	97.3040134
5589.8516	97.3089683
5590.004	97.3139232
5590.1564	97.318878
5590.3088	97.3238329
5590.4612	97.3287878
5590.6136	97.3337427
5590.766	97.3386975
5590.9184	97.3436524
5591.0708	97.3486073
5591.2232	97.3535622
5591.3756	97.358517
5591.528	97.3634719
5591.6804	97.3684268
5591.8328	97.3733817
5591.9852	97.3783366
5592.1376	97.3832914
5592.29	97.3882463
5592.4424	97.3932012
5592.5948	97.3981561
5592.7472	97.4031109
5592.8996	97.4080658
5593.052	97.4130207
5593.2044	97.4179756
5593.3568	97.4229304
5593.5092	97.4278853
5593.6616	97.4328402
5593.814	97.4377951
5593.9664	97.44275
5594.1188	97.4477048
5594.2712	97.4526597
5594.4236	97.4576146
5594.576	97.4625695
5594.7284	97.4675243
5594.8808	97.4724792
5595.0332	97.4774341
5595.1856	97.482389
5595.338	97.4873438
5595.4904	97.4922987
5595.6428	97.4972536
5595.7952	97.5022085
5595.9476	97.5071633
5596.1	97.5121182
5596.2524	97.5170731
5596.4048	97.522028
5596.5572	97.5269829
5596.7096	97.5319377
5596.862	97.5368926
5597.0144	97.5418475
5597.1668	97.5468024
5597.3192	97.5517572
5597.4716	97.5567121
5597.624	97.561667
5597.7764	97.5666219
5597.9288	97.5715767
5598.0812	97.5765316
5598.2336	97.5814865
5598.386	97.5864414
5598.5384	97.5913963
5598.6908	97.5963511
5598.8432	97.601306
5598.9956	97.6062609
5599.148	97.6112158
5599.3004	97.6161706
5599.4528	97.6211255
5599.6052	97.6260804
5599.7576	97.6310353
5599.91	97.6359901
5600.0624	97.640945
5600.2148	97.6458999
5600.3672	97.6508548
5600.5196	97.6558097
5600.672	97.6607645
5600.8244	97.6657194
5600.9768	97.6706743
5601.1292	97.6756292
5601.2816	97.680584
5601.434	97.6855389
5601.5864	97.6904938
5601.7388	97.6954487
5601.8912	97.7004035
5602.0436	97.7053584
5602.196	97.7103133
5602.3484	97.7152682
5602.5008	97.7202231
5602.6532	97.7251779
5602.8056	97.7301328
5602.958	97.7350877
5603.1104	97.7400426
5603.2628	97.7449974
5603.4152	97.7499523
5603.5676	97.7549072
5603.72	97.7598621
5603.8724	97.7648169
5604.0248	97.7697718
5604.1772	97.7747267
5604.3296	97.7796816
5604.482	97.7846365
5604.6344	97.7895913
5604.7868	97.7945462
5604.9392	97.7995011
5605.0916	97.804456
5605.244	97.8094108
5605.3964	97.8143657
5605.5488	97.8193206
5605.7012	97.8242755
5605.8536	97.8292303
5606.006	97.8341852
5606.1584	97.8391401
5606.3108	97.844095
5606.4632	97.8490499
5606.6156	97.8540047
5606.768	97.8589596
5606.9204	97.8639145
5607.0728	97.8688694
5607.2252	97.8738242
5607.3776	97.8787791
5607.53	97.883734
5607.6824	97.8886889
5607.8348	97.8936437
5607.9872	97.8985986
5608.1396	97.9035535
5608.292	97.9085084
5608.4444	97.9134633
5608.5968	97.9184181
5608.7492	97.923373
5608.9016	97.9283279
5609.054	97.9332828
5609.2064	97.9382376
5609.3588	97.9431925
5609.5112	97.9481474
5609.6636	97.9531023
5609.816	97.9580571
5609.9684	97.963012
5610.1208	97.9679669
5610.2732	97.9729218
5610.4256	97.9778767
5610.578	97.9828315
5610.7304	97.9877864
5610.8828	97.9927413
5611.0352	97.9976962
5611.1876	98.002651
5611.34	98.0076059
5611.4924	98.0125608
5611.6448	98.0175157
5611.7972	98.0224705
5611.9496	98.0274254
5612.102	98.0323803
5612.2544	98.0373352
5612.4068	98.04229
5612.5592	98.0472449
5612.7116	98.0521998
5612.864	98.0571547
5613.0164	98.0621096
5613.1688	98.0670644
5613.3212	98.0720193
5613.4736	98.0769742
5613.626	98.0819291
5613.7784	98.0868839
5613.9308	98.0918388
5614.0832	98.0967937
5614.2356	98.1017486
5614.388	98.1067034
5614.5404	98.1116583
5614.6928	98.1166132
5614.8452	98.1215681
5614.9976	98.126523
5615.15	98.1314778
5615.3024	98.1364327
5615.4548	98.1413876
5615.6072	98.1463425
5615.7596	98.1512973
5615.912	98.1562522
5616.0644	98.1612071
5616.2168	98.166162
5616.3692	98.1711168
5616.5216	98.1760717
5616.674	98.1810266
5616.8264	98.1859815
5616.9788	98.1909364
5617.1312	98.1958912
5617.2836	98.2008461
5617.436	98.205801
5617.5884	98.2107559
5617.7408	98.2157107
5617.8932	98.2206656
5618.0456	98.2256205
5618.198	98.2305754
5618.3504	98.2355302
5618.5028	98.2404851
5618.6552	98.24544
5618.8076	98.2503949
5618.96	98.2553498
5619.1124	98.2603046
5619.2648	98.2652595
5619.4172	98.2702144
5619.5696	98.2751693
5619.722	98.2801241
5619.8744	98.285079
5620.0268	98.2900339
5620.1792	98.2949888
5620.3316	98.2999436
5620.484	98.3048985
5620.6364	98.3098534
5620.7888	98.3148083
5620.9412	98.3197632
5621.0936	98.324718
5621.246	98.3296729
5621.3984	98.3346278
5621.5508	98.3395827
5621.7032	98.3445375
5621.8556	98.3494924
5622.008	98.3544473
5622.1604	98.3594022
5622.3128	98.364357
5622.4652	98.3693119
5622.6176	98.3742668
5622.77	98.3792217
5622.9224	98.3841766
5623.0748	98.3891314
5623.2272	98.3940863
5623.3796	98.3990412
5623.532	98.4039961
5623.6844	98.4089509
5623.8368	98.4139058
5623.9892	98.4188607
5624.1416	98.4238156
5624.294	98.4287704
5624.4464	98.4337253
5624.5988	98.4386802
5624.7512	98.4436351
5624.9036	98.44859
5625.056	98.4535448
5625.2084	98.4584997
5625.3608	98.4634546
5625.5132	98.4684095
5625.6656	98.4733643
5625.818	98.4783192
5625.9704	98.4832741
5626.1228	98.488229
5626.2752	98.4931838
5626.4276	98.4981387
5626.58	98.5030936
5626.7324	98.5080485
5626.8848	98.5130033
5627.0372	98.5179582
5627.1896	98.5229131
5627.342	98.527868
5627.4944	98.5328229
5627.6468	98.5377777
5627.7992	98.5427326
5627.9516	98.5476875
5628.104	98.5526424
5628.2564	98.5575972
5628.4088	98.5625521
5628.5612	98.567507
5628.7136	98.5724619
5628.866	98.5774167
5629.0184	98.5823716
5629.1708	98.5873265
5629.3232	98.5922814
5629.4756	98.5972363
5629.628	98.6021911
5629.7804	98.607146
5629.9328	98.6121009
5630.0852	98.6170558
5630.2376	98.6220106
5630.39	98.6269655
5630.5424	98.6319204
5630.6948	98.6368753
5630.8472	98.6418301
5630.9996	98.646785
5631.152	98.6517399
5631.3044	98.6566948
5631.4568	98.6616497
5631.6092	98.6666045
5631.7616	98.6715594
5631.914	98.6765143
5632.0664	98.6814692
5632.2188	98.686424
5632.3712	98.6913789
5632.5236	98.6963338
5632.676	98.7012887
5632.8284	98.7062435
5632.9808	98.7111984
5633.1332	98.7161533
5633.2856	98.7211082
5633.438	98.7260631
5633.5904	98.7310179
5633.7428	98.7359728
5633.8952	98.7409277
5634.0476	98.7458826
5634.2	98.7508374
5634.3524	98.7557923
5634.5048	98.7607472
5634.6572	98.7657021
5634.8096	98.7706569
5634.962	98.7756118
5635.1144	98.7805667
