Profundidade[m]	Idade[Ma]
5822.2616	101.588749
5822.414	101.589985
5822.5664	101.591221
5822.7188	101.592457
5822.8712	101.593692
5823.0236	101.594928
5823.176	101.596164
5823.3284	101.5974
5823.4808	101.598636
5823.6332	101.599872
5823.7856	101.601107
5823.938	101.602343
5824.0904	101.603579
5824.2428	101.604815
5824.3952	101.606051
5824.5476	101.607287
5824.7	101.608522
5824.8524	101.609758
5825.0048	101.610994
5825.1572	101.61223
5825.3096	101.613466
5825.462	101.614702
5825.6144	101.615937
5825.7668	101.617173
5825.9192	101.618409
5826.0716	101.619645
5826.224	101.620881
5826.3764	101.622117
5826.5288	101.623352
5826.6812	101.624588
5826.8336	101.625824
5826.986	101.62706
5827.1384	101.628296
5827.2908	101.629532
5827.4432	101.630767
5827.5956	101.632003
5827.748	101.633239
5827.9004	101.634475
5828.0528	101.635711
5828.2052	101.636947
5828.3576	101.638182
5828.51	101.639418
5828.6624	101.640654
5828.8148	101.64189
5828.9672	101.643126
5829.1196	101.644362
5829.272	101.645598
5829.4244	101.646833
5829.5768	101.648069
5829.7292	101.649305
5829.8816	101.650541
5830.034	101.651777
5830.1864	101.653013
5830.3388	101.654248
5830.4912	101.655484
5830.6436	101.65672
5830.796	101.657956
5830.9484	101.659192
5831.1008	101.660428
5831.2532	101.661663
5831.4056	101.662899
5831.558	101.664135
5831.7104	101.665371
5831.8628	101.666607
5832.0152	101.667843
5832.1676	101.669078
5832.32	101.670314
5832.4724	101.67155
5832.6248	101.672786
5832.7772	101.674022
5832.9296	101.675258
5833.082	101.676493
5833.2344	101.677729
5833.3868	101.678965
5833.5392	101.680201
5833.6916	101.681437
5833.844	101.682673
5833.9964	101.683908
5834.1488	101.685144
5834.3012	101.68638
5834.4536	101.687616
5834.606	101.688852
5834.7584	101.690088
5834.9108	101.691323
5835.0632	101.692559
5835.2156	101.693795
5835.368	101.695031
5835.5204	101.696267
5835.6728	101.697503
5835.8252	101.698738
5835.9776	101.699974
5836.13	101.70121
5836.2824	101.702446
5836.4348	101.703682
5836.5872	101.704918
5836.7396	101.706153
5836.892	101.707389
5837.0444	101.708625
5837.1968	101.709861
5837.3492	101.711097
5837.5016	101.712333
5837.654	101.713568
5837.8064	101.714804
5837.9588	101.71604
5838.1112	101.717276
5838.2636	101.718512
5838.416	101.719748
5838.5684	101.720984
5838.7208	101.722219
5838.8732	101.723455
5839.0256	101.724691
5839.178	101.725927
5839.3304	101.727163
5839.4828	101.728399
5839.6352	101.729634
5839.7876	101.73087
5839.94	101.732106
5840.0924	101.733342
5840.2448	101.734578
5840.3972	101.735814
5840.5496	101.737049
5840.702	101.738285
5840.8544	101.739521
5841.0068	101.740757
5841.1592	101.741993
5841.3116	101.743229
5841.464	101.744464
5841.6164	101.7457
5841.7688	101.746936
5841.9212	101.748172
5842.0736	101.749408
5842.226	101.750644
5842.3784	101.751879
5842.5308	101.753115
5842.6832	101.754351
5842.8356	101.755587
5842.988	101.756823
5843.1404	101.758059
5843.2928	101.759294
5843.4452	101.76053
5843.5976	101.761766
5843.75	101.763002
5843.9024	101.764238
5844.0548	101.765474
5844.2072	101.766709
5844.3596	101.767945
5844.512	101.769181
5844.6644	101.770417
5844.8168	101.771653
5844.9692	101.772889
5845.1216	101.774124
5845.274	101.77536
5845.4264	101.776596
5845.5788	101.777832
5845.7312	101.779068
5845.8836	101.780304
5846.036	101.781539
5846.1884	101.782775
5846.3408	101.784011
5846.4932	101.785247
5846.6456	101.786483
5846.798	101.787719
5846.9504	101.788955
5847.1028	101.79019
5847.2552	101.791426
5847.4076	101.792662
5847.56	101.793898
5847.7124	101.795134
5847.8648	101.79637
5848.0172	101.797605
5848.1696	101.798841
5848.322	101.800077
5848.4744	101.801313
5848.6268	101.802549
5848.7792	101.803785
5848.9316	101.80502
5849.084	101.806256
5849.2364	101.807492
5849.3888	101.808728
5849.5412	101.809964
5849.6936	101.8112
5849.846	101.812435
5849.9984	101.813671
5850.1508	101.814907
5850.3032	101.816143
5850.4556	101.817379
5850.608	101.818615
5850.7604	101.81985
5850.9128	101.821086
5851.0652	101.822322
5851.2176	101.823558
5851.37	101.824794
5851.5224	101.82603
5851.6748	101.827265
5851.8272	101.828501
5851.9796	101.829737
5852.132	101.830973
5852.2844	101.832209
5852.4368	101.833445
5852.5892	101.83468
5852.7416	101.835916
5852.894	101.837152
5853.0464	101.838388
5853.1988	101.839624
5853.3512	101.84086
5853.5036	101.842095
5853.656	101.843331
5853.8084	101.844567
5853.9608	101.845803
5854.1132	101.847039
5854.2656	101.848275
5854.418	101.84951
5854.5704	101.850746
5854.7228	101.851982
5854.8752	101.853218
5855.0276	101.854454
5855.18	101.85569
5855.3324	101.856926
5855.4848	101.858161
5855.6372	101.859397
5855.7896	101.860633
5855.942	101.861869
5856.0944	101.863105
5856.2468	101.864341
5856.3992	101.865576
5856.5516	101.866812
5856.704	101.868048
5856.8564	101.869284
5857.0088	101.87052
5857.1612	101.871756
5857.3136	101.872991
5857.466	101.874227
5857.6184	101.875463
5857.7708	101.876699
5857.9232	101.877935
5858.0756	101.879171
5858.228	101.880406
5858.3804	101.881642
5858.5328	101.882878
5858.6852	101.884114
5858.8376	101.88535
5858.99	101.886586
5859.1424	101.887821
5859.2948	101.889057
5859.4472	101.890293
5859.5996	101.891529
5859.752	101.892765
5859.9044	101.894001
5860.0568	101.895236
5860.2092	101.896472
5860.3616	101.897708
5860.514	101.898944
5860.6664	101.90018
5860.8188	101.901416
5860.9712	101.902651
5861.1236	101.903887
5861.276	101.905123
5861.4284	101.906359
5861.5808	101.907595
5861.7332	101.908831
5861.8856	101.910066
5862.038	101.911302
5862.1904	101.912538
5862.3428	101.913774
5862.4952	101.91501
5862.6476	101.916246
5862.8	101.917481
5862.9524	101.918717
5863.1048	101.919953
5863.2572	101.921189
5863.4096	101.922425
5863.562	101.923661
5863.7144	101.924896
5863.8668	101.926132
5864.0192	101.927368
5864.1716	101.928604
5864.324	101.92984
5864.4764	101.931076
5864.6288	101.932312
5864.7812	101.933547
5864.9336	101.934783
5865.086	101.936019
5865.2384	101.937255
5865.3908	101.938491
5865.5432	101.939727
5865.6956	101.940962
5865.848	101.942198
5866.0004	101.943434
5866.1528	101.94467
5866.3052	101.945906
5866.4576	101.947142
5866.61	101.948377
5866.7624	101.949613
5866.9148	101.950849
5867.0672	101.952085
5867.2196	101.953321
5867.372	101.954557
5867.5244	101.955792
5867.6768	101.957028
5867.8292	101.958264
5867.9816	101.9595
5868.134	101.960736
5868.2864	101.961972
5868.4388	101.963207
5868.5912	101.964443
5868.7436	101.965679
5868.896	101.966915
5869.0484	101.968151
5869.2008	101.969387
5869.3532	101.970622
5869.5056	101.971858
5869.658	101.973094
5869.8104	101.97433
5869.9628	101.975566
5870.1152	101.976802
5870.2676	101.978037
5870.42	101.979273
5870.5724	101.980509
5870.7248	101.981745
5870.8772	101.982981
5871.0296	101.984217
5871.182	101.985452
5871.3344	101.986688
5871.4868	101.987924
5871.6392	101.98916
5871.7916	101.990396
5871.944	101.991632
5872.0964	101.992867
5872.2488	101.994103
5872.4012	101.995339
5872.5536	101.996575
5872.706	101.997811
5872.8584	101.999047
5873.0108	102.000283
5873.1632	102.001518
5873.3156	102.002754
5873.468	102.00399
5873.6204	102.005226
5873.7728	102.006462
5873.9252	102.007698
5874.0776	102.008933
5874.23	102.010169
5874.3824	102.011405
5874.5348	102.012641
5874.6872	102.013877
5874.8396	102.015113
5874.992	102.016348
5875.1444	102.017584
5875.2968	102.01882
5875.4492	102.020056
5875.6016	102.021292
5875.754	102.022528
5875.9064	102.023763
5876.0588	102.024999
5876.2112	102.026235
5876.3636	102.027471
5876.516	102.028707
5876.6684	102.029943
5876.8208	102.031178
5876.9732	102.032414
5877.1256	102.03365
5877.278	102.034886
5877.4304	102.036122
5877.5828	102.037358
5877.7352	102.038593
5877.8876	102.039829
5878.04	102.041065
5878.1924	102.042301
5878.3448	102.043537
5878.4972	102.044773
5878.6496	102.046008
5878.802	102.047244
5878.9544	102.04848
5879.1068	102.049716
5879.2592	102.050952
5879.4116	102.052188
5879.564	102.053423
5879.7164	102.054659
5879.8688	102.055895
5880.0212	102.057131
5880.1736	102.058367
5880.326	102.059603
5880.4784	102.060838
5880.6308	102.062074
5880.7832	102.06331
5880.9356	102.064546
5881.088	102.065782
5881.2404	102.067018
5881.3928	102.068254
5881.5452	102.069489
5881.6976	102.070725
5881.85	102.071961
5882.0024	102.073197
5882.1548	102.074433
5882.3072	102.075669
5882.4596	102.076904
5882.612	102.07814
5882.7644	102.079376
5882.9168	102.080612
5883.0692	102.081848
5883.2216	102.083084
5883.374	102.084319
5883.5264	102.085555
5883.6788	102.086791
5883.8312	102.088027
5883.9836	102.089263
5884.136	102.090499
5884.2884	102.091734
5884.4408	102.09297
5884.5932	102.094206
5884.7456	102.095442
5884.898	102.096678
5885.0504	102.097914
5885.2028	102.099149
5885.3552	102.100385
5885.5076	102.101621
5885.66	102.102857
5885.8124	102.104093
5885.9648	102.105329
5886.1172	102.106564
5886.2696	102.1078
5886.422	102.109036
5886.5744	102.110272
5886.7268	102.111508
5886.8792	102.112744
5887.0316	102.113979
5887.184	102.115215
5887.3364	102.116451
5887.4888	102.117687
5887.6412	102.118923
5887.7936	102.120159
5887.946	102.121394
5888.0984	102.12263
5888.2508	102.123866
5888.4032	102.125102
5888.5556	102.126338
5888.708	102.127574
5888.8604	102.128809
5889.0128	102.130045
5889.1652	102.131281
5889.3176	102.132517
5889.47	102.133753
5889.6224	102.134989
5889.7748	102.136224
5889.9272	102.13746
5890.0796	102.138696
5890.232	102.139932
5890.3844	102.141168
5890.5368	102.142404
5890.6892	102.14364
5890.8416	102.144875
5890.994	102.146111
5891.1464	102.147347
5891.2988	102.148583
5891.4512	102.149819
5891.6036	102.151055
5891.756	102.15229
5891.9084	102.153526
5892.0608	102.154762
5892.2132	102.155998
5892.3656	102.157234
5892.518	102.15847
5892.6704	102.159705
5892.8228	102.160941
5892.9752	102.162177
5893.1276	102.163413
5893.28	102.164649
5893.4324	102.165885
5893.5848	102.16712
5893.7372	102.168356
5893.8896	102.169592
5894.042	102.170828
5894.1944	102.172064
5894.3468	102.1733
5894.4992	102.174535
5894.6516	102.175771
5894.804	102.177007
5894.9564	102.178243
5895.1088	102.179479
5895.2612	102.180715
5895.4136	102.18195
5895.566	102.183186
5895.7184	102.184422
5895.8708	102.185658
5896.0232	102.186894
5896.1756	102.18813
5896.328	102.189365
5896.4804	102.190601
5896.6328	102.191837
5896.7852	102.193073
5896.9376	102.194309
5897.09	102.195545
5897.2424	102.19678
5897.3948	102.198016
5897.5472	102.199252
5897.6996	102.200488
5897.852	102.201724
5898.0044	102.20296
5898.1568	102.204195
5898.3092	102.205431
5898.4616	102.206667
5898.614	102.207903
5898.7664	102.209139
5898.9188	102.210375
5899.0712	102.211611
5899.2236	102.212846
5899.376	102.214082
5899.5284	102.215318
5899.6808	102.216554
5899.8332	102.21779
5899.9856	102.219026
5900.138	102.220261
5900.2904	102.221497
5900.4428	102.222733
5900.5952	102.223969
5900.7476	102.225205
5900.9	102.226441
5901.0524	102.227676
5901.2048	102.228912
5901.3572	102.230148
5901.5096	102.231384
5901.662	102.23262
5901.8144	102.233856
5901.9668	102.235091
5902.1192	102.236327
5902.2716	102.237563
5902.424	102.238799
5902.5764	102.240035
5902.7288	102.241271
5902.8812	102.242506
5903.0336	102.243742
5903.186	102.244978
5903.3384	102.246214
5903.4908	102.24745
5903.6432	102.248686
5903.7956	102.249921
5903.948	102.251157
5904.1004	102.252393
5904.2528	102.253629
5904.4052	102.254865
5904.5576	102.256101
5904.71	102.257336
5904.8624	102.258572
5905.0148	102.259808
5905.1672	102.261044
5905.3196	102.26228
5905.472	102.263516
5905.6244	102.264751
5905.7768	102.265987
5905.9292	102.267223
5906.0816	102.268459
5906.234	102.269695
5906.3864	102.270931
5906.5388	102.272166
5906.6912	102.273402
5906.8436	102.274638
5906.996	102.275874
5907.1484	102.27711
5907.3008	102.278346
5907.4532	102.279582
5907.6056	102.280817
5907.758	102.282053
5907.9104	102.283289
5908.0628	102.284525
5908.2152	102.285761
5908.3676	102.286997
5908.52	102.288232
5908.6724	102.289468
5908.8248	102.290704
5908.9772	102.29194
5909.1296	102.293176
5909.282	102.294412
5909.4344	102.295647
5909.5868	102.296883
5909.7392	102.298119
5909.8916	102.299355
5910.044	102.300591
5910.1964	102.301827
5910.3488	102.303062
5910.5012	102.304298
5910.6536	102.305534
5910.806	102.30677
5910.9584	102.308006
5911.1108	102.309242
5911.2632	102.310477
5911.4156	102.311713
5911.568	102.312949
5911.7204	102.314185
5911.8728	102.315421
5912.0252	102.316657
5912.1776	102.317892
5912.33	102.319128
5912.4824	102.320364
5912.6348	102.3216
5912.7872	102.322836
5912.9396	102.324072
5913.092	102.325307
5913.2444	102.326543
5913.3968	102.327779
5913.5492	102.329015
5913.7016	102.330251
5913.854	102.331487
5914.0064	102.332722
5914.1588	102.333958
5914.3112	102.335194
5914.4636	102.33643
5914.616	102.337666
5914.7684	102.338902
5914.9208	102.340137
5915.0732	102.341373
5915.2256	102.342609
5915.378	102.343845
5915.5304	102.345081
5915.6828	102.346317
5915.8352	102.347552
5915.9876	102.348788
5916.14	102.350024
5916.2924	102.35126
5916.4448	102.352496
5916.5972	102.353732
5916.7496	102.354968
5916.902	102.356203
5917.0544	102.357439
5917.2068	102.358675
5917.3592	102.359911
5917.5116	102.361147
5917.664	102.362383
5917.8164	102.363618
5917.9688	102.364854
5918.1212	102.36609
5918.2736	102.367326
5918.426	102.368562
5918.5784	102.369798
5918.7308	102.371033
5918.8832	102.372269
5919.0356	102.373505
5919.188	102.374741
5919.3404	102.375977
5919.4928	102.377213
5919.6452	102.378448
5919.7976	102.379684
5919.95	102.38092
5920.1024	102.382156
5920.2548	102.383392
5920.4072	102.384628
5920.5596	102.385863
5920.712	102.387099
5920.8644	102.388335
5921.0168	102.389571
5921.1692	102.390807
5921.3216	102.392043
5921.474	102.393278
5921.6264	102.394514
5921.7788	102.39575
5921.9312	102.396986
5922.0836	102.398222
5922.236	102.399458
5922.3884	102.400693
5922.5408	102.401929
5922.6932	102.403165
5922.8456	102.404401
5922.998	102.405637
5923.1504	102.406873
5923.3028	102.408108
5923.4552	102.409344
5923.6076	102.41058
5923.76	102.411816
5923.9124	102.413052
5924.0648	102.414288
5924.2172	102.415523
5924.3696	102.416759
5924.522	102.417995
5924.6744	102.419231
5924.8268	102.420467
5924.9792	102.421703
5925.1316	102.422939
5925.284	102.424174
5925.4364	102.42541
5925.5888	102.426646
5925.7412	102.427882
5925.8936	102.429118
5926.046	102.430354
5926.1984	102.431589
5926.3508	102.432825
5926.5032	102.434061
5926.6556	102.435297
5926.808	102.436533
5926.9604	102.437769
5927.1128	102.439004
5927.2652	102.44024
5927.4176	102.441476
5927.57	102.442712
5927.7224	102.443948
5927.8748	102.445184
5928.0272	102.446419
5928.1796	102.447655
5928.332	102.448891
5928.4844	102.450127
5928.6368	102.451363
5928.7892	102.452599
5928.9416	102.453834
5929.094	102.45507
5929.2464	102.456306
5929.3988	102.457542
5929.5512	102.458778
5929.7036	102.460014
5929.856	102.461249
5930.0084	102.462485
5930.1608	102.463721
5930.3132	102.464957
5930.4656	102.466193
5930.618	102.467429
5930.7704	102.468664
5930.9228	102.4699
5931.0752	102.471136
5931.2276	102.472372
5931.38	102.473608
5931.5324	102.474844
5931.6848	102.476079
5931.8372	102.477315
5931.9896	102.478551
5932.142	102.479787
5932.2944	102.481023
5932.4468	102.482259
5932.5992	102.483494
5932.7516	102.48473
5932.904	102.485966
5933.0564	102.487202
5933.2088	102.488438
5933.3612	102.489674
5933.5136	102.49091
5933.666	102.492145
5933.8184	102.493381
5933.9708	102.494617
5934.1232	102.495853
5934.2756	102.497089
5934.428	102.498325
5934.5804	102.49956
5934.7328	102.500796
5934.8852	102.502032
5935.0376	102.503268
5935.19	102.504504
5935.3424	102.50574
5935.4948	102.506975
5935.6472	102.508211
5935.7996	102.509447
5935.952	102.510683
5936.1044	102.511919
5936.2568	102.513155
5936.4092	102.51439
5936.5616	102.515626
5936.714	102.516862
5936.8664	102.518098
5937.0188	102.519334
5937.1712	102.52057
5937.3236	102.521805
5937.476	102.523041
5937.6284	102.524277
5937.7808	102.525513
5937.9332	102.526749
5938.0856	102.527985
5938.238	102.52922
5938.3904	102.530456
5938.5428	102.531692
5938.6952	102.532928
5938.8476	102.534164
5939	102.5354
5939.1524	102.536635
5939.3048	102.537871
5939.4572	102.539107
5939.6096	102.540343
5939.762	102.541579
5939.9144	102.542815
5940.0668	102.54405
5940.2192	102.545286
5940.3716	102.546522
5940.524	102.547758
5940.6764	102.548994
5940.8288	102.55023
5940.9812	102.551465
5941.1336	102.552701
5941.286	102.553937
5941.4384	102.555173
5941.5908	102.556409
5941.7432	102.557645
5941.8956	102.55888
5942.048	102.560116
5942.2004	102.561352
5942.3528	102.562588
5942.5052	102.563824
5942.6576	102.56506
5942.81	102.566296
5942.9624	102.567531
5943.1148	102.568767
5943.2672	102.570003
5943.4196	102.571239
5943.572	102.572475
5943.7244	102.573711
5943.8768	102.574946
5944.0292	102.576182
5944.1816	102.577418
5944.334	102.578654
5944.4864	102.57989
5944.6388	102.581126
5944.7912	102.582361
5944.9436	102.583597
5945.096	102.584833
5945.2484	102.586069
5945.4008	102.587305
5945.5532	102.588541
5945.7056	102.589776
5945.858	102.591012
5946.0104	102.592248
5946.1628	102.593484
5946.3152	102.59472
5946.4676	102.595956
5946.62	102.597191
5946.7724	102.598427
5946.9248	102.599663
5947.0772	102.600899
5947.2296	102.602135
5947.382	102.603371
5947.5344	102.604606
5947.6868	102.605842
5947.8392	102.607078
5947.9916	102.608314
5948.144	102.60955
5948.2964	102.610786
5948.4488	102.612021
5948.6012	102.613257
5948.7536	102.614493
5948.906	102.615729
5949.0584	102.616965
5949.2108	102.618201
5949.3632	102.619436
5949.5156	102.620672
5949.668	102.621908
5949.8204	102.623144
5949.9728	102.62438
5950.1252	102.625616
5950.2776	102.626851
5950.43	102.628087
5950.5824	102.629323
5950.7348	102.630559
5950.8872	102.631795
5951.0396	102.633031
5951.192	102.634267
5951.3444	102.635502
5951.4968	102.636738
5951.6492	102.637974
5951.8016	102.63921
5951.954	102.640446
5952.1064	102.641682
5952.2588	102.642917
5952.4112	102.644153
5952.5636	102.645389
5952.716	102.646625
5952.8684	102.647861
5953.0208	102.649097
5953.1732	102.650332
5953.3256	102.651568
5953.478	102.652804
5953.6304	102.65404
5953.7828	102.655276
5953.9352	102.656512
5954.0876	102.657747
5954.24	102.658983
5954.3924	102.660219
5954.5448	102.661455
5954.6972	102.662691
5954.8496	102.663927
5955.002	102.665162
5955.1544	102.666398
5955.3068	102.667634
5955.4592	102.66887
5955.6116	102.670106
5955.764	102.671342
5955.9164	102.672577
5956.0688	102.673813
5956.2212	102.675049
5956.3736	102.676285
5956.526	102.677521
5956.6784	102.678757
5956.8308	102.679992
5956.9832	102.681228
5957.1356	102.682464
5957.288	102.6837
5957.4404	102.684936
5957.5928	102.686172
5957.7452	102.687407
5957.8976	102.688643
5958.05	102.689879
5958.2024	102.691115
5958.3548	102.692351
5958.5072	102.693587
5958.6596	102.694822
5958.812	102.696058
5958.9644	102.697294
5959.1168	102.69853
5959.2692	102.699766
5959.4216	102.701002
5959.574	102.702238
5959.7264	102.703473
5959.8788	102.704709
5960.0312	102.705945
5960.1836	102.707181
5960.336	102.708417
5960.4884	102.709653
5960.6408	102.710888
5960.7932	102.712124
5960.9456	102.71336
5961.098	102.714596
5961.2504	102.715832
5961.4028	102.717068
5961.5552	102.718303
5961.7076	102.719539
5961.86	102.720775
5962.0124	102.722011
5962.1648	102.723247
5962.3172	102.724483
5962.4696	102.725718
5962.622	102.726954
5962.7744	102.72819
5962.9268	102.729426
5963.0792	102.730662
5963.2316	102.731898
5963.384	102.733133
5963.5364	102.734369
5963.6888	102.735605
5963.8412	102.736841
5963.9936	102.738077
5964.146	102.739313
5964.2984	102.740548
5964.4508	102.741784
5964.6032	102.74302
5964.7556	102.744256
5964.908	102.745492
5965.0604	102.746728
5965.2128	102.747963
5965.3652	102.749199
5965.5176	102.750435
5965.67	102.751671
5965.8224	102.752907
5965.9748	102.754143
5966.1272	102.755378
5966.2796	102.756614
5966.432	102.75785
5966.5844	102.759086
5966.7368	102.760322
5966.8892	102.761558
5967.0416	102.762793
5967.194	102.764029
5967.3464	102.765265
5967.4988	102.766501
5967.6512	102.767737
5967.8036	102.768973
5967.956	102.770208
5968.1084	102.771444
5968.2608	102.77268
5968.4132	102.773916
5968.5656	102.775152
5968.718	102.776388
5968.8704	102.777624
5969.0228	102.778859
5969.1752	102.780095
5969.3276	102.781331
5969.48	102.782567
5969.6324	102.783803
5969.7848	102.785039
5969.9372	102.786274
5970.0896	102.78751
5970.242	102.788746
5970.3944	102.789982
5970.5468	102.791218
5970.6992	102.792454
5970.8516	102.793689
5971.004	102.794925
5971.1564	102.796161
5971.3088	102.797397
5971.4612	102.798633
5971.6136	102.799869
5971.766	102.801104
5971.9184	102.80234
5972.0708	102.803576
5972.2232	102.804812
5972.3756	102.806048
5972.528	102.807284
5972.6804	102.808519
5972.8328	102.809755
5972.9852	102.810991
5973.1376	102.812227
5973.29	102.813463
5973.4424	102.814699
5973.5948	102.815934
5973.7472	102.81717
5973.8996	102.818406
5974.052	102.819642
5974.2044	102.820878
5974.3568	102.822114
5974.5092	102.823349
5974.6616	102.824585
5974.814	102.825821
5974.9664	102.827057
5975.1188	102.828293
5975.2712	102.829529
5975.4236	102.830764
5975.576	102.832
5975.7284	102.833236
5975.8808	102.834472
5976.0332	102.835708
5976.1856	102.836944
5976.338	102.838179
5976.4904	102.839415
5976.6428	102.840651
5976.7952	102.841887
5976.9476	102.843123
5977.1	102.844359
5977.2524	102.845595
5977.4048	102.84683
5977.5572	102.848066
5977.7096	102.849302
5977.862	102.850538
5978.0144	102.851774
5978.1668	102.85301
5978.3192	102.854245
5978.4716	102.855481
5978.624	102.856717
5978.7764	102.857953
5978.9288	102.859189
5979.0812	102.860425
5979.2336	102.86166
5979.386	102.862896
5979.5384	102.864132
5979.6908	102.865368
5979.8432	102.866604
5979.9956	102.86784
5980.148	102.869075
5980.3004	102.870311
5980.4528	102.871547
5980.6052	102.872783
5980.7576	102.874019
5980.91	102.875255
5981.0624	102.87649
5981.2148	102.877726
5981.3672	102.878962
5981.5196	102.880198
5981.672	102.881434
5981.8244	102.88267
5981.9768	102.883905
5982.1292	102.885141
5982.2816	102.886377
5982.434	102.887613
5982.5864	102.888849
5982.7388	102.890085
5982.8912	102.89132
5983.0436	102.892556
5983.196	102.893792
5983.3484	102.895028
5983.5008	102.896264
5983.6532	102.8975
5983.8056	102.898735
5983.958	102.899971
5984.1104	102.901207
5984.2628	102.902443
5984.4152	102.903679
5984.5676	102.904915
5984.72	102.90615
5984.8724	102.907386
5985.0248	102.908622
5985.1772	102.909858
5985.3296	102.911094
5985.482	102.91233
5985.6344	102.913566
5985.7868	102.914801
5985.9392	102.916037
5986.0916	102.917273
5986.244	102.918509
5986.3964	102.919745
5986.5488	102.920981
5986.7012	102.922216
5986.8536	102.923452
5987.006	102.924688
5987.1584	102.925924
5987.3108	102.92716
5987.4632	102.928396
5987.6156	102.929631
5987.768	102.930867
5987.9204	102.932103
5988.0728	102.933339
5988.2252	102.934575
5988.3776	102.935811
5988.53	102.937046
5988.6824	102.938282
5988.8348	102.939518
5988.9872	102.940754
5989.1396	102.94199
5989.292	102.943226
5989.4444	102.944461
5989.5968	102.945697
5989.7492	102.946933
5989.9016	102.948169
5990.054	102.949405
5990.2064	102.950641
5990.3588	102.951876
5990.5112	102.953112
5990.6636	102.954348
5990.816	102.955584
5990.9684	102.95682
5991.1208	102.958056
5991.2732	102.959291
5991.4256	102.960527
5991.578	102.961763
5991.7304	102.962999
5991.8828	102.964235
5992.0352	102.965471
5992.1876	102.966706
5992.34	102.967942
5992.4924	102.969178
5992.6448	102.970414
5992.7972	102.97165
5992.9496	102.972886
5993.102	102.974121
5993.2544	102.975357
5993.4068	102.976593
5993.5592	102.977829
5993.7116	102.979065
5993.864	102.980301
5994.0164	102.981536
5994.1688	102.982772
5994.3212	102.984008
5994.4736	102.985244
5994.626	102.98648
5994.7784	102.987716
5994.9308	102.988952
5995.0832	102.990187
5995.2356	102.991423
5995.388	102.992659
5995.5404	102.993895
5995.6928	102.995131
5995.8452	102.996367
5995.9976	102.997602
5996.15	102.998838
5996.3024	103.000074
5996.4548	103.00131
5996.6072	103.002546
5996.7596	103.003782
5996.912	103.005017
5997.0644	103.006253
5997.2168	103.007489
5997.3692	103.008725
5997.5216	103.009961
5997.674	103.011197
5997.8264	103.012432
5997.9788	103.013668
5998.1312	103.014904
5998.2836	103.01614
5998.436	103.017376
5998.5884	103.018612
5998.7408	103.019847
5998.8932	103.021083
5999.0456	103.022319
5999.198	103.023555
5999.3504	103.024791
5999.5028	103.026027
5999.6552	103.027262
5999.8076	103.028498
5999.96	103.029734
6000.1124	103.03097
6000.2648	103.032206
6000.4172	103.033442
6000.5696	103.034677
6000.722	103.035913
6000.8744	103.037149
6001.0268	103.038385
6001.1792	103.039621
6001.3316	103.040857
6001.484	103.042092
6001.6364	103.043328
6001.7888	103.044564
6001.9412	103.0458
6002.0936	103.047036
6002.246	103.048272
6002.3984	103.049507
6002.5508	103.050743
6002.7032	103.051979
6002.8556	103.053215
6003.008	103.054451
6003.1604	103.055687
6003.3128	103.056923
6003.4652	103.058158
6003.6176	103.059394
6003.77	103.06063
6003.9224	103.061866
6004.0748	103.063102
6004.2272	103.064338
6004.3796	103.065573
6004.532	103.066809
6004.6844	103.068045
6004.8368	103.069281
6004.9892	103.070517
6005.1416	103.071753
6005.294	103.072988
6005.4464	103.074224
6005.5988	103.07546
6005.7512	103.076696
6005.9036	103.077932
6006.056	103.079168
6006.2084	103.080403
6006.3608	103.081639
6006.5132	103.082875
6006.6656	103.084111
6006.818	103.085347
6006.9704	103.086583
6007.1228	103.087818
6007.2752	103.089054
6007.4276	103.09029
6007.58	103.091526
6007.7324	103.092762
6007.8848	103.093998
6008.0372	103.095233
6008.1896	103.096469
6008.342	103.097705
6008.4944	103.098941
6008.6468	103.100177
6008.7992	103.101413
6008.9516	103.102648
6009.104	103.103884
6009.2564	103.10512
6009.4088	103.106356
6009.5612	103.107592
6009.7136	103.108828
6009.866	103.110063
6010.0184	103.111299
6010.1708	103.112535
6010.3232	103.113771
6010.4756	103.115007
6010.628	103.116243
6010.7804	103.117478
6010.9328	103.118714
6011.0852	103.11995
6011.2376	103.121186
6011.39	103.122422
6011.5424	103.123658
6011.6948	103.124894
6011.8472	103.126129
6011.9996	103.127365
6012.152	103.128601
6012.3044	103.129837
6012.4568	103.131073
6012.6092	103.132309
6012.7616	103.133544
6012.914	103.13478
6013.0664	103.136016
6013.2188	103.137252
6013.3712	103.138488
6013.5236	103.139724
6013.676	103.140959
6013.8284	103.142195
6013.9808	103.143431
6014.1332	103.144667
6014.2856	103.145903
6014.438	103.147139
6014.5904	103.148374
6014.7428	103.14961
6014.8952	103.150846
6015.0476	103.152082
6015.2	103.153318
6015.3524	103.154554
6015.5048	103.155789
6015.6572	103.157025
6015.8096	103.158261
6015.962	103.159497
6016.1144	103.160733
6016.2668	103.161969
6016.4192	103.163204
6016.5716	103.16444
6016.724	103.165676
6016.8764	103.166912
6017.0288	103.168148
6017.1812	103.169384
6017.3336	103.170619
6017.486	103.171855
6017.6384	103.173091
6017.7908	103.174327
6017.9432	103.175563
6018.0956	103.176799
6018.248	103.178034
6018.4004	103.17927
6018.5528	103.180506
6018.7052	103.181742
6018.8576	103.182978
6019.01	103.184214
6019.1624	103.185449
6019.3148	103.186685
